1	1	0.0	-0.0081065	-0.012313	-0.012831	-0.011831	-0.010851	-0.01019	-0.014957	-0.030223	-0.069401	-0.093698	-0.063139	-0.082271	-0.18215	-0.27527	-0.35149	-0.41976	6.1549	6.7872	7.5261	7.9342	5.3161	8.75	3.5514
1	2	0.0	1.1868e-18	3.9207e-18	3.9741e-18	5.3669e-18	7.5207e-18	8.4064e-18	7.9981e-18	1.0398e-17	1.3654e-17	1.7155e-17	1.9031e-17	1.8869e-17	2.0493e-17	2.1903e-17	2.3497e-17	2.4562e-17	8.3408e-15	1.0229e-14	4.1634e-16	1.1951e-15	2.0724e-16	1.081e-15	7.7069e-17
2	3	0.0	0.00013559	0.00024202	0.00031052	0.00032197	0.00032034	0.0003144	0.00028604	0.00026301	0.00022333	0.00020472	0.00019101	0.00017269	8.2498e-05	7.3058e-06	4.2828e-06	4.4278e-06	0.00019582	0.00021809	0.0002298	0.00023792	0.0002025	0.00021168	5.0543e-05
2	4	0.0	0.00794	0.011998	0.012394	0.011327	0.010327	0.0096545	0.013397	0.02366	0.051488	0.069446	0.04887	0.078523	0.1675	0.2513	0.33136	0.40263	4.2978	5.2495	6.1136	6.763	5.3453	8.3592	4.7061
3	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3213e-17	3.169e-17	2.7816e-19	1.0916e-22	9.0882e-19	5.9014e-23	3.4727e-22
3	7	0.0	-1.668e-09	-5.5595e-09	-5.3512e-09	-7.2589e-09	-1.1317e-08	-1.1981e-08	-1.0399e-08	-1.2272e-08	-1.6283e-08	-2.5808e-08	-2.9742e-08	-3.2909e-08	-1.436e-08	-3.0662e-08	-3.8418e-08	-3.9235e-08	5.6279e-11	7.0931e-13	2.799e-13	4.3161e-12	2.5534e-13	4.3324e-13	5.7166e-13
4	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6117e-19	1.5459e-18	7.5642e-18	4.7186e-23	3.1044e-19	4.9156e-23	7.032e-23
5	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1197e-10	1.3553e-10	1.4222e-10	1.4707e-10	4.1038e-11	1.5448e-10	6.9593e-14
5	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2838e-10	6.0192e-10	6.4068e-10	6.5399e-10	1.6969e-10	6.9194e-10	3.2211e-14
6	12	0.0	-0.00017512	-0.00046301	-0.00080092	-0.0011244	-0.0012645	-0.0013601	-0.00062879	0.0038214	0.013697	0.018787	0.0092211	-0.0012293	0.0028672	-0.0064297	-0.0098768	-0.011277	0.10728	0.065066	0.1361	0.24494	0.15322	0.25018	0.59576
6	13	0.0	2.4788e-05	3.9024e-05	5.4915e-05	6.1353e-05	6.9854e-05	7.3953e-05	8.1136e-05	9.0292e-05	0.00010971	0.00013811	0.00017287	0.00020393	0.0024082	0.00060043	0.00055319	0.00052661	0.0010017	0.0011515	0.001382	0.0014462	0.00026369	0.001919	0.00043106
7	14	0.0	0.00017971	0.0005034	0.00088313	0.0012521	0.0014077	0.0015174	0.0019175	0.0022937	0.003093	0.0040336	0.0050833	0.0065383	0.01188	0.034038	0.036214	0.036513	0.048031	0.061489	0.066102	0.071907	0.0561	0.10231	0.058105
7	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0866e-05	5.969e-05	1.5269e-05	0.00022435	6.8448e-05	6.5549e-06	5.7164e-06
