1	1	0.069896	0.10357	0.22939	0.35521	0.48104	0.55653	0.60685	0.7453	0.87408	1.1027	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	2	1.3781e-05	1.4395e-05	2.3915e-05	2.4692e-05	1.6727e-05	7.751e-06	1.861e-08	1.767e-08	1.4256e-08	6.3471e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	3	8.1778e-06	2.5188e-05	4.1868e-05	4.3276e-05	2.941e-05	1.376e-05	2.7165e-07	2.6131e-07	2.1625e-07	2.1992e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	4	0.031337	0.051733	0.11521	0.17937	0.24422	0.28345	0.30975	0.41251	0.52382	0.77212	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	7	7.4702e-11	1.9836e-10	3.6856e-10	4.611e-10	4.7597e-10	4.4761e-10	4.1317e-10	4.0654e-10	3.5094e-10	9.2799e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	12	6.4239e-05	0.00028945	0.00049221	0.00053163	0.00040769	0.00025492	0.0001204	0.00025649	0.00043631	0.00092715	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	13	1.2793e-05	5.6825e-05	9.7036e-05	0.00010562	8.2579e-05	5.3573e-05	2.791e-05	6.0038e-05	0.00010255	0.00021871	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	14	0.00014931	0.00061522	0.0013204	0.0019792	0.0025916	0.0029367	0.0031575	0.006394	0.010638	0.022146	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	15	3.9376e-08	1.7956e-07	3.1128e-07	3.4815e-07	2.9019e-07	2.0989e-07	1.3738e-07	3.4626e-07	6.2756e-07	1.4074e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	16	0.00018097	0.00068035	0.0011345	0.0011799	0.00081675	0.0004027	4.4938e-05	8.6803e-05	0.00014124	0.00028781	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	17	2.0418e-06	7.1365e-06	1.1867e-05	1.2276e-05	8.3635e-06	3.9411e-06	1.2851e-07	3.0052e-07	5.3046e-07	1.1641e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	18	4.9576e-07	2.2866e-06	3.7985e-06	3.9214e-06	2.6553e-06	1.2288e-06	6.4682e-11	1.3197e-10	2.2031e-10	4.6013e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	19	2.1107e-07	9.7728e-07	1.6235e-06	1.6761e-06	1.135e-06	5.254e-07	2.6484e-10	5.9741e-10	1.0401e-09	2.256e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	20	7.534e-08	2.7101e-07	2.8295e-06	7.8336e-06	1.5283e-05	2.0927e-05	2.5179e-05	6.4252e-05	0.00011693	0.00026311	0.0	0.0	0.0	0.0	0.0	0.0	0.0
