1	1	0.0	-0.0081416	-0.014754	-0.021744	-0.037844	-0.049401	-0.051782	-0.10009	-0.14993	-0.16007	-0.094816	-0.16309	-0.26656	-0.42862	-0.42997	-0.55393	0.0
1	2	0.0	1.3307e-18	2.4824e-18	4.2415e-18	5.6993e-18	6.6879e-18	7.585e-18	9.7831e-18	1.1168e-17	1.3017e-17	1.599e-17	1.7075e-17	1.935e-17	1.9381e-17	2.1842e-17	2.3262e-17	0.0
2	3	0.0	0.00012318	0.00019058	0.00028162	0.00031909	0.00031063	0.0003026	0.00026589	0.00024924	0.00024419	8.3302e-05	2.5061e-05	3.1272e-06	1.7582e-06	1.8509e-06	1.4308e-06	0.0
2	4	0.0	0.0080121	0.01442	0.01948	0.031679	0.039616	0.040437	0.074465	0.11151	0.11744	0.069087	0.12958	0.21593	0.35933	0.38016	0.50312	0.0
3	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	7	0.0	-2.3369e-10	-5.0167e-10	-9.7434e-10	-1.3331e-09	-1.6076e-09	-1.7239e-09	-2.1058e-09	-2.8082e-09	-4.202e-09	1.5819e-08	7.4747e-09	-5.872e-09	-7.6117e-09	-8.4466e-09	-9.3467e-09	0.0
4	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	12	0.0	-4.3033e-05	1.7986e-05	0.0017035	0.0052782	0.0086435	0.010096	0.022866	0.033783	0.037806	0.022848	0.0073392	0.0032272	0.002662	0.0026022	0.0012989	0.0
6	13	0.0	4.3886e-06	6.595e-06	1.0048e-05	1.0728e-05	1.1818e-05	1.2701e-05	1.2898e-05	1.4266e-05	1.9892e-05	0.00034365	0.001683	0.00065773	0.00071613	0.00067895	0.00064443	0.0
7	14	0.0	4.975e-05	0.00011964	0.00020406	0.0003066	0.00035764	0.00036122	0.00045075	0.00058337	0.00071514	0.0010836	0.023045	0.045124	0.064904	0.04776	0.052871	0.0
7	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	16	0.0	-4.9506e-06	-4.3489e-06	2.787e-05	0.00010088	0.00012941	0.00013807	0.00017666	7.2568e-05	-7.8427e-06	9.2748e-05	2.0113e-05	-0.00087892	-0.0027454	-0.0031915	-0.0058275	0.0
8	17	0.0	3.419e-07	6.6665e-07	1.794e-06	7.3289e-06	1.2026e-05	1.1236e-05	1.8055e-05	1.5317e-05	1.7088e-05	1.0548e-05	6.5037e-06	9.5905e-06	9.3489e-06	1.1741e-05	9.1775e-06	0.0
8	18	0.0	-1.5011e-07	-4.7831e-07	-8.9341e-07	-1.4506e-06	-1.7796e-06	-1.8208e-06	-2.4359e-06	-3.0691e-06	-3.8952e-06	-1.0102e-05	-1.3544e-05	-1.561e-05	-1.7636e-05	-1.9662e-05	-2.1642e-05	0.0
9	19	0.0	-2.9012e-10	1.9616e-09	4.843e-08	2.3712e-07	5.9617e-07	8.1611e-07	4.0277e-06	8.7336e-06	1.1318e-05	3.0721e-06	2.1534e-06	5.4256e-07	2.2593e-07	7.748e-08	-2.3378e-07	0.0
10	20	0.0	-1.5178e-08	-6.464e-08	-4.0286e-07	-6.3423e-07	-2.4133e-07	2.4389e-07	1.3469e-05	4.0012e-05	5.2384e-05	1.0788e-05	1.1119e-05	2.3666e-05	4.4702e-05	1.7543e-05	4.4893e-05	0.0
10	21	0.0	1.0991e-08	1.2173e-08	2.0922e-08	3.9713e-08	7.122e-08	8.1581e-08	5.6583e-07	1.7084e-06	4.751e-06	2.8196e-06	1.566e-06	-2.2326e-06	-2.4739e-06	-3.1223e-06	-3.6335e-06	0.0
10	22	0.0	-1.7122e-07	1.5068e-06	3.5243e-05	0.00014074	0.0003154	0.00041602	0.0017728	0.0035418	0.0035691	0.0010872	0.001101	0.0019652	0.0026922	0.0013856	0.0010976	0.0
11	23	0.0	1.8413e-07	3.7807e-07	1.4316e-06	3.9035e-06	6.2525e-06	7.1221e-06	2.7758e-05	6.4845e-05	4.4656e-05	1.8266e-05	2.691e-05	4.5625e-05	7.4906e-05	4.6405e-05	1.481e-05	0.0
12	24	0.0	2.4738e-10	-2.8303e-09	4.0905e-08	9.0142e-08	1.6944e-07	2.3169e-07	1.855e-06	6.0036e-06	-2.0011e-06	-7.9526e-06	-7.4628e-06	-1.4342e-05	-7.2437e-05	-0.00011553	-0.0004407	0.0
12	25	0.0	-1.7405e-08	-3.0591e-08	-7.0877e-08	7.6133e-08	5.4831e-07	1.0217e-06	1.0952e-05	3.4022e-05	0.00010918	8.6701e-05	0.00013111	0.00022622	0.00045306	0.00032563	0.00064338	0.0
12	26	0.0	1.6736e-08	2.4244e-08	-8.0744e-09	-3.8854e-08	-4.644e-08	-5.825e-08	1.1618e-06	5.7829e-06	4.4348e-05	6.0037e-05	0.00012053	0.00021647	0.00049174	0.00026885	0.00040692	0.0
13	27	0.0	1.7576e-09	2.9972e-08	1.8694e-07	4.5811e-07	7.2347e-07	8.6104e-07	1.6611e-06	2.5015e-06	6.0064e-06	7.9837e-06	7.7783e-06	1.2195e-05	2.0441e-05	1.1091e-05	2.592e-05	0.0
14	28	0.0	-1.0914e-11	6.1118e-10	4.9477e-09	1.071e-08	1.3984e-08	1.4355e-08	-4.5708e-08	-1.7157e-07	2.2876e-07	4.7933e-06	8.5066e-06	1.4929e-05	2.7051e-05	1.8287e-05	2.1666e-05	0.0
14	29	0.0	-8.6402e-12	1.2278e-11	1.4402e-09	8.7339e-09	2.0856e-08	3.0142e-08	1.6923e-07	4.04e-07	1.1801e-06	1.4981e-06	2.4447e-06	4.1593e-06	7.2942e-06	4.9928e-06	5.6424e-06	0.0
