1	1.0079
2	4.0026
3	6.941
4	9.0122
5	10.811
6	12.0107
7	14.0067
8	15.9994
9	18.9984
10	20.1797
11	22.9897
12	24.305
13	26.9815
14	28.0855
15	30.9738
16	32.065
17	35.453
18	39.0983
19	39.948
20	40.078
21	44.9559
22	47.867
23	50.9415
24	51.9961
25	54.938
26	55.845
27	58.6934
28	58.9332
29	63.546
30	65.39

