1	1	0.0	-0.0081416	-0.014754	-0.021744	-0.037844	-0.049401	-0.051782	-0.10009	-0.14993	-0.16007	-0.094816	-0.16309	-0.26656	-0.42862	-0.42997	-0.55393	0.0	6.3742	7.1135	7.9531	8.9473	10.165	10.136	10.29
1	2	0.0	1.3307e-18	2.4824e-18	4.2415e-18	5.6993e-18	6.6879e-18	7.585e-18	9.7831e-18	1.1168e-17	1.3017e-17	1.599e-17	1.7075e-17	1.935e-17	1.9381e-17	2.1842e-17	2.3262e-17	0.0	1.0707e-14	1.9922e-14	6.495e-14	8.8031e-14	3.2313e-16	6.9292e-14	2.6395e-16
2	3	0.0	0.00012318	0.00019058	0.00028162	0.00031909	0.00031063	0.0003026	0.00026589	0.00024924	0.00024419	8.3302e-05	2.5061e-05	3.1272e-06	1.7582e-06	1.8509e-06	1.4308e-06	0.0	0.00017028	0.00015926	0.00018077	0.00017538	0.00018528	0.00018405	0.00017993
2	4	0.0	0.0080121	0.01442	0.01948	0.031679	0.039616	0.040437	0.074465	0.11151	0.11744	0.069087	0.12958	0.21593	0.35933	0.38016	0.50312	0.0	4.0352	4.9483	5.0555	7.0339	8.4773	7.9202	8.116
3	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4402e-17	6.5042e-17	9.299e-17	2.8946e-16	5.193e-23	2.2253e-16	2.1353e-20
3	7	0.0	-2.3369e-10	-5.0167e-10	-9.7434e-10	-1.3331e-09	-1.6076e-09	-1.7239e-09	-2.1058e-09	-2.8082e-09	-4.202e-09	1.5819e-08	7.4747e-09	-5.872e-09	-7.6117e-09	-8.4466e-09	-9.3467e-09	0.0	3.1534e-15	7.1972e-14	4.9016e-11	1.5555e-12	1.0197e-13	8.0072e-13	4.7084e-12
4	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0704e-16	1.0772e-16	9.7835e-19	5.5058e-16	4.8829e-24	3.7835e-16	6.0007e-22
5	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5531e-11	2.5541e-11	6.5155e-15	2.9146e-11	3.0872e-11	3.0366e-11	6.5724e-12
5	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1501e-10	1.1507e-10	3.1624e-12	4.6029e-08	1.3907e-10	1.368e-10	2.797e-11
6	12	0.0	-4.3033e-05	1.7986e-05	0.0017035	0.0052782	0.0086435	0.010096	0.022866	0.033783	0.037806	0.022848	0.0073392	0.0032272	0.002662	0.0026022	0.0012989	0.0	0.087832	0.088091	0.15804	0.0974	0.1323	0.18153	0.45833
6	13	0.0	4.3886e-06	6.595e-06	1.0048e-05	1.0728e-05	1.1818e-05	1.2701e-05	1.2898e-05	1.4266e-05	1.9892e-05	0.00034365	0.001683	0.00065773	0.00071613	0.00067895	0.00064443	0.0	0.00018836	0.00020921	0.00060272	0.00029196	0.00038245	0.00033907	0.00036769
7	14	0.0	4.975e-05	0.00011964	0.00020406	0.0003066	0.00035764	0.00036122	0.00045075	0.00058337	0.00071514	0.0010836	0.023045	0.045124	0.064904	0.04776	0.052871	0.0	0.0090801	0.012942	0.014215	0.018425	0.031484	0.020047	0.025953
7	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8382e-06	8.6986e-06	5.6164e-05	2.7834e-05	9.5265e-05	4.9812e-06	5.0057e-06
8	16	0.0	-4.9506e-06	-4.3489e-06	2.787e-05	0.00010088	0.00012941	0.00013807	0.00017666	7.2568e-05	-7.8427e-06	9.2748e-05	2.0113e-05	-0.00087892	-0.0027454	-0.0031915	-0.0058275	0.0	0.38532	0.29224	1.5461	0.99359	2.2006	4.7883	7.9612
8	17	0.0	3.419e-07	6.6665e-07	1.794e-06	7.3289e-06	1.2026e-05	1.1236e-05	1.8055e-05	1.5317e-05	1.7088e-05	1.0548e-05	6.5037e-06	9.5905e-06	9.3489e-06	1.1741e-05	9.1775e-06	0.0	8.7529e-05	8.6606e-05	0.00010444	0.00010382	0.00011204	0.00012012	0.00015866
8	18	0.0	-1.5011e-07	-4.7831e-07	-8.9341e-07	-1.4506e-06	-1.7796e-06	-1.8208e-06	-2.4359e-06	-3.0691e-06	-3.8952e-06	-1.0102e-05	-1.3544e-05	-1.561e-05	-1.7636e-05	-1.9662e-05	-2.1642e-05	0.0	0.0019507	0.000968	0.00011442	0.00128	0.00084764	4.3477e-05	0.00083695
9	19	0.0	-2.9012e-10	1.9616e-09	4.843e-08	2.3712e-07	5.9617e-07	8.1611e-07	4.0277e-06	8.7336e-06	1.1318e-05	3.0721e-06	2.1534e-06	5.4256e-07	2.2593e-07	7.748e-08	-2.3378e-07	0.0	1.977e-06	2.1339e-06	1.3849e-05	5.3618e-06	8.501e-05	1.158e-05	1.0409e-06
10	20	0.0	-1.5178e-08	-6.464e-08	-4.0286e-07	-6.3423e-07	-2.4133e-07	2.4389e-07	1.3469e-05	4.0012e-05	5.2384e-05	1.0788e-05	1.1119e-05	2.3666e-05	4.4702e-05	1.7543e-05	4.4893e-05	0.0	0.13173	0.12447	0.13963	0.27719	0.81981	0.93688	1.878
10	21	0.0	1.0991e-08	1.2173e-08	2.0922e-08	3.9713e-08	7.122e-08	8.1581e-08	5.6583e-07	1.7084e-06	4.751e-06	2.8196e-06	1.566e-06	-2.2326e-06	-2.4739e-06	-3.1223e-06	-3.6335e-06	0.0	0.00018455	0.00014258	0.00039163	0.00025821	0.00038254	0.00072114	0.0011736
10	22	0.0	-1.7122e-07	1.5068e-06	3.5243e-05	0.00014074	0.0003154	0.00041602	0.0017728	0.0035418	0.0035691	0.0010872	0.001101	0.0019652	0.0026922	0.0013856	0.0010976	0.0	0.0010475	0.00075428	0.0040165	0.0021643	0.00457	0.0061814	0.0028743
11	23	0.0	1.8413e-07	3.7807e-07	1.4316e-06	3.9035e-06	6.2525e-06	7.1221e-06	2.7758e-05	6.4845e-05	4.4656e-05	1.8266e-05	2.691e-05	4.5625e-05	7.4906e-05	4.6405e-05	1.481e-05	0.0	0.0014977	0.00081892	0.00043445	0.0040688	0.0062494	0.014082	0.026076
