1	1	0.0	-0.0056676	-0.030011	-0.0594	-0.11417	-0.1408	-0.17225	-0.21532	-0.17496	-0.10243	-0.15454	-0.23705	-0.29232	-0.36892	-0.45549	-0.55583	0.0	6.4432	7.445	8.4634	8.4343	9.8012	11.046	12.902
1	2	0.0	1.2041e-18	2.8149e-18	4.8164e-18	6.6199e-18	7.2356e-18	8.1467e-18	9.084e-18	9.4101e-18	1.2917e-17	1.47e-17	1.6805e-17	1.8836e-17	2.0277e-17	2.1636e-17	2.2724e-17	0.0	7.187e-15	3.3782e-12	3.0727e-15	4.3502e-16	4.4646e-16	5.0321e-16	7.034e-14
2	3	0.0	7.3799e-05	0.00013339	0.00017042	0.00018645	0.00018985	0.00019945	0.0002359	0.00025272	0.00022619	2.2362e-05	7.0077e-06	4.2544e-06	2.6292e-06	1.4956e-06	1.0612e-06	0.0	0.0001431	0.00015285	0.00015726	0.00016042	0.0001261	0.00014364	0.00012117
2	4	0.0	0.005318	0.025995	0.046646	0.087919	0.10689	0.13041	0.15789	0.12749	0.076486	0.12691	0.20337	0.26487	0.34199	0.42286	0.51817	0.0	3.8551	5.159	6.5387	5.9393	6.9738	8.3787	10.853
3	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3703e-17	1.1139e-17	8.8367e-18	2.3953e-23	2.347e-21	2.7495e-23	2.2857e-16
3	7	0.0	1.0834e-10	1.0813e-10	1.187e-10	9.6816e-11	6.6302e-11	1.4505e-11	-6.2395e-11	-6.0444e-11	6.1157e-08	6.1529e-09	1.6097e-09	1.3288e-09	7.2333e-10	6.8215e-11	-1.0429e-10	0.0	6.338e-10	3.7581e-13	5.833e-13	8.4699e-11	9.1222e-13	1.1167e-12	6.6775e-12
4	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3296e-17	9.0582e-16	9.3239e-17	1.4332e-23	2.0522e-25	0.0	4.0605e-16
5	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1517e-11	6.012e-12	6.5676e-12	2.3701e-12	7.6016e-12	2.2469e-12	2.0101e-12
5	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1077e-11	2.6764e-11	2.9437e-11	1.0328e-11	3.4244e-11	1.0091e-11	7.0147e-12
6	12	0.0	0.00025878	0.0037028	0.01171	0.023388	0.02969	0.036108	0.048515	0.042072	0.023596	0.005967	0.005	0.0034416	0.0026457	0.0025914	0.0018626	0.0	0.10722	0.084961	0.12947	0.12815	0.21518	0.12051	0.073666
6	13	0.0	2.0088e-07	4.8133e-07	8.9996e-07	1.1751e-06	1.4216e-06	1.5388e-06	1.7866e-06	1.121e-05	0.0004403	0.00040613	0.00042528	0.0003519	0.00038495	0.0004177	0.00038933	0.0	0.00016735	5.378e-05	7.1972e-05	1.9596e-05	9.814e-05	8.198e-05	0.00028161
7	14	0.0	4.106e-06	1.9602e-05	4.0574e-05	5.4326e-05	6.3921e-05	7.1346e-05	7.2241e-05	3.8377e-05	8.1023e-05	0.019821	0.026448	0.022479	0.022888	0.028426	0.033797	0.0	0.0090697	0.0035754	0.0044698	0.012859	0.0091979	0.0061925	0.0086877
7	15	0.0	1.4361e-10	1.693e-09	2.295e-08	3.0015e-08	1.4069e-08	0.0	0.0	0.0	0.0	3.1289e-07	4.8382e-07	4.5838e-07	5.8676e-07	8.6942e-07	2.1831e-06	0.0	7.5675e-06	8.5921e-07	9.2062e-07	1.3672e-06	7.2367e-06	3.7879e-07	2.445e-06
8	16	0.0	1.1638e-05	9.307e-05	0.00027503	0.0004287	0.00047155	0.0005118	0.00062473	0.00057962	0.00041406	0.00051491	0.00064844	0.00047463	0.00038167	0.00036994	0.00063527	0.0	0.50443	0.29364	0.42213	2.1827	3.8181	5.3282	8.3728
8	17	0.0	7.2171e-08	7.6392e-08	3.2428e-07	8.2345e-07	8.4577e-07	9.1754e-07	3.6407e-07	5.2262e-07	1.2847e-06	8.0544e-07	1.186e-06	1.2008e-06	1.4066e-06	1.9258e-06	3.0072e-06	0.0	6.9636e-05	2.5566e-05	2.4203e-05	2.1769e-05	2.7866e-05	4.8699e-05	2.8616e-05
8	18	0.0	-4.2942e-09	-1.4683e-08	-2.8205e-08	-4.8704e-08	-5.845e-08	-6.8965e-08	-6.9009e-08	-8.1962e-08	-1.4768e-07	-2.7736e-07	-3.3423e-07	-3.8618e-07	-4.3866e-07	-4.8916e-07	-5.3865e-07	0.0	0.0018065	0.00036625	0.00030594	8.0941e-06	7.0493e-05	2.6938e-05	2.6268e-05
