Z	A	M
6	12	0.0067319
6	13	4.5018e-09
7	13	3.077e-12
7	14	6.3806e-07
7	15	1.1779e-09
7	16	4.2869e-19
8	15	1.3702e-08
8	16	0.18657
8	17	1.7272e-07
8	18	4.1011e-10
8	19	7.1778e-15
9	17	8.9648e-20
9	18	2.7405e-09
9	19	8.5438e-11
9	20	1.4479e-13
10	19	6.3439e-11
10	20	0.0069344
10	21	3.1064e-07
10	22	1.6333e-05
10	23	2.2873e-10
11	21	2.115e-10
11	22	2.1491e-08
11	23	2.2066e-05
11	24	3.267e-08
12	23	4.1737e-06
12	24	0.014451
12	25	1.7571e-05
12	26	2.7492e-05
12	27	1.7098e-08
13	25	1.2977e-11
13	26	1.0771e-05
13	27	0.00051414
13	28	5.2997e-08
14	27	1.4719e-06
14	28	0.28515
14	29	0.00050618
14	30	0.0003515
14	31	1.7765e-09
14	32	1.9477e-11
14	33	5.0411e-15
15	30	1.2641e-05
15	31	0.00022439
15	32	5.1802e-08
15	33	4.1973e-08
15	34	5.8943e-13
16	31	2.9816e-07
16	32	0.16035
16	33	0.00034236
16	34	0.00083866
16	35	1.759e-08
16	36	4.8578e-09
16	37	4.8783e-15
17	35	6.9211e-05
17	36	2.4536e-07
17	37	2.0288e-07
17	38	2.1631e-13
18	35	2.2858e-08
18	36	0.032822
18	37	2.5134e-05
18	38	0.00040217
18	39	9.8575e-10
18	40	9.6595e-11
18	41	2.7525e-15
19	39	5.3613e-05
19	40	8.5468e-09
19	41	9.5413e-10
19	42	2.0907e-13
19	43	3.3911e-15
19	44	2.9825e-17
20	39	1.1898e-10
20	40	0.032215
20	41	5.0474e-06
20	42	1.2051e-05
20	43	1.8479e-08
20	44	7.2312e-09
20	45	3.1598e-12
20	46	2.7334e-13
20	47	3.9222e-17
20	48	5.6412e-20
20	49	2.2143e-24
21	43	2.7686e-09
21	44	3.6797e-09
21	45	1.205e-08
21	46	6.2125e-11
21	47	2.0575e-12
21	48	3.5852e-15
21	49	2.0441e-17
21	50	4.9911e-22
21	51	2.2263e-24
22	43	5.1042e-18
22	44	1.9577e-05
22	45	2.6874e-07
22	46	4.754e-06
22	47	4.5278e-08
22	48	1.8237e-08
22	49	9.4955e-11
22	50	1.0006e-11
22	51	1.83e-17
22	52	6.2061e-21
22	53	3.1194e-23
22	54	1.5524e-24
23	47	8.3181e-08
23	48	4.1378e-08
23	49	5.6106e-08
23	50	2.4474e-10
23	51	1.0357e-09
23	52	1.0342e-13
23	53	1.3975e-16
23	54	1.3499e-19
23	55	1.2231e-19
23	56	2.1757e-24
24	47	3.7544e-16
24	48	0.00028903
24	49	1.408e-05
24	50	4.9418e-05
24	51	2.5629e-07
24	52	7.7388e-07
24	53	2.6275e-10
24	54	2.5143e-11
24	55	4.8541e-12
24	56	2.8595e-12
24	57	1.3128e-13
24	58	4.428e-13
25	51	2.2692e-05
25	52	8.886e-07
25	53	3.7753e-06
25	54	3.5212e-09
25	55	1.8175e-09
25	56	1.0967e-11
26	51	2.4744e-18
26	52	0.0037295
26	53	0.0002405
26	54	0.004758
26	55	6.9168e-06
26	56	2.094e-05
26	57	1.7877e-07
26	58	1.0108e-06
26	59	8.3169e-07
26	60	1.2864e-06
26	61	1.1331e-07
26	62	7.6008e-08
27	54	1.0746e-19
27	55	0.00095437
27	56	2.5524e-06
27	57	1.3953e-06
27	58	6.1511e-08
27	59	1.4625e-06
27	60	7.7565e-07
27	61	3.7465e-07
27	62	1.6004e-07
28	54	4.3141e-29
28	55	4.3104e-24
28	56	0.060025
28	57	0.0004859
28	58	0.0004033
28	59	3.2143e-06
28	60	6.6857e-05
28	61	2.5609e-06
28	62	1.827e-05
29	58	1.4037e-13
29	59	6.673e-10
29	60	2.2747e-09
29	61	1.0204e-07
29	62	3.9513e-07
29	63	2.7686e-06
29	64	1.8098e-07
29	65	1.7156e-07
29	66	8.699e-10
30	59	7.1685e-28
30	60	9.0744e-11
30	61	4.4154e-11
30	62	4.193e-08
30	63	5.1492e-08
30	64	2.0431e-05
30	65	1.5402e-06
30	66	1.6981e-05
