Z	A	M
6	12	0.0067387
6	13	3.3929e-09
7	13	3.5746e-07
7	14	4.7352e-08
7	15	1.6691e-07
7	16	8.5612e-24
8	15	3.09e-06
8	16	0.17628
8	17	1.0323e-09
8	18	1.2121e-13
8	19	2.2182e-23
9	17	6.2721e-11
9	18	1.2484e-10
9	19	5.5972e-10
9	20	5.034e-19
10	19	1.2801e-09
10	20	0.0071693
10	21	1.3971e-08
10	22	3.324e-10
10	23	1.3073e-17
11	21	1.114e-08
11	22	2.0385e-08
11	23	9.5369e-06
11	24	2.2384e-12
12	23	8.1093e-06
12	24	0.021499
12	25	1.2262e-06
12	26	8.1694e-07
12	27	2.0591e-13
13	25	6.1225e-07
13	26	3.8077e-06
13	27	0.00011274
13	28	1.4764e-10
14	27	1.6002e-05
14	28	0.31925
14	29	6.757e-05
14	30	4.9787e-06
14	31	9.6668e-13
14	32	7.9765e-17
14	33	4.3753e-24
15	30	3.4269e-05
15	31	0.00012119
15	32	4.9332e-11
15	33	3.0571e-11
15	34	1.2011e-17
16	31	1.1496e-05
16	32	0.16467
16	33	7.779e-05
16	34	2.9831e-08
16	35	4.7751e-12
16	36	9.1257e-14
16	37	3.674e-21
17	35	2.013e-06
17	36	2.8241e-10
17	37	1.3841e-10
17	38	5.0566e-17
18	35	5.5407e-08
18	36	0.030856
18	37	7.0418e-06
18	38	1.8184e-09
18	39	7.519e-14
18	40	1.8114e-15
18	41	8.3051e-21
19	39	3.591e-07
19	40	3.6297e-12
19	41	6.4441e-14
19	42	5.9986e-19
19	43	1.9654e-22
19	44	1.1473e-26
20	39	2.5592e-10
20	40	0.027317
20	41	5.5361e-07
20	42	3.7108e-10
20	43	3.8755e-13
20	44	3.3861e-15
20	45	7.1104e-19
20	46	8.0685e-21
20	47	4.7023e-25
20	48	8.9086e-28
20	49	3.9193e-29
21	43	5.8635e-11
21	44	8.8055e-13
21	45	3.1372e-11
21	46	2.9749e-17
21	47	5.0138e-20
21	48	1.9336e-23
21	49	1.1651e-26
21	50	3.9993e-29
21	51	4.0793e-29
22	43	9.9105e-18
22	44	1.4499e-05
22	45	6.6231e-08
22	46	1.8201e-11
22	47	5.4686e-13
22	48	6.1019e-13
22	49	1.6641e-16
22	50	3.7549e-20
22	51	3.1973e-24
22	52	1.3987e-27
22	53	4.2393e-29
22	54	4.3204e-29
23	47	1.7772e-10
23	48	1.0501e-08
23	49	1.2599e-08
23	50	4.5949e-17
23	51	3.1694e-17
23	52	1.7199e-20
23	53	3.7522e-24
23	54	3.4239e-28
23	55	1.4e-26
23	56	4.4812e-29
24	47	8.5425e-16
24	48	0.00023899
24	49	5.4866e-06
24	50	3.2153e-10
24	51	9.7897e-12
24	52	3.1077e-12
24	53	7.0333e-17
24	54	3.4226e-20
24	55	4.289e-24
24	56	4.2065e-27
24	57	4.5623e-29
24	58	4.6398e-29
25	51	4.6531e-09
25	52	4.3995e-07
25	53	1.347e-07
25	54	1.134e-16
25	55	2.6244e-17
25	56	3.6504e-22
26	51	5.3953e-18
26	52	0.002873
26	53	1.138e-05
26	54	7.1251e-06
26	55	3.1871e-09
26	56	1.832e-12
26	57	2.2021e-16
26	58	2.0526e-19
26	59	4.3618e-24
26	60	3.5218e-27
26	61	4.8791e-29
26	62	4.9591e-29
27	54	1.6419e-17
27	55	4.4272e-05
27	56	3.9239e-07
27	57	4.6723e-09
27	58	1.8894e-14
27	59	6.7082e-15
27	60	1.1126e-21
27	61	2.1746e-25
27	62	8.9988e-29
28	54	4.315e-29
28	55	8.4414e-19
28	56	0.042235
28	57	0.00014141
28	58	1.4694e-05
28	59	3.2806e-07
28	60	1.7458e-10
28	61	4.3813e-14
28	62	3.5427e-17
29	58	8.8366e-08
29	59	4.7843e-06
29	60	6.1454e-08
29	61	2.7712e-10
29	62	6.2005e-15
29	63	1.5927e-15
29	64	2.2023e-22
29	65	1.7293e-23
29	66	6.5389e-28
30	59	6.9497e-23
30	60	3.2284e-06
30	61	4.1671e-09
30	62	1.7466e-10
30	63	1.3199e-12
30	64	9.9865e-16
30	65	1.4462e-18
30	66	2.3057e-19
