6 12	5.86e-04
6 13	1.93e-10
7 14	6.85e-09
7 15	2.17e-07
8 16	4.46e-02
8 17	1.30e-10
8 18	5.73e-11
9 19	9.70e-12
10 20	3.97e-04
10 21	6.08e-10
10 22	1.25e-09
11 23	2.59e-06
12 24	1.28e-02
12 25	6.43e-08
12 26	8.13e-08
13 27	2.21e-05
14 28	1.56e-01
14 29	3.54e-05
14 30	1.81e-05
15 31	3.06e-05
16 32	7.66e-02
16 33	1.24e-05
16 34	3.75e-06
16 36	3.54e-13
17 35	4.16e-06
17 37	6.80e-07
18 36	1.52e-02
18 38	1.75e-07
18 40	3.63e-14
19 39	1.03e-06
19 41	9.78e-08
20 40	1.41e-02
20 42	2.92e-09
20 43	2.31e-08
20 44	1.04e-05
20 46	1.20e-21
20 48	0.00e+00
21 45	1.21e-08
22 46	8.67e-08
22 47	8.57e-08
22 48	3.00e-04
22 49	2.68e-07
22 50	9.11e-21
23 50	4.34e-18
23 51	5.05e-06
24 50	4.56e-07
24 52	6.51e-03
24 53	3.24e-05
24 54	1.24e-16
25 55	1.04e-04
26 54	1.65e-05
26 56	8.09e-01
26 57	7.51e-03
26 58	7.12e-14
27 59	8.87e-04
28 58	1.75e-03
28 60	4.17e-03
28 61	3.90e-05
28 62	3.45e-05
28 64	2.58e-19
29 63	2.55e-05
29 65	2.33e-07
30 64	5.38e-05
30 66	3.57e-07
30 67	8.13e-11
30 68	1.18e-11
30 70	0.00e+00

