Z	A	M
6	12	0.00059969
6	13	1.8927e-12
7	13	2.1073e-11
7	14	1.0613e-10
7	15	8.0294e-12
7	16	6.4628e-29
8	15	1.4304e-10
8	16	0.02795
8	17	5.8519e-12
8	18	5.4221e-16
8	19	5.3825e-25
9	17	6.6799e-17
9	18	3.1204e-13
9	19	4.2852e-14
9	20	1.1944e-19
10	19	1.5518e-14
10	20	8.8069e-05
10	21	9.2814e-10
10	22	9.225e-06
10	23	6.2165e-18
11	21	2.047e-13
11	22	3.0482e-10
11	23	2.738e-07
11	24	2.1116e-12
12	23	3.4658e-08
12	24	0.00025613
12	25	2.2994e-07
12	26	3.9198e-07
12	27	1.477e-12
13	25	7.8419e-12
13	26	1.4554e-07
13	27	1.1697e-05
13	28	7.1079e-10
14	27	3.8495e-08
14	28	0.1127
14	29	3.5531e-05
14	30	1.7891e-05
14	31	6.6367e-11
14	32	2.6116e-13
14	33	3.8135e-22
15	30	5.1193e-07
15	31	2.1283e-05
15	32	4.7462e-09
15	33	2.9644e-09
15	34	6.7202e-15
16	31	1.7284e-07
16	32	0.073183
16	33	4.0191e-05
16	34	0.00013534
16	35	2.8005e-09
16	36	3.894e-10
16	37	6.144e-19
17	35	1.7339e-05
17	36	3.0501e-08
17	37	2.1732e-08
17	38	2.4891e-14
18	35	3.5809e-08
18	36	0.016077
18	37	6.7036e-06
18	38	0.00011154
18	39	3.282e-10
18	40	1.5301e-11
18	41	2.8175e-16
19	39	2.1135e-05
19	40	2.6935e-09
19	41	1.9128e-10
19	42	4.2663e-14
19	43	7.45e-16
19	44	1.3102e-19
20	39	2.1883e-10
20	40	0.016226
20	41	1.9303e-06
20	42	4.3832e-06
20	43	5.8729e-09
20	44	1.2266e-09
20	45	8.1729e-13
20	46	6.5677e-14
20	47	2.7175e-17
20	48	2.6725e-20
20	49	1.8635e-26
21	43	2.851e-07
21	44	1.2743e-09
21	45	3.1091e-09
21	46	1.2407e-11
21	47	5.6664e-13
21	48	1.2313e-15
21	49	8.0186e-18
21	50	8.0262e-23
21	51	1.524e-26
22	43	1.0683e-13
22	44	2.4315e-05
22	45	1.226e-07
22	46	1.829e-06
22	47	1.746e-08
22	48	5.6676e-09
22	49	3.2074e-11
22	50	3.2279e-12
22	51	1.6379e-16
22	52	2.0199e-19
22	53	1.2878e-24
22	54	1.4774e-28
23	47	1.3553e-07
23	48	2.5939e-08
23	49	4.0838e-08
23	50	9.0475e-11
23	51	3.3426e-10
23	52	1.3881e-13
23	53	4.3531e-16
23	54	9.3749e-21
23	55	8.0083e-23
23	56	6.1615e-29
24	47	6.2536e-14
24	48	0.00038375
24	49	1.2942e-05
24	50	3.3498e-05
24	51	1.4717e-07
24	52	2.7015e-07
24	53	9.2656e-11
24	54	4.2201e-12
24	55	7.2733e-17
24	56	4.8559e-17
24	57	3.5548e-20
24	58	1.2849e-16
25	51	2.5505e-05
25	52	1.6685e-06
25	53	4.9248e-06
25	54	1.455e-09
25	55	4.8915e-10
25	56	1.6882e-14
26	51	1.3965e-17
26	52	0.007863
26	53	0.00035733
26	54	0.0038089
26	55	3.0251e-06
26	56	5.8354e-06
26	57	1.3546e-09
26	58	9.1737e-10
26	59	1.2957e-12
26	60	3.0665e-14
26	61	7.9386e-19
26	62	1.1339e-18
27	54	2.2313e-20
27	55	0.0014936
27	56	1.2929e-05
27	57	1.0774e-06
27	58	2.0337e-09
27	59	8.23e-09
27	60	8.0467e-11
27	61	1.7853e-11
27	62	3.3583e-14
28	54	5.9357e-29
28	55	7.2866e-22
28	56	0.7932
28	57	0.012427
28	58	0.0046666
28	59	2.4918e-05
28	60	7.7963e-06
28	61	4.8454e-08
28	62	1.6604e-06
29	58	6.0591e-07
29	59	0.00034096
29	60	0.0004316
29	61	2.8144e-05
29	62	1.9319e-07
29	63	1.2946e-07
29	64	1.8033e-08
29	65	2.1758e-08
29	66	1.7593e-10
30	59	5.4632e-24
30	60	0.016895
30	61	0.00040893
30	62	0.0013591
30	63	2.893e-07
30	64	6.6582e-07
30	65	7.0743e-08
30	66	2.7917e-06
