6	12	0.0067319
6	13	4.504877e-09
7	14	6.3806e-07
7	15	1.48799e-08
8	16	0.18657
8	17	1.7272000000008965e-07
8	18	3.15061e-09
9	19	1.488841778e-10
10	20	0.006934400000144791
10	21	3.108515e-07
10	22	1.6354491e-05
11	23	2.623992873e-05
12	24	0.01445103267
12	25	1.7571012977000003e-05
12	26	3.826299999999995e-05
13	26	2.5e-322
13	27	0.000515628998
14	28	0.285150052997
14	29	0.00050618
14	30	0.00036414099999999995
15	31	0.0002246899365
16	32	0.160350051821477
16	33	0.0003424019730050411
16	34	0.00083866000058943
16	36	9.51963999999997e-09
17	35	6.9251448e-05
17	36	1.04e-322
17	37	2.53368800048783e-05
18	36	0.03282224069815987
18	38	0.00040217000021630997
18	40	9.660013609983364e-11
19	39	5.361398575000001e-05
19	40	8.546794863900165e-09
19	41	5.0483541327525005e-06
20	40	0.032214999999994866
20	41	3.5e-323
20	42	1.205100020907e-05
20	43	2.12476033962042e-08
20	44	1.9587910900029823e-05
20	46	2.7334e-13
20	48	5.6412e-20
21	45	2.807931598e-07
22	46	4.754062125e-06
22	47	1.2846105791466199e-07
22	48	0.0002890896150035852
22	49	1.4136200955020441e-05
22	50	1.000600000049911e-11
23	50	2.4473999999950036e-10
23	51	2.2949325700020773e-05
24	50	4.9418e-05
24	52	0.0037311624801034202
24	53	0.0002442755627501286
24	54	3.5463327886846173e-09
25	53	1.32e-321
25	55	0.0009612886223541
26	54	0.004758000000010207
26	56	0.0600484924138265
26	57	0.00048747407013128
26	58	1.0723114428e-06
26	60	9.24e-322
27	59	5.5091572999999875e-06
28	58	0.00040323848869757
28	59	2.5e-323
28	60	6.892141544399817e-05
28	61	3.1509441539999996e-06
28	62	1.8943108e-05
28	64	1.113027e-07
29	63	2.820092e-06
29	65	1.71176e-06
30	64	2.04192363e-05
30	66	1.69818699e-05
