Z	A	M
6	12	0.00066955
6	13	1.4629e-12
7	13	3.7792e-11
7	14	7.2193e-11
7	15	9.4876e-12
7	16	1.1727e-28
8	15	1.6877e-10
8	16	0.018832
8	17	3.5652e-12
8	18	2.4771e-16
8	19	1.2318e-25
9	17	1.3726e-16
9	18	1.9193e-13
9	19	3.8266e-14
9	20	2.3652e-20
10	19	4.7372e-14
10	20	9.8667e-05
10	21	5.5448e-10
10	22	6.1e-06
10	23	1.2748e-18
11	21	4.7391e-13
11	22	3.1962e-10
11	23	2.555e-07
11	24	7.9666e-13
12	23	5.8065e-08
12	24	0.00031299
12	25	1.469e-07
12	26	2.6712e-07
12	27	4.335e-13
13	25	1.5096e-11
13	26	1.6005e-07
13	27	9.9078e-06
13	28	3.0836e-10
14	27	4.634e-08
14	28	0.10719
14	29	3.1463e-05
14	30	1.3578e-05
14	31	2.2789e-11
14	32	7.9316e-14
14	33	6.4445e-23
15	30	5.6688e-07
15	31	1.9966e-05
15	32	3.0731e-09
15	33	1.4666e-09
15	34	1.5649e-15
16	31	1.8092e-07
16	32	0.066179
16	33	3.5462e-05
16	34	0.00012559
16	35	1.2997e-09
16	36	1.3923e-10
16	37	1.3936e-19
17	35	1.5075e-05
17	36	2.0485e-08
17	37	1.2885e-08
17	38	8.4372e-15
18	35	3.7207e-08
18	36	0.014135
18	37	5.4373e-06
18	38	9.6122e-05
18	39	1.7212e-10
18	40	6.41e-12
18	41	3.7659e-17
19	39	1.6211e-05
19	40	1.6329e-09
19	41	1.0958e-10
19	42	1.3158e-14
19	43	1.9917e-16
19	44	1.3609e-20
20	39	2.2516e-10
20	40	0.014071
20	41	1.2795e-06
20	42	2.9995e-06
20	43	3.0134e-09
20	44	5.6907e-10
20	45	1.895e-13
20	46	7.5921e-15
20	47	1.1728e-18
20	48	1.0379e-21
20	49	2.9841e-28
21	43	3.5294e-07
21	44	7.1147e-10
21	45	1.7022e-09
21	46	3.4292e-12
21	47	1.7871e-13
21	48	1.5151e-16
21	49	8.1511e-19
21	50	3.3352e-24
21	51	3.403e-28
22	43	1.3161e-13
22	44	2.6126e-05
22	45	9.1251e-08
22	46	1.3038e-06
22	47	1.1255e-08
22	48	3.0222e-09
22	49	8.4775e-12
22	50	8.6611e-13
22	51	1.4747e-17
22	52	7.2024e-21
22	53	4.6166e-26
22	54	6.0566e-29
23	47	1.4428e-07
23	48	1.9363e-08
23	49	3.426e-08
23	50	3.9276e-11
23	51	1.5179e-10
23	52	3.0889e-14
23	53	4.2395e-17
23	54	1.0494e-21
23	55	1.7908e-22
23	56	6.1576e-29
24	47	7.5295e-14
24	48	0.00035534
24	49	1.1784e-05
24	50	3.0368e-05
24	51	1.2508e-07
24	52	3.7971e-07
24	53	9.3377e-11
24	54	2.7435e-12
24	55	1.9079e-17
24	56	5.8143e-17
24	57	1.0622e-19
24	58	3.598e-16
25	51	2.2903e-05
25	52	1.424e-06
25	53	4.5079e-06
25	54	1.6338e-09
25	55	5.12e-10
25	56	9.1569e-15
26	51	1.2281e-17
26	52	0.0070192
26	53	0.00032179
26	54	0.0033335
26	55	2.6816e-06
26	56	5.3276e-06
26	57	9.9217e-10
26	58	4.2951e-10
26	59	6.6293e-14
26	60	4.1288e-16
26	61	8.8828e-21
26	62	2.2374e-23
27	54	6.1736e-20
27	55	0.0012878
27	56	1.1699e-05
27	57	9.8356e-07
27	58	1.3063e-09
27	59	4.4054e-09
27	60	6.5201e-12
27	61	2.532e-13
27	62	2.8564e-16
28	54	5.9103e-29
28	55	4.9705e-21
28	56	0.81535
28	57	0.01352
28	58	0.004781
28	59	2.646e-05
28	60	5.7367e-06
28	61	2.8225e-08
28	62	9.5281e-07
29	58	7.3906e-07
29	59	0.00036409
29	60	0.00045885
29	61	3.1073e-05
29	62	1.8906e-07
29	63	7.2073e-08
29	64	5.195e-09
29	65	6.8756e-09
29	66	2.8909e-11
30	59	6.8261e-24
30	60	0.018337
30	61	0.00045155
30	62	0.0014662
30	63	3.2167e-07
30	64	6.1794e-07
30	65	6.3786e-08
30	66	1.8779e-06
