Z	A	M
6	12	0.00069234
6	13	4.1571e-11
7	13	2.4962e-12
7	14	2.1948e-09
7	15	1.5862e-11
7	16	1.9623e-25
8	15	2.7671e-10
8	16	0.075956
8	17	5.3434e-10
8	18	1.3307e-13
8	19	1.4434e-20
9	17	5.2594e-18
9	18	2.4859e-11
9	19	2.3951e-12
9	20	7.9547e-17
10	19	2.5423e-13
10	20	0.00059944
10	21	2.4963e-08
10	22	1.1696e-05
10	23	3.2514e-15
11	21	2.3318e-12
11	22	2.4618e-09
11	23	2.8022e-06
11	24	1.7172e-10
12	23	1.282e-07
12	24	0.0010669
12	25	3.929e-06
12	26	6.2189e-06
12	27	1.9699e-10
13	25	1.0068e-12
13	26	9.2149e-07
13	27	9.0486e-05
13	28	1.963e-08
14	27	1.0873e-07
14	28	0.1896
14	29	0.00017823
14	30	0.00021117
14	31	2.75e-09
14	32	1.6188e-11
14	33	8.8695e-18
15	30	1.1065e-06
15	31	0.00010851
15	32	5.3517e-08
15	33	4.5486e-08
15	34	6.7404e-13
16	31	1.1175e-07
16	32	0.11488
16	33	0.00014344
16	34	0.00075973
16	35	4.7599e-08
16	36	1.4193e-08
16	37	4.6297e-15
17	35	5.9246e-05
17	36	2.2806e-07
17	37	1.9479e-07
17	38	2.2413e-12
18	35	2.2332e-08
18	36	0.023323
18	37	1.7311e-05
18	38	0.00048644
18	39	2.6537e-09
18	40	3.9997e-10
18	41	1.3136e-13
19	39	5.8927e-05
19	40	1.7109e-08
19	41	1.2664e-09
19	42	2.0182e-12
19	43	6.2488e-14
19	44	2.3848e-15
20	39	1.3832e-10
20	40	0.022289
20	41	4.5842e-06
20	42	1.946e-05
20	43	3.9422e-08
20	44	1.9195e-08
20	45	3.4381e-11
20	46	8.5041e-12
20	47	1.1407e-14
20	48	3.1815e-17
20	49	7.4264e-22
21	43	1.5268e-07
21	44	5.495e-09
21	45	2.3401e-08
21	46	4.2006e-10
21	47	2.2741e-11
21	48	2.2427e-13
21	49	2.1372e-15
21	50	7.4883e-19
21	51	5.3872e-21
22	43	5.6448e-14
22	44	2.0229e-05
22	45	2.2211e-07
22	46	7.5877e-06
22	47	1.0951e-07
22	48	6.8745e-08
22	49	8.9513e-10
22	50	1.8663e-10
22	51	7.6703e-15
22	52	2.8115e-17
22	53	3.1991e-22
22	54	6.4874e-24
23	47	1.7806e-07
23	48	5.6405e-08
23	49	1.0921e-07
23	50	1.6785e-09
23	51	4.2242e-09
23	52	2.2988e-12
23	53	2.3934e-14
23	54	4.7278e-19
23	55	1.1968e-19
23	56	1.2662e-26
24	47	3.2745e-14
24	48	0.00043935
24	49	2.1318e-05
24	50	0.00011231
24	51	5.7065e-07
24	52	2.0446e-06
24	53	7.153e-10
24	54	6.8903e-11
24	55	4.0105e-13
24	56	1.9391e-12
24	57	1.5996e-15
24	58	1.9362e-13
25	51	5.0576e-05
25	52	2.2372e-06
25	53	9.5986e-06
25	54	8.1978e-09
25	55	2.6013e-09
25	56	8.1724e-12
26	51	1.0385e-17
26	52	0.0096131
26	53	0.00059892
26	54	0.012164
26	55	1.42e-05
26	56	2.9304e-05
26	57	8.303e-09
26	58	6.7783e-08
26	59	1.9189e-08
26	60	4.045e-07
26	61	1.0479e-09
26	62	2.4136e-08
27	54	9.6274e-20
27	55	0.0029822
27	56	1.217e-05
27	57	2.548e-06
27	58	9.6883e-09
27	59	1.5746e-07
27	60	2.3242e-07
27	61	4.9318e-07
27	62	7.8614e-08
28	54	5.3965e-29
28	55	5.0924e-22
28	56	0.51843
28	57	0.0073612
28	58	0.00584
28	59	1.511e-05
28	60	3.9038e-05
28	61	8.0531e-07
28	62	2.1265e-05
29	58	1.3875e-07
29	59	0.00020418
29	60	0.00012992
29	61	1.1719e-05
29	62	1.1715e-07
29	63	1.3707e-06
29	64	2.8341e-07
29	65	6.4449e-07
29	66	1.0551e-08
30	59	1.268e-24
30	60	0.006405
30	61	0.00017559
30	62	0.00094919
30	63	2.1227e-07
30	64	3.57e-06
30	65	4.6456e-07
30	66	2.0966e-05
