Z	A	M
6	12	0.094877
6	13	4.7406e-09
7	13	1.6952e-07
7	14	2.7123e-06
7	15	1.5178e-07
7	16	1.145e-21
8	15	2.7953e-06
8	16	0.32097
8	17	1.6191e-08
8	18	5.8072e-12
8	19	6.5789e-22
9	17	1.1771e-13
9	18	3.3031e-09
9	19	7.2456e-09
9	20	2.0346e-17
10	19	1.611e-08
10	20	0.0027927
10	21	1.0718e-07
10	22	5.0876e-09
10	23	2.8025e-16
11	21	1.9668e-07
11	22	8.929e-08
11	23	1.1484e-05
11	24	1.6632e-11
12	23	4.3304e-06
12	24	0.0063806
12	25	1.6423e-07
12	26	4.0464e-07
12	27	3.9269e-13
13	25	5.2465e-08
13	26	4.3115e-07
13	27	1.5042e-05
13	28	1.4071e-11
14	27	1.9525e-06
14	28	0.14539
14	29	3.1119e-05
14	30	9.5533e-07
14	31	7.8628e-14
14	32	1.1896e-17
14	33	6.7754e-24
15	30	1.3922e-05
15	31	5.9307e-05
15	32	8.1981e-12
15	33	6.8087e-12
15	34	1.7179e-19
16	31	5.7042e-06
16	32	0.09565
16	33	2.8781e-05
16	34	2.9786e-09
16	35	1.8243e-13
16	36	2.6374e-15
16	37	6.2722e-22
17	35	1.9072e-06
17	36	3.8296e-11
17	37	4.2548e-11
17	38	4.7303e-19
18	35	6.8454e-08
18	36	0.022101
18	37	2.4304e-06
18	38	2.2837e-10
18	39	2.181e-15
18	40	5.2017e-17
18	41	3.9295e-23
19	39	3.9335e-07
19	40	3.2099e-13
19	41	2.7794e-14
19	42	1.4853e-20
19	43	1.0669e-24
19	44	1.908e-28
20	39	3.7189e-10
20	40	0.024141
20	41	2.0412e-07
20	42	2.6198e-11
20	43	1.8944e-14
20	44	3.8641e-16
20	45	3.1196e-20
20	46	1.2745e-24
20	47	4.0545e-29
20	48	4.3476e-28
20	49	3.9195e-29
21	43	2.7327e-11
21	44	7.808e-13
21	45	2.2971e-11
21	46	5.7826e-19
21	47	1.9356e-22
21	48	8.1626e-28
21	49	2.0707e-28
21	50	3.9995e-29
21	51	4.0795e-29
22	43	3.135e-17
22	44	1.619e-05
22	45	5.0049e-08
22	46	6.2741e-12
22	47	1.1297e-12
22	48	1.5695e-12
22	49	2.8979e-16
22	50	1.2631e-23
22	51	8.8139e-29
22	52	5.369e-28
22	53	4.2394e-29
22	54	4.3123e-29
23	47	3.9271e-10
23	48	2.1734e-08
23	49	1.4808e-08
23	50	3.4844e-18
23	51	5.1753e-18
23	52	7.387e-25
23	53	1.1331e-27
23	54	9.951e-29
23	55	6.7362e-27
23	56	4.4794e-29
24	47	1.8043e-15
24	48	0.00034817
24	49	6.2984e-06
24	50	2.2204e-10
24	51	2.3033e-11
24	52	7.5495e-12
24	53	1.1719e-16
24	54	9.5832e-23
24	55	1.7255e-26
24	56	1.9814e-27
24	57	4.56e-29
24	58	4.6407e-29
25	51	1.0961e-08
25	52	8.3625e-07
25	53	1.6349e-07
25	54	5.2693e-17
25	55	4.6693e-17
25	56	1.3284e-24
26	51	1.218e-17
26	52	0.0050146
26	53	1.3644e-05
26	54	8.0883e-06
26	55	4.2686e-09
26	56	2.3098e-12
26	57	4.7601e-16
26	58	3.6913e-20
26	59	4.0291e-26
26	60	1.1923e-27
26	61	4.8794e-29
26	62	4.9594e-29
27	54	2.3045e-17
27	55	5.7447e-05
27	56	9.5546e-07
27	57	8.4202e-09
27	58	1.2758e-15
27	59	8.0899e-16
27	60	9.4566e-22
27	61	2.2355e-25
27	62	7.5604e-29
28	54	4.3116e-29
28	55	9.5312e-19
28	56	0.081701
28	57	0.00022935
28	58	4.4655e-06
28	59	4.859e-08
28	60	1.1302e-10
28	61	3.4888e-14
28	62	2.6462e-16
29	58	4.3892e-08
29	59	7.1868e-07
29	60	3.9194e-08
29	61	2.2648e-10
29	62	5.6497e-14
29	63	4.5833e-14
29	64	3.7349e-22
29	65	6.3639e-22
29	66	9.234e-29
30	59	1.1064e-22
30	60	2.1153e-06
30	61	3.5711e-09
30	62	1.2569e-09
30	63	3.9779e-11
30	64	6.8935e-12
30	65	4.1216e-14
30	66	8.6695e-18
