6	12	0.000548
6	13	1.3e-11
7	14	2.15e-09
7	15	7.59e-07
8	16	0.0346
8	17	6.65e-12
8	18	1.87e-13
9	19	4.2e-12
10	20	0.000163
10	21	2.36e-10
10	22	2.5e-09
11	23	8.44e-08
12	24	0.0025
12	25	3.86e-09
12	26	6.55e-09
13	26	7.32e-08
13	27	6.94e-06
14	28	0.172
14	29	3.42e-05
14	30	3.7e-05
15	31	5.32e-05
16	32	0.114
16	33	1.56e-05
16	34	1.11e-05
16	36	1.8e-10
17	35	1.2e-05
17	37	2.43e-06
18	36	0.0264
18	38	1.25e-06
18	40	2.28e-11
19	39	3.83e-06
19	40	3.36e-12
19	41	5.21e-11
20	40	0.0255
20	42	2.7e-08
20	43	3.56e-07
20	44	3.75e-06
20	46	3.37e-09
20	48	4.89e-10
21	45	8.52e-08
22	46	2.1e-06
22	47	1.12e-06
22	48	0.00056
22	49	6.7e-06
22	50	0.000519
23	50	6.14e-08
23	51	0.000239
24	50	0.0002
24	52	0.0179
24	53	0.000496
24	54	0.0048
25	55	0.014
26	54	0.0999
26	56	0.757
26	57	0.0171
26	58	0.0143
26	60	7.82e-07
27	59	0.000314
28	58	0.0482
28	60	0.0147
28	61	0.00024
28	62	0.00422
28	64	2.5e-05
29	63	8.62e-07
29	65	1.82e-06
30	64	0.000151
30	66	2.3e-06
30	67	2.22e-08
30	68	1.85e-06
30	70	3.76e-12
