Z	A	M
6	12	0.0035659
6	13	9.2771e-08
7	13	3.6593e-13
7	14	6.905e-07
7	15	5.0365e-10
7	16	2.2729e-19
8	15	9.8249e-10
8	16	0.14216
8	17	2.9541e-07
8	18	4.7001e-10
8	19	3.2772e-14
9	17	9.9425e-21
9	18	6.6744e-10
9	19	9.6036e-11
9	20	1.2695e-12
10	19	2.417e-12
10	20	0.0033899
10	21	5.9916e-07
10	22	5.2051e-05
10	23	3.4399e-08
11	21	2.5499e-11
11	22	1.2298e-08
11	23	2.3796e-05
11	24	3.4328e-07
12	23	6.1718e-07
12	24	0.0049796
12	25	3.9196e-05
12	26	5.8707e-05
12	27	7.8178e-08
13	25	1.2102e-12
13	26	5.7272e-06
13	27	0.00050301
13	28	2.5163e-07
14	27	3.4391e-07
14	28	0.31922
14	29	0.00078855
14	30	0.0013887
14	31	2.8906e-08
14	32	4.6368e-10
14	33	3.0468e-14
15	30	4.4458e-06
15	31	0.00048417
15	32	3.2866e-07
15	33	2.9532e-07
15	34	2.1079e-11
16	31	6.447e-08
16	32	0.15776
16	33	0.00048788
16	34	0.0035712
16	35	2.8317e-07
16	36	1.2272e-07
16	37	1.5367e-13
17	35	0.00018327
17	36	1.1158e-06
17	37	1.0078e-06
17	38	2.3342e-11
18	35	6.8878e-09
18	36	0.026088
18	37	4.0162e-05
18	38	0.0018879
18	39	1.0661e-08
18	40	3.2198e-09
18	41	1.3548e-12
19	39	0.00012918
19	40	7.2109e-08
19	41	5.8393e-09
19	42	1.7496e-11
19	43	6.0312e-13
19	44	2.6876e-14
20	39	4.0699e-11
20	40	0.021272
20	41	7.9163e-06
20	42	5.7781e-05
20	43	1.2845e-07
20	44	1.3785e-07
20	45	2.4737e-10
20	46	9.8416e-11
20	47	1.4461e-13
20	48	5.0826e-16
20	49	9.929e-21
21	43	4.6675e-09
21	44	1.2759e-08
21	45	1.0278e-07
21	46	3.1533e-09
21	47	2.1819e-10
21	48	2.8202e-12
21	49	3.1077e-14
21	50	9.2781e-18
21	51	7.071e-20
22	43	2.148e-18
22	44	1.1391e-05
22	45	2.5464e-07
22	46	2.2688e-05
22	47	4.7218e-07
22	48	4.0887e-07
22	49	5.116e-09
22	50	1.6526e-09
22	51	3.9016e-14
22	52	2.0776e-16
22	53	3.3651e-21
22	54	2.8302e-22
23	47	1.9096e-07
23	48	8.7497e-08
23	49	2.6359e-07
23	50	9.4694e-09
23	51	2.2384e-08
23	52	8.152e-12
23	53	1.4878e-13
23	54	3.4203e-18
23	55	2.2609e-18
23	56	1.1325e-24
24	47	2.5062e-16
24	48	0.00027739
24	49	2.1557e-05
24	50	0.00031458
24	51	2.6053e-06
24	52	2.8264e-05
24	53	5.9485e-09
24	54	4.0563e-10
24	55	1.3222e-11
24	56	3.3505e-11
24	57	7.3921e-13
24	58	5.9486e-12
25	51	5.9085e-05
25	52	1.9142e-06
25	53	2.4013e-05
25	54	7.3551e-08
25	55	2.5138e-08
25	56	6.3402e-11
26	51	2.8593e-18
26	52	0.0053874
26	53	0.0005186
26	54	0.025363
26	55	8.9707e-05
26	56	0.00024242
26	57	3.1314e-07
26	58	1.0912e-06
26	59	9.2572e-07
26	60	6.2905e-06
26	61	3.7379e-07
26	62	1.1938e-06
27	54	2.3814e-19
27	55	0.0026971
27	56	1.0572e-05
27	57	1.1351e-05
27	58	4.0744e-08
27	59	9.7305e-07
27	60	2.195e-06
27	61	4.727e-06
27	62	1.3733e-06
28	54	4.586e-29
28	55	9.1423e-24
28	56	0.12279
28	57	0.0013837
28	58	0.0019539
28	59	3.2977e-06
28	60	0.00015094
28	61	6.2107e-06
28	62	0.00012384
29	58	3.5284e-13
29	59	2.2349e-09
29	60	3.0544e-10
29	61	9.0438e-09
29	62	7.2602e-08
29	63	7.8813e-06
29	64	1.843e-06
29	65	5.6236e-06
29	66	7.1548e-08
30	59	7.2597e-28
30	60	2.6257e-10
30	61	1.9438e-11
30	62	9.182e-10
30	63	7.1965e-10
30	64	1.5923e-05
30	65	2.1411e-06
30	66	8.4825e-05
