Z	A	M
6	12	0.000789
6	13	5.4578e-12
7	13	1.7492e-11
7	14	3.5893e-10
7	15	4.5716e-11
7	16	5.9816e-27
8	15	8.2063e-10
8	16	0.049619
8	17	4.7021e-11
8	18	3.1918e-15
8	19	9.3391e-24
9	17	5.6443e-17
9	18	2.498e-12
9	19	5.4873e-13
9	20	3.0115e-19
10	19	9.3023e-13
10	20	0.00049911
10	21	3.2919e-09
10	22	4.6126e-06
10	23	1.4894e-17
11	21	5.4676e-12
11	22	1.9515e-09
11	23	1.464e-06
11	24	6.2042e-12
12	23	3.3594e-07
12	24	0.0012752
12	25	7.9487e-07
12	26	1.4331e-06
12	27	3.2797e-12
13	25	8.1937e-12
13	26	8.1017e-07
13	27	4.5978e-05
13	28	1.7518e-09
14	27	1.0383e-07
14	28	0.15526
14	29	8.9479e-05
14	30	4.5901e-05
14	31	1.0702e-10
14	32	3.1915e-13
14	33	2.2678e-21
15	30	1.4124e-06
15	31	4.945e-05
15	32	9.0907e-09
15	33	5.5662e-09
15	34	7.272e-15
16	31	2.1085e-07
16	32	0.10651
16	33	9.0206e-05
16	34	0.00028694
16	35	4.2951e-09
16	36	5.4956e-10
16	37	2.8965e-18
17	35	3.0989e-05
17	36	5.6969e-08
17	37	4.0012e-08
17	38	2.9843e-14
18	35	4.3701e-08
18	36	0.025099
18	37	1.1697e-05
18	38	0.00020262
18	39	4.3627e-10
18	40	2.0168e-11
18	41	1.622e-16
19	39	3.2512e-05
19	40	3.9208e-09
19	41	2.8584e-10
19	42	5.0546e-14
19	43	5.9093e-16
19	44	5.7911e-20
20	39	2.7397e-10
20	40	0.027408
20	41	2.9729e-06
20	42	6.6938e-06
20	43	7.4689e-09
20	44	1.632e-09
20	45	7.1094e-13
20	46	3.844e-14
20	47	8.6066e-18
20	48	7.0824e-21
20	49	5.5974e-26
21	43	1.9617e-07
21	44	1.8629e-09
21	45	4.4797e-09
21	46	1.2922e-11
21	47	4.8299e-13
21	48	5.8279e-16
21	49	3.0913e-18
21	50	9.2935e-23
21	51	5.5063e-26
22	43	9.8685e-14
22	44	2.9883e-05
22	45	1.9997e-07
22	46	2.8542e-06
22	47	2.3684e-08
22	48	6.7713e-09
22	49	2.5204e-11
22	50	2.2187e-12
22	51	2.3916e-17
22	52	1.3844e-20
22	53	4.0634e-25
22	54	1.5279e-28
23	47	1.3702e-07
23	48	3.9398e-08
23	49	5.6759e-08
23	50	8.7379e-11
23	51	3.4348e-10
23	52	6.3972e-14
23	53	8.5141e-17
23	54	1.1668e-21
23	55	8.5464e-21
23	56	6.3944e-29
24	47	6.0104e-14
24	48	0.00054046
24	49	1.8504e-05
24	50	4.1902e-05
24	51	1.9746e-07
24	52	4.3665e-07
24	53	1.3047e-10
24	54	4.9266e-12
24	55	3.9994e-16
24	56	1.1718e-15
24	57	5.7944e-18
24	58	2.3809e-14
25	51	3.3573e-05
25	52	2.1116e-06
25	53	6.5432e-06
25	54	2.1243e-09
25	55	8.0525e-10
25	56	7.3834e-14
26	51	1.7789e-17
26	52	0.010756
26	53	0.00048295
26	54	0.0051511
26	55	4.0309e-06
26	56	9.0005e-06
26	57	2.6978e-09
26	58	8.0842e-09
26	59	2.8891e-10
26	60	9.857e-10
26	61	3.2191e-13
26	62	9.1621e-12
27	54	8.5248e-20
27	55	0.0020011
27	56	9.0494e-06
27	57	9.7078e-07
27	58	3.9832e-09
27	59	4.2067e-08
27	60	1.1925e-08
27	61	9.8983e-09
27	62	4.478e-10
28	54	5.3977e-29
28	55	6.0242e-22
28	56	0.58826
28	57	0.0074267
28	58	0.0023191
28	59	1.1267e-05
28	60	1.5032e-05
28	61	1.9204e-07
28	62	3.4195e-06
29	58	3.5347e-07
29	59	0.00015704
29	60	0.00017656
29	61	1.401e-05
29	62	8.0305e-08
29	63	3.267e-07
29	64	3.1626e-08
29	65	3.2503e-08
29	66	5.8038e-10
30	59	6.5433e-24
30	60	0.0088696
30	61	0.00021025
30	62	0.00063349
30	63	1.4265e-07
30	64	2.4647e-06
30	65	2.6259e-07
30	66	5.9744e-06
