6 12	1.58e-02
6 13	8.22e-09
7 14	3.57e-08
7 15	7.45e-09
8 16	1.51e-02
8 17	1.40e-10
8 18	1.34e-10
9 19	2.08e-10
10 20	5.71e-04
10 21	4.52e-09
10 22	1.32e-08
11 23	2.21e-06
12 24	5.95e-04
12 25	4.91e-07
12 26	8.72e-07
13 27	4.48e-06
14 28	1.82e-03
14 29	2.20e-05
14 30	1.25e-05
15 31	2.31e-05
16 32	5.87e-03
16 33	2.58e-05
16 34	9.82e-05
16 36	2.85e-11
17 35	3.35e-04
17 37	1.50e-06
18 36	4.11e-03
18 38	2.80e-05
18 40	1.51e-10
19 39	1.12e-03
19 41	4.36e-06
20 40	2.70e-02
20 42	8.67e-06
20 43	7.62e-05
20 44	1.06e-02
20 46	3.30e-19
20 48	0.00e+00
21 45	5.79e-06
22 46	1.82e-06
22 47	3.47e-04
22 48	1.75e-02
22 49	1.65e-04
22 50	7.43e-17
23 50	1.80e-11
23 51	1.34e-03
24 50	6.42e-05
24 52	9.44e-03
24 53	4.87e-04
24 54	2.20e-10
25 55	1.46e-03
26 54	2.58e-04
26 56	2.83e-03
26 57	4.95e-04
26 58	4.22e-10
27 59	5.13e-05
28 58	2.26e-04
28 60	3.27e-05
28 61	2.58e-05
28 62	2.71e-05
28 64	5.63e-13
29 63	1.28e-06
29 65	1.95e-06
30 64	1.69e-06
30 66	2.24e-06
30 67	7.86e-07
30 68	8.72e-07
30 70	1.03e-16
