6 12	2.37e-02
6 13	1.65e-08
7 14	3.60e-07
7 15	3.49e-07
8 16	1.33e-01
8 17	2.17e-09
8 18	1.68e-09
9 19	1.08e-09
10 20	7.27e-03
10 21	3.70e-08
10 22	5.23e-08
11 23	3.59e-05
12 24	4.02e-02
12 25	1.26e-06
12 26	1.94e-06
13 27	1.61e-04
14 28	1.59e-01
14 29	1.12e-04
14 30	4.76e-05
15 31	9.35e-05
16 32	5.97e-02
16 33	6.09e-05
16 34	9.97e-05
16 36	3.05e-11
17 35	3.41e-04
17 37	2.61e-06
18 36	1.25e-02
18 38	2.79e-05
18 40	1.51e-10
19 39	1.13e-03
19 41	4.45e-06
20 40	3.31e-02
20 42	8.46e-06
20 43	7.51e-05
20 44	1.06e-02
20 46	3.37e-19
20 48	0.00e+00
21 45	5.79e-06
22 46	1.79e-06
22 47	3.46e-04
22 48	1.76e-02
22 49	1.65e-04
22 50	7.43e-17
23 50	1.78e-11
23 51	1.34e-03
24 50	6.41e-05
24 52	1.04e-02
24 53	4.97e-04
24 54	2.21e-10
25 55	1.47e-03
26 54	2.61e-04
26 56	2.22e-02
26 57	5.65e-04
26 58	4.24e-10
27 59	5.70e-05
28 58	2.40e-04
28 60	5.45e-05
28 61	2.59e-05
28 62	2.72e-05
28 64	5.65e-13
29 63	1.49e-06
29 65	1.95e-06
30 64	2.14e-06
30 66	2.25e-06
30 67	7.86e-07
30 68	8.72e-07
30 70	1.03e-16
