6	12	0.00132
6	13	3.79e-12
7	14	3.34e-10
7	15	9.8e-10
8	16	0.0538
8	17	4.27e-11
8	18	1.47e-12
9	19	1.46e-12
10	20	0.000548
10	21	4.73e-09
10	22	2.59e-05
11	23	1.49e-06
12	24	0.00234
12	25	2.13e-06
12	26	2.75e-06
13	26	1.6e-06
13	27	0.000112
14	28	0.216
14	29	0.000178
14	30	0.000185
15	31	9.91e-05
16	32	0.125
16	33	0.000163
16	34	0.000759
16	36	6.81e-09
17	35	6.34e-05
17	37	2.5e-05
18	36	0.0249
18	38	0.000571
18	40	1.21e-10
19	39	7.41e-05
19	40	1e-08
19	41	1.33e-09
20	40	0.0221
20	42	1.88e-05
20	43	1.77e-06
20	44	3.75e-06
20	46	1.4e-12
20	48	8.55e-19
21	45	3.8e-07
22	46	1.5e-05
22	47	4.7e-06
22	48	0.00051
22	49	2.53e-05
22	50	6.21e-11
23	50	8e-10
23	51	5.83e-05
24	50	0.000177
24	52	0.00655
24	53	2.79e-09
24	54	5.27e-08
25	55	0.00458
26	54	0.0418
26	56	0.751
26	57	0.0188
26	58	1.57e-07
26	60	3.3e-18
27	59	8.69e-08
28	58	0.0314
28	60	0.012
28	61	0.000348
28	62	0.00125
28	64	1.7e-12
29	63	1.59e-06
29	65	3.29e-06
30	64	4.52e-05
30	66	2.25e-05
30	67	1.58e-08
30	68	1.59e-07
30	70	9.98e-16
