Z	A	M
6	12	0.0027619
6	13	1.3861e-09
7	13	1.3932e-07
7	14	3.5695e-08
7	15	1.4658e-07
7	16	1.4589e-24
8	15	2.6853e-06
8	16	0.16417
8	17	6.6069e-10
8	18	5.7051e-14
8	19	1.5274e-23
9	17	3.1811e-11
9	18	5.751e-11
9	19	1.3419e-10
9	20	1.8822e-19
10	19	3.0235e-10
10	20	0.0036872
10	21	9.382e-09
10	22	2.0591e-10
10	23	9.3663e-18
11	21	9.2579e-09
11	22	1.102e-08
11	23	4.4387e-06
11	24	1.1e-12
12	23	3.7553e-06
12	24	0.0099565
12	25	5.2618e-07
12	26	3.5161e-07
12	27	1.0154e-13
13	25	2.4709e-07
13	26	1.5693e-06
13	27	4.4211e-05
13	28	6.1217e-11
14	27	5.6118e-06
14	28	0.19193
14	29	3.6062e-05
14	30	2.2457e-06
14	31	4.0456e-13
14	32	3.8241e-17
14	33	1.596e-24
15	30	1.9546e-05
15	31	8.6692e-05
15	32	2.2374e-11
15	33	1.4843e-11
15	34	5.4325e-18
16	31	8.2606e-06
16	32	0.13435
16	33	4.6031e-05
16	34	1.128e-08
16	35	1.6568e-12
16	36	3.473e-14
16	37	1.0368e-21
17	35	3.3762e-06
17	36	1.2542e-10
17	37	7.3386e-11
17	38	1.8268e-17
18	35	1.1432e-07
18	36	0.034313
18	37	5.288e-06
18	38	8.3735e-10
18	39	2.5382e-14
18	40	6.3072e-16
18	41	2.8582e-21
19	39	8.543e-07
19	40	1.6458e-12
19	41	6.0534e-14
19	42	1.9465e-19
19	43	6.6782e-23
19	44	4.6097e-27
20	39	7.3325e-10
20	40	0.042076
20	41	7.6985e-07
20	42	1.2481e-10
20	43	1.3327e-13
20	44	1.5543e-15
20	45	2.5155e-19
20	46	2.7503e-21
20	47	1.8177e-25
20	48	5.3837e-28
20	49	4.4094e-29
21	43	7.9736e-11
21	44	1.4078e-12
21	45	5.9503e-11
21	46	8.9359e-18
21	47	1.6909e-20
21	48	7.5357e-24
21	49	5.3869e-27
21	50	4.4994e-29
21	51	4.5894e-29
22	43	4.3777e-17
22	44	3.4836e-05
22	45	1.2236e-07
22	46	2.5103e-11
22	47	3.777e-12
22	48	2.2391e-12
22	49	3.9132e-16
22	50	1.3195e-20
22	51	1.27e-24
22	52	8.0371e-28
22	53	4.7694e-29
22	54	4.8606e-29
23	47	1.3078e-09
23	48	3.7493e-08
23	49	3.3548e-08
23	50	2.0726e-17
23	51	4.5306e-17
23	52	5.2938e-21
23	53	1.2013e-24
23	54	1.7085e-28
23	55	8.2352e-27
23	56	5.0448e-29
24	47	5.3758e-15
24	48	0.00080792
24	49	1.4301e-05
24	50	1.7863e-09
24	51	1.6127e-10
24	52	1.7038e-11
24	53	6.2304e-16
24	54	8.7156e-21
24	55	1.0289e-24
24	56	2.4675e-27
24	57	5.1319e-29
24	58	5.2193e-29
25	51	7.5126e-08
25	52	2.2932e-06
25	53	8.9028e-07
25	54	2.8933e-16
25	55	1.6105e-16
25	56	7.8842e-23
26	51	5.1329e-17
26	52	0.014008
26	53	7.4265e-05
26	54	2.3806e-05
26	55	1.1301e-08
26	56	8.0236e-12
26	57	1.6596e-15
26	58	3.6559e-19
26	59	7.4573e-25
26	60	1.6475e-27
26	61	5.4893e-29
26	62	5.5792e-29
27	54	2.927e-17
27	55	0.00014852
27	56	3.4066e-06
27	57	2.7939e-08
27	58	1.8095e-14
27	59	7.3514e-15
27	60	4.1854e-21
27	61	5.3661e-25
27	62	1.0233e-28
28	54	4.8564e-29
28	55	2.0953e-18
28	56	0.30045
28	57	0.00076257
28	58	1.34e-05
28	59	1.8298e-07
28	60	1.606e-10
28	61	4.5229e-14
28	62	3.3919e-17
29	58	2.9782e-07
29	59	2.5299e-06
29	60	7.1417e-08
29	61	2.2749e-10
29	62	7.6738e-15
29	63	9.426e-16
29	64	7.5943e-22
29	65	2.54e-23
29	66	1.2374e-28
30	59	1.324e-22
30	60	3.0812e-06
30	61	3.2882e-09
30	62	9.998e-11
30	63	6.8564e-13
30	64	4.1598e-15
30	65	9.9045e-18
30	66	7.485e-20
