6 12	1.88e-02
6 13	6.62e-08
7 14	1.49e-05
7 15	2.04e-08
8 16	1.13e-01
8 17	1.98e-06
8 18	2.54e-08
9 19	2.45e-10
10 20	6.83e-03
10 21	1.64e-06
10 22	6.73e-04
11 23	1.16e-04
12 24	1.96e-02
12 25	1.68e-04
12 26	2.46e-04
13 27	1.00e-03
14 28	2.52e-01
14 29	1.08e-03
14 30	2.71e-03
15 31	5.39e-04
16 32	1.02e-01
16 33	2.36e-04
16 34	2.82e-03
16 36	2.63e-07
17 35	1.29e-04
17 37	2.15e-05
18 36	1.69e-02
18 38	1.21e-03
18 40	8.37e-09
19 39	6.58e-05
19 41	3.58e-06
20 40	1.49e-02
20 42	2.45e-05
20 43	2.91e-08
20 44	9.28e-06
20 46	2.58e-11
20 48	9.40e-16
21 45	1.34e-07
22 46	1.32e-05
22 47	4.58e-07
22 48	3.09e-04
22 49	2.31e-05
22 50	1.91e-10
23 50	1.30e-09
23 51	7.91e-05
24 50	3.31e-04
24 52	7.29e-03
24 53	7.40e-04
24 54	1.25e-07
25 55	4.91e-03
26 54	2.96e-02
26 56	7.43e-01
26 57	1.84e-02
26 58	7.04e-08
27 59	3.45e-04
28 58	3.74e-02
28 60	1.50e-03
28 61	6.47e-05
28 62	5.24e-04
28 64	1.10e-13
29 63	3.08e-07
29 65	5.85e-08
30 64	9.31e-07
30 66	1.44e-06
30 67	7.72e-10
30 68	4.70e-10
30 70	4.81e-24

