Z	A	M
6	12	0.0021037
6	13	5.9451e-09
7	13	5.1386e-13
7	14	2.3369e-07
7	15	3.1743e-10
7	16	3.1544e-19
8	15	3.0629e-09
8	16	0.10261
8	17	7.0415e-08
8	18	1.3978e-10
8	19	4.3831e-15
9	17	3.7504e-20
9	18	2.7597e-10
9	19	2.1754e-11
9	20	1.094e-13
10	19	9.0218e-12
10	20	0.0018642
10	21	9.6569e-08
10	22	6.7076e-06
10	23	4.6318e-10
11	21	3.5773e-11
11	22	6.5586e-09
11	23	6.255e-06
11	24	2.3515e-08
12	23	1.1624e-06
12	24	0.0047117
12	25	4.4187e-06
12	26	6.4095e-06
12	27	5.927e-09
13	25	2.5152e-12
13	26	2.9602e-06
13	27	0.00016531
13	28	1.1296e-08
14	27	3.8086e-07
14	28	0.23263
14	29	0.00023527
14	30	0.00013811
14	31	4.5245e-10
14	32	2.333e-12
14	33	4.8835e-16
15	30	3.9161e-06
15	31	0.00011078
15	32	2.3896e-08
15	33	1.707e-08
15	34	5.3502e-14
16	31	2.1977e-07
16	32	0.14909
16	33	0.00019036
16	34	0.00055744
16	35	9.6272e-09
16	36	1.9093e-09
16	37	1.1471e-15
17	35	4.9619e-05
17	36	1.2927e-07
17	37	9.9122e-08
17	38	1.1792e-13
18	35	3.7295e-08
18	36	0.033565
18	37	1.8749e-05
18	38	0.00032245
18	39	7.181e-10
18	40	4.8294e-11
18	41	2.1566e-15
19	39	4.5687e-05
19	40	6.2519e-09
19	41	5.6704e-10
19	42	1.1564e-13
19	43	2.0278e-15
19	44	3.0998e-17
20	39	2.3124e-10
20	40	0.035829
20	41	4.2817e-06
20	42	9.9605e-06
20	43	1.2698e-08
20	44	3.7536e-09
20	45	1.6073e-12
20	46	1.096e-13
20	47	1.8976e-17
20	48	2.5339e-20
20	49	4.5122e-24
21	43	2.4174e-09
21	44	2.8012e-09
21	45	7.8072e-09
21	46	3.0456e-11
21	47	1.1129e-12
21	48	1.604e-15
21	49	8.9979e-18
21	50	1.2009e-21
21	51	6.0092e-24
22	43	1.3182e-17
22	44	2.5364e-05
22	45	2.5097e-07
22	46	4.1024e-06
22	47	3.6385e-08
22	48	1.2356e-08
22	49	5.3876e-11
22	50	5.3936e-12
22	51	2.2848e-17
22	52	1.0519e-20
22	53	6.4888e-24
22	54	1.0339e-24
23	47	1.0313e-07
23	48	5.9641e-08
23	49	6.97e-08
23	50	1.5906e-10
23	51	6.7423e-10
23	52	8.9211e-14
23	53	1.1648e-16
23	54	4.4147e-20
23	55	4.4356e-20
23	56	2.4593e-27
24	47	1.6824e-15
24	48	0.00060231
24	49	2.1409e-05
24	50	5.5042e-05
24	51	2.6304e-07
24	52	6.4151e-07
24	53	2.0489e-10
24	54	1.1904e-11
24	55	8.899e-13
24	56	6.3583e-13
24	57	8.3475e-15
24	58	1.2931e-13
25	51	3.8938e-05
25	52	2.4878e-06
25	53	7.476e-06
25	54	3.0016e-09
25	55	1.3388e-09
25	56	3.2031e-12
26	51	1.9746e-17
26	52	0.0123
26	53	0.00054954
26	54	0.0066995
26	55	5.9167e-06
26	56	1.4825e-05
26	57	3.9749e-08
26	58	1.7437e-07
26	59	1.2185e-07
26	60	2.3263e-07
26	61	7.6197e-09
26	62	1.1665e-08
27	54	3.1863e-19
27	55	0.0023114
27	56	7.6341e-06
27	57	1.0712e-06
27	58	1.2761e-08
27	59	2.6931e-07
27	60	1.7289e-07
27	61	1.1212e-07
27	62	4.5776e-08
28	54	4.8521e-29
28	55	4.0783e-23
28	56	0.31051
28	57	0.0016273
28	58	0.00070107
28	59	9.7368e-07
28	60	3.4255e-05
28	61	7.2982e-07
28	62	9.0596e-06
29	58	3.5519e-12
29	59	4.6088e-09
29	60	1.4333e-09
29	61	2.462e-08
29	62	9.2182e-08
29	63	1.0263e-06
29	64	8.5408e-08
29	65	8.5878e-08
29	66	9.3113e-10
30	59	7.9751e-28
30	60	4.6757e-08
30	61	9.1137e-10
30	62	1.1453e-08
30	63	9.92e-09
30	64	8.0465e-06
30	65	7.4213e-07
30	66	1.187e-05
