6	12	0.0121
6	13	6.57e-08
7	14	1.33e-05
7	15	1.71e-08
8	16	0.196
8	17	1.74e-06
8	18	1.98e-08
9	19	2.13e-10
10	20	0.0115
10	21	1.68e-06
10	22	0.000234
11	23	0.000138
12	24	0.0332
12	25	0.000214
12	26	0.000327
13	27	0.00164
14	28	0.328
14	29	0.00208
14	30	0.00476
15	31	0.00108
16	32	0.11
16	33	0.000523
16	34	0.00622
16	36	5.42e-07
17	35	0.000289
17	37	4.66e-05
18	36	0.015
18	38	0.00269
18	40	1.04e-08
19	39	0.000142
19	41	7.81e-06
20	40	0.0107
20	42	5.71e-05
20	43	8.61e-08
20	44	6.45e-06
20	46	8.6e-11
20	48	5.21e-15
21	45	2.2e-07
22	46	2.72e-05
22	47	7.66e-07
22	48	0.00018
22	49	1.72e-05
22	50	4.58e-08
23	50	6.16e-09
23	51	8.19e-05
24	50	0.000448
24	52	0.00562
24	53	0.00106
24	54	4.94e-06
25	55	0.0131
26	54	0.113
26	56	0.436
26	57	0.0153
26	58	2.83e-05
27	59	0.000528
28	58	0.0729
28	60	0.00467
28	61	1.69e-05
28	62	0.000131
28	64	5.97e-09
29	63	2.1e-07
29	65	2.58e-08
30	64	5.45e-07
30	66	5.97e-07
30	67	3.91e-10
30	68	2.58e-10
30	70	1.76e-16
