6 12	6.71e-03
6 13	4.78e-10
7 14	8.64e-08
7 15	5.35e-07
8 16	1.75e-01
8 17	1.16e-09
8 18	6.65e-10
9 19	1.80e-10
10 20	5.92e-03
10 21	8.65e-09
10 22	1.62e-08
11 23	3.44e-05
12 24	5.72e-02
12 25	7.64e-07
12 26	1.03e-06
13 27	1.89e-04
14 28	3.62e-01
14 29	1.36e-04
14 30	5.16e-05
15 31	1.13e-04
16 32	1.57e-01
16 33	5.68e-05
16 34	2.33e-06
16 36	2.56e-12
17 35	6.26e-06
17 37	1.91e-06
18 36	2.74e-02
18 38	1.45e-07
18 40	1.76e-13
19 39	1.10e-06
19 41	2.10e-07
20 40	2.25e-02
20 42	3.16e-09
20 43	1.15e-08
20 44	1.03e-05
20 46	1.32e-20
20 48	0.00e+00
21 45	1.20e-08
22 46	7.36e-10
22 47	1.54e-08
22 48	2.53e-04
22 49	5.67e-07
22 50	7.44e-20
23 50	2.71e-17
23 51	2.97e-06
24 50	2.50e-07
24 52	4.06e-03
24 53	5.77e-05
24 54	3.24e-16
25 55	2.79e-05
26 54	1.43e-05
26 56	6.95e-02
26 57	2.03e-04
26 58	1.23e-14
27 59	2.46e-07
28 58	2.59e-05
28 60	3.13e-07
28 61	5.81e-10
28 62	5.32e-12
28 64	4.36e-26
29 63	2.29e-15
29 65	3.20e-17
30 64	1.75e-15
30 66	1.75e-18
30 67	5.77e-22
30 68	2.08e-23
30 70	0.00e+00

