Z	A	M
6	12	0.0021055
6	13	4.6033e-09
7	13	4.5914e-07
7	14	1.2861e-08
7	15	9.6788e-08
7	16	4.0541e-24
8	15	1.7722e-06
8	16	0.096964
8	17	2.6477e-10
8	18	2.8127e-14
8	19	6.4883e-24
9	17	8.5182e-11
9	18	2.8447e-11
9	19	9.126e-11
9	20	7.7407e-20
10	19	2.0682e-10
10	20	0.0019025
10	21	2.124e-08
10	22	6.1819e-11
10	23	2.5488e-18
11	21	6.2126e-08
11	22	4.8447e-09
11	23	2.862e-06
11	24	4.3211e-13
12	23	2.6424e-06
12	24	0.0069657
12	25	1.0324e-06
12	26	2.0404e-07
12	27	4.244e-14
13	25	7.2922e-07
13	26	1.0132e-06
13	27	3.0639e-05
13	28	3.6773e-11
14	27	4.2599e-06
14	28	0.20476
14	29	2.2926e-05
14	30	1.5437e-06
14	31	2.3766e-13
14	32	2.2275e-17
14	33	7.9623e-25
15	30	1.3522e-05
15	31	6.8997e-05
15	32	1.5126e-11
15	33	1.207e-11
15	34	4.3919e-18
16	31	6.6926e-06
16	32	0.14273
16	33	3.9108e-05
16	34	9.4225e-09
16	35	1.7898e-12
16	36	3.7651e-14
16	37	1.0992e-21
17	35	3.0802e-06
17	36	1.2373e-10
17	37	6.7084e-11
17	38	2.4236e-17
18	35	1.043e-07
18	36	0.036811
18	37	5.585e-06
18	38	8.7672e-10
18	39	4.0794e-14
18	40	9.7753e-16
18	41	4.0659e-21
19	39	8.0942e-07
19	40	2.1073e-12
19	41	4.8608e-14
19	42	4.0167e-19
19	43	1.2238e-22
19	44	5.4836e-27
20	39	6.8258e-10
20	40	0.046017
20	41	9.1881e-07
20	42	1.6759e-10
20	43	2.3781e-13
20	44	2.0479e-15
20	45	4.3674e-19
20	46	3.9633e-21
20	47	1.79e-25
20	48	3.8148e-28
20	49	4.4092e-29
21	43	9.0014e-11
21	44	1.0297e-12
21	45	8.255e-11
21	46	1.861e-17
21	47	3.257e-20
21	48	9.8941e-24
21	49	9.6242e-27
21	50	4.5018e-29
21	51	4.5891e-29
22	43	4.2375e-17
22	44	3.9788e-05
22	45	1.7545e-07
22	46	1.6319e-11
22	47	3.5239e-12
22	48	1.5307e-12
22	49	3.0764e-16
22	50	2.9262e-20
22	51	2.1696e-24
22	52	6.5303e-28
22	53	4.7691e-29
22	54	4.8598e-29
23	47	1.2212e-09
23	48	2.8852e-08
23	49	3.6946e-08
23	50	4.2239e-17
23	51	5.607e-17
23	52	1.9322e-20
23	53	3.718e-24
23	54	2.9653e-28
23	55	5.5221e-27
23	56	5.0428e-29
24	47	5.0627e-15
24	48	0.00082416
24	49	1.5865e-05
24	50	1.1711e-09
24	51	1.2455e-10
24	52	1.4108e-11
24	53	3.8876e-16
24	54	5.6502e-20
24	55	6.9626e-24
24	56	2.5615e-27
24	57	5.1345e-29
24	58	5.2191e-29
25	51	5.8767e-08
25	52	2.2295e-06
25	53	7.1206e-07
25	54	2.5319e-16
25	55	1.2859e-16
25	56	1.241e-21
26	51	5.0241e-17
26	52	0.014558
26	53	5.9628e-05
26	54	2.5321e-05
26	55	1.3182e-08
26	56	7.2098e-12
26	57	1.4383e-15
26	58	3.6667e-19
26	59	2.8521e-23
26	60	7.5309e-27
26	61	5.4891e-29
26	62	5.579e-29
27	54	3.3056e-17
27	55	0.00017911
27	56	3.1928e-06
27	57	3.142e-08
27	58	2.1717e-14
27	59	6.7185e-15
27	60	1.8322e-21
27	61	3.6602e-25
27	62	1.5177e-28
28	54	4.8571e-29
28	55	2.5834e-18
28	56	0.3447
28	57	0.00092578
28	58	1.8299e-05
28	59	4.5917e-07
28	60	3.7569e-10
28	61	7.768e-14
28	62	1.505e-16
29	58	4.6318e-07
29	59	6.3413e-06
29	60	1.7393e-07
29	61	4.0953e-10
29	62	3.6485e-14
29	63	1.9068e-14
29	64	1.3976e-21
29	65	2.6793e-22
29	66	1.5749e-26
30	59	3.364e-22
30	60	7.4143e-06
30	61	5.9651e-09
30	62	6.6712e-10
30	63	1.6027e-11
30	64	8.0606e-13
30	65	3.6006e-15
30	66	3.2715e-18
