Z	A	M
6	12	0.00018881
6	13	9.8274e-09
7	13	9.1662e-07
7	14	6.8584e-10
7	15	1.2272e-08
7	16	9.1837e-27
8	15	2.2036e-07
8	16	0.017902
8	17	4.3625e-11
8	18	6.1034e-17
8	19	2.5514e-28
9	17	4.4911e-10
9	18	6.2552e-14
9	19	1.7131e-12
9	20	5.5084e-23
10	19	3.893e-12
10	20	0.00010293
10	21	1.8479e-08
10	22	4.0249e-13
10	23	3.266e-21
11	21	5.7589e-08
11	22	2.1602e-10
11	23	1.7484e-07
11	24	6.8883e-15
12	23	1.777e-07
12	24	0.00047192
12	25	1.405e-06
12	26	7.658e-09
12	27	6.2562e-16
13	25	1.0538e-06
13	26	6.4174e-08
13	27	2.1957e-06
13	28	1.3696e-12
14	27	3.4445e-07
14	28	0.078936
14	29	1.3378e-06
14	30	1.1025e-07
14	31	8.281e-15
14	32	1.3267e-18
14	33	4.7345e-27
15	30	1.1894e-06
15	31	1.6847e-05
15	32	1.1808e-12
15	33	1.5695e-12
15	34	3.491e-19
16	31	1.655e-06
16	32	0.061447
16	33	7.1707e-06
16	34	6.7563e-09
16	35	2.1396e-13
16	36	7.1271e-15
16	37	2.8065e-23
17	35	1.9528e-06
17	36	1.9706e-11
17	37	1.3251e-11
17	38	3.7847e-18
18	35	6.6076e-08
18	36	0.016696
18	37	1.704e-06
18	38	3.125e-09
18	39	1.3063e-14
18	40	8.015e-16
18	41	5.7839e-22
19	39	6.2189e-07
19	40	6.6695e-13
19	41	1.8471e-14
19	42	1.399e-19
19	43	3.2142e-23
19	44	5.6145e-28
20	39	4.4441e-10
20	40	0.020812
20	41	4.2416e-07
20	42	2.0548e-09
20	43	7.1712e-11
20	44	5.1418e-16
20	45	1.313e-19
20	46	3.149e-22
20	47	2.7007e-27
20	48	7.7617e-29
20	49	5.3877e-29
21	43	1.8404e-07
21	44	4.332e-13
21	45	4.6178e-11
21	46	5.6384e-18
21	47	6.8942e-21
21	48	5.2729e-25
21	49	2.4501e-27
21	50	5.4976e-29
21	51	5.6076e-29
22	43	1.4264e-13
22	44	3.7092e-05
22	45	9.4991e-08
22	46	1.8158e-11
22	47	5.8215e-11
22	48	7.2767e-14
22	49	5.3841e-17
22	50	3.2386e-21
22	51	5.0048e-26
22	52	9.1196e-29
22	53	5.8275e-29
22	54	5.9377e-29
23	47	2.0548e-08
23	48	6.392e-09
23	49	2.397e-08
23	50	1.7542e-17
23	51	1.8699e-17
23	52	2.6154e-21
23	53	1.1991e-25
23	54	9.3434e-29
23	55	4.6659e-28
23	56	6.1581e-29
24	47	9.1213e-14
24	48	0.0005017
24	49	1.0193e-05
24	50	2.47e-10
24	51	9.2855e-11
24	52	2.8275e-12
24	53	6.5835e-18
24	54	1.5482e-20
24	55	5.0704e-25
24	56	5.2891e-28
24	57	1.6452e-28
24	58	6.3773e-29
25	51	4.3845e-08
25	52	1.4298e-06
25	53	6.7252e-09
25	54	6.8888e-17
25	55	3.0881e-16
25	56	1.3687e-21
26	51	2.855e-17
26	52	0.0088201
26	53	5.3677e-07
26	54	1.3444e-06
26	55	1.3598e-08
26	56	5.8482e-12
26	57	2.1818e-14
26	58	5.2091e-19
26	59	4.9996e-23
26	60	5.5257e-27
26	61	6.7072e-29
26	62	6.8171e-29
27	54	3.4684e-20
27	55	0.00016551
27	56	6.9178e-06
27	57	2.8904e-07
27	58	1.3654e-14
27	59	1.3467e-13
27	60	5.3946e-21
27	61	3.9589e-23
27	62	2.993e-28
28	54	5.9372e-29
28	55	1.5045e-18
28	56	0.8513
28	57	0.0078781
28	58	0.0016969
28	59	8.9116e-05
28	60	9.329e-07
28	61	3.591e-09
28	62	1.0112e-10
29	58	0.0002373
29	59	0.0012777
29	60	0.00046889
29	61	1.7986e-05
29	62	2.0577e-08
29	63	4.3928e-09
29	64	3.0217e-18
29	65	2.9128e-16
29	66	1.1814e-24
30	59	1.5332e-18
30	60	0.019036
30	61	0.00026599
30	62	0.00019175
30	63	3.2947e-06
30	64	5.8684e-07
30	65	4.8903e-09
30	66	7.6732e-13
