Z	A	M
6	12	0.0036566
6	13	2.7113e-09
7	13	2.7675e-07
7	14	1.7549e-08
7	15	1.3417e-07
7	16	2.9624e-24
8	15	2.4719e-06
8	16	0.13438
8	17	3.7313e-10
8	18	3.885e-14
8	19	5.3879e-24
9	17	3.8511e-11
9	18	4.02e-11
9	19	1.9255e-10
9	20	1.4486e-19
10	19	4.3965e-10
10	20	0.0036576
10	21	1.839e-08
10	22	1.2245e-10
10	23	4.4939e-18
11	21	4.571e-08
11	22	9.2829e-09
11	23	5.2926e-06
11	24	8.9603e-13
12	23	4.7956e-06
12	24	0.012076
12	25	8.2131e-07
12	26	3.9888e-07
12	27	8.6253e-14
13	25	4.7541e-07
13	26	1.935e-06
13	27	5.5688e-05
13	28	7.2264e-11
14	27	7.3863e-06
14	28	0.23795
14	29	3.8145e-05
14	30	2.7634e-06
14	31	4.6895e-13
14	32	4.083e-17
14	33	1.6606e-24
15	30	2.1625e-05
15	31	9.6367e-05
15	32	2.7057e-11
15	33	1.8674e-11
15	34	7.1579e-18
16	31	9.2913e-06
16	32	0.15805
16	33	5.5894e-05
16	34	1.6675e-08
16	35	2.8796e-12
16	36	5.7864e-14
16	37	1.9012e-21
17	35	3.2465e-06
17	36	1.8804e-10
17	37	9.3187e-11
17	38	3.442e-17
18	35	1.0769e-07
18	36	0.039758
18	37	6.8077e-06
18	38	1.256e-09
18	39	5.3774e-14
18	40	1.3042e-15
18	41	5.7667e-21
19	39	7.918e-07
19	40	2.7982e-12
19	41	5.6416e-14
19	42	4.7286e-19
19	43	1.532e-22
19	44	7.7503e-27
20	39	6.8144e-10
20	40	0.049007
20	41	9.6619e-07
20	42	2.4977e-10
20	43	3.0215e-13
20	44	2.6939e-15
20	45	5.4578e-19
20	46	5.6265e-21
20	47	2.8253e-25
20	48	5.6198e-28
20	49	4.1639e-29
21	43	8.8018e-11
21	44	1.2239e-12
21	45	8.3172e-11
21	46	2.312e-17
21	47	4.0342e-20
21	48	1.3669e-23
21	49	1.0501e-26
21	50	4.2489e-29
21	51	4.3339e-29
22	43	3.9326e-17
22	44	4.0243e-05
22	45	1.7829e-07
22	46	1.9069e-11
22	47	2.6165e-12
22	48	1.6334e-12
22	49	3.2553e-16
22	50	3.4346e-20
22	51	2.7369e-24
22	52	9.3881e-28
22	53	4.5039e-29
22	54	4.5891e-29
23	47	9.067e-10
23	48	2.8428e-08
23	49	3.4002e-08
23	50	4.511e-17
23	51	4.3377e-17
23	52	1.9646e-20
23	53	4.056e-24
23	54	3.3423e-28
23	55	8.567e-27
23	56	4.7609e-29
24	47	4.0769e-15
24	48	0.00073812
24	49	1.4683e-05
24	50	5.9065e-10
24	51	6.1362e-11
24	52	1.1091e-11
24	53	2.3316e-16
24	54	4.8845e-20
24	55	6.2327e-24
24	56	3.2094e-27
24	57	4.8474e-29
24	58	4.9289e-29
25	51	2.9346e-08
25	52	1.6051e-06
25	53	4.3409e-07
25	54	1.6967e-16
25	55	6.3177e-17
25	56	7.63e-22
26	51	3.2768e-17
26	52	0.010535
26	53	3.6496e-05
26	54	1.781e-05
26	55	9.1353e-09
26	56	4.6552e-12
26	57	7.4127e-16
26	58	3.0994e-19
26	59	1.3477e-23
26	60	4.7414e-27
26	61	5.1837e-29
26	62	5.2687e-29
27	54	3.0886e-17
27	55	0.0001269
27	56	1.8261e-06
27	57	1.7466e-08
27	58	2.076e-14
27	59	6.8288e-15
27	60	1.7554e-21
27	61	2.8388e-25
27	62	1.1543e-28
28	54	4.5868e-29
28	55	1.9622e-18
28	56	0.19887
28	57	0.00052759
28	58	1.516e-05
28	59	3.5206e-07
28	60	3.1054e-10
28	61	8.1944e-14
28	62	5.6036e-17
29	58	3.041e-07
29	59	4.9968e-06
29	60	1.2938e-07
29	61	4.5724e-10
29	62	1.3167e-14
29	63	3.0579e-15
29	64	5.1703e-22
29	65	5.7888e-23
29	66	3.1683e-27
30	59	1.6491e-22
30	60	6.219e-06
30	61	6.6847e-09
30	62	2.8349e-10
30	63	2.4075e-12
30	64	2.1543e-15
30	65	5.7005e-18
30	66	7.0688e-19
