Z	A	M
6	12	0.00069601
6	13	1.7284e-11
7	13	8.1477e-12
7	14	1.2675e-09
7	15	3.7418e-11
7	16	2.4974e-26
8	15	6.6953e-10
8	16	0.075187
8	17	2.1871e-10
8	18	2.2365e-14
8	19	5.0294e-22
9	17	2.3743e-17
9	18	1.1018e-11
9	19	9.5779e-13
9	20	5.6994e-18
10	19	6.6084e-13
10	20	0.00063112
10	21	9.6666e-09
10	22	5.8478e-06
10	23	2.7499e-16
11	21	4.048e-12
11	22	2.4543e-09
11	23	1.9754e-06
11	24	2.9994e-11
12	23	2.2523e-07
12	24	0.0015586
12	25	1.8623e-06
12	26	2.8868e-06
12	27	2.1889e-11
13	25	3.7016e-12
13	26	9.8778e-07
13	27	7.5763e-05
13	28	5.5842e-09
14	27	1.6691e-07
14	28	0.18634
14	29	0.00013704
14	30	8.9896e-05
14	31	4.6361e-10
14	32	1.8907e-12
14	33	1.0502e-19
15	30	1.3629e-06
15	31	6.5611e-05
15	32	1.9982e-08
15	33	1.5726e-08
15	34	4.0969e-14
16	31	1.7875e-07
16	32	0.11625
16	33	0.00011073
16	34	0.0003344
16	35	1.1028e-08
16	36	2.3356e-09
16	37	1.1305e-16
17	35	3.5244e-05
17	36	1.0144e-07
17	37	8.0122e-08
17	38	1.2101e-13
18	35	3.4585e-08
18	36	0.024479
18	37	1.3047e-05
18	38	0.00021493
18	39	8.2701e-10
18	40	5.9386e-11
18	41	2.5517e-15
19	39	3.6169e-05
19	40	6.3115e-09
19	41	5.2109e-10
19	42	1.8461e-13
19	43	3.0166e-15
19	44	6.6407e-18
20	39	2.1552e-10
20	40	0.024085
20	41	3.479e-06
20	42	8.1814e-06
20	43	1.4135e-08
20	44	4.0337e-09
20	45	3.2008e-12
20	46	3.3215e-13
20	47	1.2877e-16
20	48	2.0405e-19
20	49	4.5926e-24
21	43	1.285e-07
21	44	2.8387e-09
21	45	7.6815e-09
21	46	5.026e-11
21	47	1.9997e-12
21	48	5.7622e-15
21	49	4.2712e-17
21	50	8.3966e-21
21	51	4.5166e-23
22	43	6.4653e-14
22	44	2.2202e-05
22	45	1.7996e-07
22	46	3.1964e-06
22	47	3.3328e-08
22	48	1.4264e-08
22	49	1.139e-10
22	50	1.2377e-11
22	51	1.913e-16
22	52	1.9695e-19
22	53	2.5529e-24
22	54	1.1001e-25
23	47	1.1793e-07
23	48	4.5444e-08
23	49	5.9218e-08
23	50	2.6069e-10
23	51	9.3467e-10
23	52	2.8641e-13
23	53	8.3383e-16
23	54	1.1256e-20
23	55	1.6218e-20
23	56	7.4337e-27
24	47	4.0078e-14
24	48	0.00048097
24	49	1.6745e-05
24	50	5.0365e-05
24	51	2.2257e-07
24	52	4.1364e-07
24	53	1.8479e-10
24	54	1.3807e-11
24	55	5.8363e-14
24	56	1.4009e-13
24	57	5.0901e-17
24	58	3.8896e-14
25	51	3.3504e-05
25	52	2.1878e-06
25	53	6.3583e-06
25	54	2.186e-09
25	55	7.9593e-10
25	56	1.8577e-12
26	51	1.7915e-17
26	52	0.010351
26	53	0.00046332
26	54	0.0057318
26	55	4.7749e-06
26	56	9.1436e-06
26	57	5.1062e-09
26	58	4.3637e-08
26	59	9.4101e-09
26	60	6.6602e-08
26	61	6.9689e-11
26	62	1.8033e-09
27	54	8.869e-20
27	55	0.001995
27	56	9.81e-06
27	57	1.0686e-06
27	58	6.8213e-09
27	59	1.1642e-07
27	60	9.2941e-08
27	61	1.0401e-07
27	62	1.3738e-08
28	54	5.3965e-29
28	55	5.5459e-22
28	56	0.53062
28	57	0.006095
28	58	0.0021407
28	59	9.1566e-06
28	60	2.1818e-05
28	61	4.3957e-07
28	62	7.1026e-06
29	58	2.4138e-07
29	59	0.00012474
29	60	0.00013743
29	61	1.0498e-05
29	62	7.3729e-08
29	63	6.6447e-07
29	64	8.5678e-08
29	65	1.0821e-07
29	66	1.509e-09
30	59	4.4236e-24
30	60	0.0067852
30	61	0.00015769
30	62	0.00048727
30	63	1.0541e-07
30	64	3.4391e-06
30	65	3.795e-07
30	66	9.6571e-06
