Z	A	M
6	12	0.081138
6	13	5.0511e-07
7	13	5.4227e-10
7	14	7.4584e-05
7	15	4.8267e-08
7	16	1.3445e-16
8	15	1.1124e-07
8	16	0.30784
8	17	4.4152e-05
8	18	5.0925e-08
8	19	1.0662e-12
9	17	6.963e-19
9	18	2.6082e-07
9	19	2.0022e-09
9	20	4.0815e-12
10	19	3.2422e-10
10	20	0.0062661
10	21	6.7923e-06
10	22	0.00096706
10	23	1.99e-07
11	21	3.188e-09
11	22	5.449e-08
11	23	0.00029842
11	24	2.2899e-06
12	23	1.434e-06
12	24	0.005277
12	25	0.00029927
12	26	0.00012777
12	27	2.0467e-07
13	25	4.3429e-11
13	26	8.6951e-06
13	27	0.00026092
13	28	3.9873e-07
14	27	3.233e-07
14	28	0.17377
14	29	0.0003228
14	30	0.00020834
14	31	3.8319e-09
14	32	5.6193e-11
14	33	3.6415e-14
15	30	4.3365e-06
15	31	0.00012086
15	32	4.5411e-08
15	33	3.933e-08
15	34	1.3514e-12
16	31	1.8316e-07
16	32	0.11083
16	33	0.00014793
16	34	0.00037128
16	35	1.9871e-08
16	36	6.0355e-09
16	37	2.8447e-15
17	35	3.2263e-05
17	36	1.6319e-07
17	37	1.5046e-07
17	38	5.7167e-14
18	35	2.1078e-08
18	36	0.02382
18	37	9.5795e-06
18	38	0.0001324
18	39	1.0072e-09
18	40	9.6228e-11
18	41	3.0241e-16
19	39	1.9381e-05
19	40	6.3536e-09
19	41	6.7944e-10
19	42	2.8363e-13
19	43	4.8953e-15
19	44	8.5932e-19
20	39	1.1086e-10
20	40	0.023944
20	41	2.1463e-06
20	42	5.375e-06
20	43	1.785e-08
20	44	5.365e-09
20	45	4.7928e-12
20	46	6.8331e-13
20	47	1.9755e-16
20	48	4.0389e-19
20	49	3.8134e-27
21	43	7.4954e-10
21	44	2.6214e-09
21	45	7.6713e-09
21	46	7.5288e-11
21	47	2.9964e-12
21	48	1.2065e-14
21	49	8.0265e-17
21	50	1.2449e-23
21	51	4.6124e-28
22	43	2.0562e-17
22	44	1.4602e-05
22	45	1.1619e-07
22	46	1.5413e-06
22	47	2.4935e-08
22	48	1.3704e-08
22	49	1.538e-10
22	50	1.6504e-11
22	51	3.7409e-17
22	52	8.903e-21
22	53	5.314e-25
22	54	1.0903e-26
23	47	6.161e-08
23	48	3.8689e-08
23	49	4.3562e-08
23	50	2.872e-10
23	51	9.338e-10
23	52	1.6322e-13
23	53	3.341e-16
23	54	5.1406e-21
23	55	2.6537e-21
23	56	1.2008e-26
24	47	3.6717e-16
24	48	0.00026137
24	49	1.1935e-05
24	50	3.3662e-05
24	51	1.1088e-07
24	52	8.5257e-08
24	53	1.2495e-10
24	54	3.8371e-11
24	55	6.4705e-12
24	56	1.4922e-12
24	57	1.0923e-13
24	58	2.0146e-14
25	51	1.9464e-05
25	52	8.261e-07
25	53	2.7744e-06
25	54	7.1359e-10
25	55	3.9896e-10
25	56	9.2919e-12
26	51	2.2007e-18
26	52	0.0033579
26	53	0.00021257
26	54	0.0036911
26	55	1.8119e-06
26	56	0.00012003
26	57	1.0851e-05
26	58	1.0456e-05
26	59	4.1371e-06
26	60	2.0526e-06
26	61	1.8271e-07
26	62	3.4446e-08
27	54	1.1524e-19
27	55	0.00083283
27	56	2.2946e-06
27	57	9.3238e-07
27	58	1.5747e-07
27	59	1.8456e-06
27	60	4.8048e-07
27	61	1.2684e-07
27	62	2.2509e-08
28	54	4.3093e-29
28	55	3.4891e-24
28	56	0.054124
28	57	0.00043354
28	58	0.00031475
28	59	2.5402e-06
28	60	4.1571e-05
28	61	8.1423e-07
28	62	1.3295e-05
29	58	1.2576e-11
29	59	3.0699e-09
29	60	2.6942e-09
29	61	1.4017e-08
29	62	5.5266e-08
29	63	5.5438e-07
29	64	1.3374e-08
29	65	4.8833e-08
29	66	7.88e-12
30	59	3.6124e-27
30	60	1.2283e-07
30	61	2.8592e-09
30	62	1.442e-08
30	63	4.617e-09
30	64	4.4356e-06
30	65	1.2039e-07
30	66	7.54e-06
