Z	A	M
6	12	0.0060237
6	13	2.0252e-09
7	13	2.0392e-07
7	14	1.525e-07
7	15	1.5151e-07
7	16	5.8513e-24
8	15	2.7862e-06
8	16	0.21096
8	17	3.0031e-09
8	18	3.0233e-13
8	19	7.7519e-23
9	17	3.3285e-11
9	18	3.0357e-10
9	19	7.764e-10
9	20	1.2324e-18
10	19	1.7535e-09
10	20	0.0096552
10	21	2.3773e-08
10	22	8.9498e-10
10	23	4.4726e-17
11	21	7.9228e-09
11	22	3.6686e-08
11	23	1.0855e-05
11	24	4.2621e-12
12	23	8.3981e-06
12	24	0.018639
12	25	1.0207e-06
12	26	1.0102e-06
12	27	3.7116e-13
13	25	3.084e-07
13	26	4.1089e-06
13	27	0.00010663
13	28	1.6975e-10
14	27	1.3694e-05
14	28	0.2733
14	29	5.7298e-05
14	30	4.6996e-06
14	31	1.1482e-12
14	32	1.0014e-16
14	33	7.3602e-24
15	30	2.941e-05
15	31	0.00010828
15	32	4.8328e-11
15	33	2.6653e-11
15	34	1.132e-17
16	31	1.0187e-05
16	32	0.16203
16	33	5.6527e-05
16	34	2.4455e-08
16	35	3.3106e-12
16	36	6.5208e-14
16	37	3.302e-21
17	35	2.6965e-06
17	36	1.9985e-10
17	37	1.0298e-10
17	38	3.0959e-17
18	35	8.6613e-08
18	36	0.033494
18	37	4.4329e-06
18	38	1.1712e-09
18	39	3.9293e-14
18	40	9.7196e-16
18	41	4.9506e-21
19	39	5.225e-07
19	40	2.0766e-12
19	41	4.8061e-14
19	42	2.769e-19
19	43	1.0213e-22
19	44	9.3957e-27
20	39	4.4648e-10
20	40	0.03233
20	41	4.0751e-07
20	42	1.9402e-10
20	43	1.7161e-13
20	44	1.8853e-15
20	45	3.7287e-19
20	46	5.2302e-21
20	47	4.4188e-25
20	48	7.603e-28
20	49	4.1642e-29
21	43	4.6314e-11
21	44	1.0761e-12
21	45	2.591e-11
21	46	1.298e-17
21	47	2.548e-20
21	48	1.4359e-23
21	49	7.5491e-27
21	50	4.2492e-29
21	51	4.3342e-29
22	43	2.0116e-17
22	44	1.8984e-05
22	45	5.2954e-08
22	46	1.6093e-11
22	47	1.3421e-12
22	48	1.4875e-12
22	49	2.8217e-16
22	50	1.5103e-20
22	51	1.5613e-24
22	52	1.0943e-27
22	53	4.5041e-29
22	54	4.5899e-29
23	47	4.6273e-10
23	48	2.2852e-08
23	49	1.7938e-08
23	50	1.718e-17
23	51	1.3368e-17
23	52	3.8874e-21
23	53	9.4037e-25
23	54	1.6639e-28
23	55	1.1581e-26
23	56	4.7623e-29
24	47	2.0998e-15
24	48	0.00040531
24	49	7.665e-06
24	50	3.5181e-10
24	51	3.2791e-11
24	52	8.0272e-12
24	53	2.4146e-16
24	54	4.1027e-21
24	55	4.7144e-25
24	56	3.1521e-27
24	57	4.8459e-29
24	58	4.9297e-29
25	51	1.5561e-08
25	52	9.5613e-07
25	53	3.5929e-07
25	54	1.0485e-16
25	55	4.9429e-17
25	56	2.1989e-23
26	51	1.6462e-17
26	52	0.0057773
26	53	3.0083e-05
26	54	1.274e-05
26	55	5.0448e-09
26	56	3.3949e-12
26	57	5.8136e-16
26	58	2.5006e-19
26	59	1.8457e-25
26	60	2.1173e-27
26	61	5.184e-29
26	62	5.269e-29
27	54	2.351e-17
27	55	6.8511e-05
27	56	1.152e-06
27	57	9.7602e-09
27	58	1.9449e-14
27	59	7.2173e-15
27	60	2.0668e-21
27	61	3.6368e-25
27	62	9.2509e-29
28	54	4.5855e-29
28	55	1.174e-18
28	56	0.096374
28	57	0.00026807
28	58	1.2813e-05
28	59	2.362e-07
28	60	1.7358e-10
28	61	3.4037e-14
28	62	3.0381e-17
29	58	9.1386e-08
29	59	3.3881e-06
29	60	6.8174e-08
29	61	2.004e-10
29	62	6.3031e-15
29	63	9.8167e-16
29	64	3.8563e-22
29	65	1.082e-23
29	66	7.6165e-29
30	59	4.2576e-23
30	60	3.3422e-06
30	61	2.9808e-09
30	62	1.1855e-10
30	63	7.6686e-13
30	64	1.8522e-15
30	65	1.3235e-18
30	66	2.7303e-20
