Z	A	M
6	12	0.00077396
6	13	6.4335e-09
7	13	6.2508e-07
7	14	2.4498e-09
7	15	3.8755e-08
7	16	6.0237e-27
8	15	7.0028e-07
8	16	0.044246
8	17	6.5814e-11
8	18	8.5782e-16
8	19	1.4785e-26
9	17	5.9352e-10
9	18	8.8807e-13
9	19	7.7608e-12
9	20	1.6007e-21
10	19	1.7392e-11
10	20	0.00050046
10	21	4.1508e-09
10	22	5.9737e-12
10	23	9.2019e-20
11	21	1.1668e-08
11	22	9.6997e-10
11	23	7.0654e-07
11	24	6.8755e-14
12	23	6.4912e-07
12	24	0.0024848
12	25	1.8279e-06
12	26	4.8766e-08
12	27	6.9107e-15
13	25	1.4034e-06
13	26	2.8979e-07
13	27	1.125e-05
13	28	9.13e-12
14	27	1.9132e-06
14	28	0.17918
14	29	8.9779e-06
14	30	4.9851e-07
14	31	5.7421e-14
14	32	6.4827e-18
14	33	8.1424e-26
15	30	5.3115e-06
15	31	3.3075e-05
15	32	4.898e-12
15	33	5.1727e-12
15	34	1.6017e-18
16	31	3.2297e-06
16	32	0.1116
16	33	1.8271e-05
16	34	3.17e-09
16	35	7.0641e-13
16	36	1.6035e-14
16	37	2.8997e-22
17	35	2.0614e-06
17	36	5.3044e-11
17	37	3.5266e-11
17	38	1.197e-17
18	35	7.0722e-08
18	36	0.024263
18	37	2.8312e-06
18	38	4.3349e-10
18	39	2.3706e-14
18	40	5.4236e-16
18	41	1.9722e-21
19	39	5.3384e-07
19	40	1.1126e-12
19	41	3.2624e-14
19	42	2.9616e-19
19	43	7.5575e-23
19	44	2.5455e-27
20	39	4.3404e-10
20	40	0.024692
20	41	4.1227e-07
20	42	7.8003e-11
20	43	3.4437e-11
20	44	1.1043e-15
20	45	2.9249e-19
20	46	1.7222e-21
20	47	4.5201e-26
20	48	1.8546e-28
20	49	4.8989e-29
21	43	9.0541e-08
21	44	5.0109e-13
21	45	2.9263e-11
21	46	1.2433e-17
21	47	2.0392e-20
21	48	4.1763e-24
21	49	7.3964e-27
21	50	5.0041e-29
21	51	5.0988e-29
22	43	1.0306e-13
22	44	2.6809e-05
22	45	6.1183e-08
22	46	8.7188e-12
22	47	3.0594e-11
22	48	3.5952e-13
22	49	1.2612e-16
22	50	1.8053e-20
22	51	9.5278e-25
22	52	2.8194e-28
22	53	5.2988e-29
22	54	5.399e-29
23	47	1.111e-08
23	48	1.2675e-08
23	49	2.1836e-08
23	50	3.2403e-17
23	51	3.9875e-17
23	52	1.5486e-20
23	53	2.4363e-24
23	54	1.916e-28
23	55	2.2334e-27
23	56	5.6014e-29
24	47	7.0885e-14
24	48	0.00050966
24	49	9.3417e-06
24	50	3.1803e-10
24	51	8.4488e-11
24	52	5.4903e-12
24	53	2.4078e-17
24	54	5.6791e-20
24	55	6.4873e-24
24	56	1.6565e-27
24	57	1.2777e-28
24	58	5.7987e-29
25	51	4.0263e-08
25	52	1.5795e-06
25	53	1.0512e-07
25	54	1.2472e-16
25	55	1.7713e-16
25	56	1.9972e-21
26	51	3.5364e-17
26	52	0.010389
26	53	8.663e-06
26	54	1.1334e-05
26	55	1.3055e-08
26	56	4.3869e-12
26	57	4.3084e-15
26	58	4.8806e-19
26	59	6.1591e-23
26	60	1.2931e-26
26	61	6.1085e-29
26	62	6.1986e-29
27	54	2.8285e-18
27	55	0.00017198
27	56	3.6769e-06
27	57	1.1203e-07
27	58	1.0649e-14
27	59	1.1705e-13
27	60	2.9562e-21
27	61	3.4149e-24
27	62	2.5242e-28
28	54	5.3978e-29
28	55	2.0071e-18
28	56	0.58042
28	57	0.0036702
28	58	0.00091913
28	59	5.0339e-05
28	60	4.1405e-07
28	61	1.116e-09
28	62	2.0005e-11
29	58	0.00013596
29	59	0.00076387
29	60	0.00017679
29	61	6.7288e-06
29	62	3.8435e-09
29	63	2.4255e-09
29	64	1.0546e-18
29	65	4.8276e-17
29	66	2.2635e-25
30	59	1.9999e-18
30	60	0.0091031
30	61	0.00010328
30	62	6.226e-05
30	63	1.9785e-06
30	64	2.6229e-07
30	65	2.1948e-09
30	66	2.8013e-13
