Z	A	M
6	12	0.0026987
6	13	1.1167e-08
7	13	1.6507e-13
7	14	3.8131e-07
7	15	4.0001e-10
7	16	7.2548e-20
8	15	1.5489e-09
8	16	0.16861
8	17	1.5411e-07
8	18	3.033e-10
8	19	8.2827e-15
9	17	4.0645e-20
9	18	8.2173e-10
9	19	7.771e-11
9	20	4.9838e-13
10	19	2.3434e-12
10	20	0.0032551
10	21	4.7058e-07
10	22	3.4923e-05
10	23	2.4155e-09
11	21	1.7381e-11
11	22	1.3874e-08
11	23	1.7436e-05
11	24	1.0039e-07
12	23	6.537e-07
12	24	0.0041947
12	25	2.7534e-05
12	26	4.0048e-05
12	27	6.2241e-08
13	25	7.834e-13
13	26	5.2468e-06
13	27	0.00038384
13	28	1.5499e-07
14	27	1.4949e-07
14	28	0.2212
14	29	0.00050939
14	30	0.00070728
14	31	1.2187e-08
14	32	1.4111e-10
14	33	1.3033e-14
15	30	3.918e-06
15	31	0.0002895
15	32	1.6579e-07
15	33	1.4891e-07
15	34	4.9025e-12
16	31	1.455e-07
16	32	0.14819
16	33	0.00029488
16	34	0.0012242
16	35	1.3286e-07
16	36	4.5642e-08
16	37	1.8149e-14
17	35	0.00010237
17	36	5.6896e-07
17	37	5.025e-07
17	38	5.5216e-12
18	35	2.2014e-08
18	36	0.033039
18	37	2.3592e-05
18	38	0.00060624
18	39	5.3299e-09
18	40	1.0834e-09
18	41	2.3622e-13
19	39	7.4764e-05
19	40	3.5979e-08
19	41	2.6727e-09
19	42	4.577e-12
19	43	1.2127e-13
19	44	3.8025e-15
20	39	1.3394e-10
20	40	0.034465
20	41	6.1913e-06
20	42	2.6739e-05
20	43	7.7556e-08
20	44	4.2761e-08
20	45	7.915e-11
20	46	2.2973e-11
20	47	2.2501e-14
20	48	5.7549e-17
20	49	5.5921e-22
21	43	3.75e-09
21	44	1.0159e-08
21	45	4.7219e-08
21	46	1.0644e-09
21	47	5.3695e-11
21	48	5.0776e-13
21	49	4.291e-15
21	50	5.8541e-19
21	51	4.2686e-21
22	43	7.4236e-18
22	44	2.3372e-05
22	45	3.2797e-07
22	46	9.3929e-06
22	47	1.531e-07
22	48	1.0839e-07
22	49	1.8085e-09
22	50	3.7497e-10
22	51	6.3777e-15
22	52	2e-17
22	53	3.443e-22
22	54	3.1619e-23
23	47	1.543e-07
23	48	8.3975e-08
23	49	1.4804e-07
23	50	3.1903e-09
23	51	6.3891e-09
23	52	2.4892e-12
23	53	2.5656e-14
23	54	5.4767e-19
23	55	6.2953e-19
23	56	2.0409e-24
24	47	8.877e-16
24	48	0.00052897
24	49	2.6275e-05
24	50	0.00011617
24	51	5.9207e-07
24	52	1.4265e-06
24	53	7.437e-10
24	54	1.1083e-10
24	55	8.1606e-12
24	56	1.5013e-11
24	57	2.9509e-13
24	58	1.5087e-12
25	51	5.6866e-05
25	52	2.4795e-06
25	53	9.6873e-06
25	54	6.5349e-09
25	55	2.1739e-09
25	56	3.726e-11
26	51	1.0337e-17
26	52	0.010449
26	53	0.00066095
26	54	0.013471
26	55	1.232e-05
26	56	2.8871e-05
26	57	7.0782e-08
26	58	7.231e-07
26	59	6.0991e-07
26	60	3.5699e-06
26	61	1.6789e-07
26	62	3.3831e-07
27	54	2.6999e-19
27	55	0.0031019
27	56	9.4144e-06
27	57	2.1973e-06
27	58	2.9136e-08
27	59	1.1203e-06
27	60	1.6596e-06
27	61	2.5915e-06
27	62	4.8519e-07
28	54	4.8544e-29
28	55	2.0406e-23
28	56	0.24794
28	57	0.001853
28	58	0.001303
28	59	1.4014e-06
28	60	7.1041e-05
28	61	4.8972e-06
28	62	6.5624e-05
29	58	7.7601e-13
29	59	2.9077e-09
29	60	2.7198e-10
29	61	1.1299e-08
29	62	8.6162e-08
29	63	5.7702e-06
29	64	1.0754e-06
29	65	2.3863e-06
29	66	2.1992e-08
30	59	7.4916e-28
30	60	5.3158e-10
30	61	2.5991e-11
30	62	9.9209e-10
30	63	1.1361e-09
30	64	1.3942e-05
30	65	1.7016e-06
30	66	4.6262e-05
