Z	A	M
6	12	0.00018977
6	13	2.3339e-12
7	13	1.0122e-11
7	14	7.1209e-11
7	15	6.9164e-12
7	16	2.216e-28
8	15	1.23e-10
8	16	0.020149
8	17	6.6016e-12
8	18	7.4476e-16
8	19	1.6761e-24
9	17	2.2165e-17
9	18	3.4993e-13
9	19	6.7381e-14
9	20	2.8234e-19
10	19	1.6839e-14
10	20	0.00010143
10	21	1.3061e-09
10	22	2.3e-06
10	23	1.2769e-17
11	21	2.3845e-13
11	22	4.7655e-10
11	23	4.6753e-07
11	24	4.8328e-12
12	23	5.5836e-08
12	24	0.00018011
12	25	3.1627e-07
12	26	7.2048e-07
12	27	3.9184e-12
13	25	3.0104e-12
13	26	1.8516e-07
13	27	1.2504e-05
13	28	1.3519e-09
14	27	1.4625e-08
14	28	0.091145
14	29	3.4144e-05
14	30	2.8195e-05
14	31	1.539e-10
14	32	5.2275e-13
14	33	2.4357e-21
15	30	4.7548e-07
15	31	2.9449e-05
15	32	6.7447e-09
15	33	4.5273e-09
15	34	2.8308e-14
16	31	1.3305e-07
16	32	0.064401
16	33	4.6134e-05
16	34	0.00024294
16	35	6.4841e-09
16	36	8.2065e-10
16	37	4.4853e-18
17	35	2.5426e-05
17	36	4.5418e-08
17	37	3.3899e-08
17	38	1.071e-13
18	35	3.1353e-08
18	36	0.015339
18	37	7.9248e-06
18	38	0.00020809
18	39	6.8677e-10
18	40	4.3607e-11
18	41	2.306e-15
19	39	2.9044e-05
19	40	5.066e-09
19	41	3.0712e-10
19	42	1.7799e-13
19	43	2.1732e-15
19	44	1.36e-18
20	39	1.8536e-10
20	40	0.016501
20	41	2.1848e-06
20	42	8.1334e-06
20	43	1.124e-08
20	44	3.1118e-09
20	45	4.1269e-12
20	46	5.0223e-13
20	47	4.0262e-16
20	48	4.6467e-19
20	49	7.5065e-25
21	43	4.1245e-07
21	44	2.362e-09
21	45	6.8941e-09
21	46	5.2986e-11
21	47	1.9154e-12
21	48	9.2973e-15
21	49	5.9088e-17
21	50	2.1275e-21
21	51	6.9862e-25
22	43	1.1213e-13
22	44	2.7609e-05
22	45	1.6811e-07
22	46	3.527e-06
22	47	4.1366e-08
22	48	1.4732e-08
22	49	1.2297e-10
22	50	1.4111e-11
22	51	1.9345e-15
22	52	3.6608e-18
22	53	4.2819e-23
22	54	5.6861e-27
23	47	2.1713e-07
23	48	2.728e-08
23	49	6.283e-08
23	50	3.0224e-10
23	51	8.7506e-10
23	52	1.0183e-12
23	53	5.1476e-15
23	54	1.5878e-19
23	55	1.36e-21
23	56	3.0048e-27
24	47	6.081e-14
24	48	0.0003778
24	49	1.7136e-05
24	50	6.0444e-05
24	51	2.9735e-07
24	52	1.0459e-06
24	53	3.7163e-10
24	54	1.8714e-11
24	55	7.5685e-16
24	56	6.5945e-16
24	57	6.0845e-19
24	58	2.0381e-15
25	51	3.8135e-05
25	52	1.5861e-06
25	53	6.8221e-06
25	54	4.7225e-09
25	55	1.4782e-09
25	56	8.8119e-14
26	51	8.078e-18
26	52	0.0072798
26	53	0.00045633
26	54	0.0071209
26	55	6.462e-06
26	56	1.3112e-05
26	57	2.5632e-09
26	58	1.3486e-09
26	59	2.584e-12
26	60	1.4667e-13
26	61	7.1635e-18
26	62	8.1574e-17
27	54	1.619e-20
27	55	0.0021547
27	56	1.3693e-05
27	57	1.7858e-06
27	58	3.2837e-09
27	59	1.0501e-08
27	60	1.3288e-10
27	61	8.8752e-11
27	62	3.0958e-13
28	54	5.9371e-29
28	55	7.2802e-22
28	56	0.81327
28	57	0.015719
28	58	0.01283
28	59	4.197e-05
28	60	1.0385e-05
28	61	6.0049e-08
28	62	2.5147e-06
29	58	4.0281e-07
29	59	0.00057189
29	60	0.00043071
29	61	3.4027e-05
29	62	3.4712e-07
29	63	2.1562e-07
29	64	3.959e-08
29	65	5.7897e-08
29	66	8.767e-10
30	59	1.8458e-24
30	60	0.017129
30	61	0.00049319
30	62	0.002668
30	63	6.1207e-07
30	64	8.403e-07
30	65	1.1887e-07
30	66	5.026e-06
