Z	A	M
6	12	0.00067574
6	13	1.485e-12
7	13	3.7705e-11
7	14	6.7041e-11
7	15	1.609e-11
7	16	1.1977e-28
8	15	2.8719e-10
8	16	0.019511
8	17	3.6595e-12
8	18	2.5451e-16
8	19	1.2903e-25
9	17	1.3681e-16
9	18	1.9499e-13
9	19	3.8628e-14
9	20	2.468e-20
10	19	4.7117e-14
10	20	9.9598e-05
10	21	6.0628e-10
10	22	6.1e-06
10	23	1.3375e-18
11	21	4.7563e-13
11	22	4.5837e-10
11	23	2.8832e-07
11	24	8.5011e-13
12	23	6.9354e-08
12	24	0.0002356
12	25	1.3599e-07
12	26	2.7631e-07
12	27	4.5339e-13
13	25	1.5053e-11
13	26	1.599e-07
13	27	8.5539e-06
13	28	2.9461e-10
14	27	2.5363e-08
14	28	0.087852
14	29	2.5561e-05
14	30	1.1155e-05
14	31	2.0291e-11
14	32	5.8875e-14
14	33	6.8145e-23
15	30	5.4856e-07
15	31	1.7924e-05
15	32	2.5781e-09
15	33	1.2442e-09
15	34	1.6052e-15
16	31	2.037e-07
16	32	0.063899
16	33	3.2441e-05
16	34	0.00010848
16	35	1.2393e-09
16	36	1.1356e-10
16	37	1.4711e-19
17	35	1.4844e-05
17	36	1.9001e-08
17	37	1.203e-08
17	38	8.77e-15
18	35	4.2708e-08
18	36	0.015829
18	37	5.5518e-06
18	38	9.1951e-05
18	39	1.8294e-10
18	40	5.9957e-12
18	41	4.028e-17
19	39	1.75e-05
19	40	1.7556e-09
19	41	1.1017e-10
19	42	1.2882e-14
19	43	1.8131e-16
19	44	1.3736e-20
20	39	2.6136e-10
20	40	0.017743
20	41	1.5527e-06
20	42	3.3585e-06
20	43	3.3336e-09
20	44	5.6449e-10
20	45	1.8523e-13
20	46	7.1378e-15
20	47	1.1877e-18
20	48	8.1857e-22
20	49	3.2607e-28
21	43	3.5274e-07
21	44	8.5877e-10
21	45	1.9446e-09
21	46	3.39e-12
21	47	1.5363e-13
21	48	1.237e-16
21	49	6.4842e-19
21	50	3.6227e-24
21	51	3.6891e-28
22	43	1.3144e-13
22	44	3.0663e-05
22	45	1.332e-07
22	46	1.4676e-06
22	47	1.1768e-08
22	48	2.8536e-09
22	49	8.0414e-12
22	50	6.6123e-13
22	51	1.5808e-17
22	52	7.9034e-21
22	53	5.0551e-26
22	54	6.0792e-29
23	47	1.5087e-07
23	48	2.1625e-08
23	49	3.9675e-08
23	50	3.6421e-11
23	51	1.3158e-10
23	52	3.228e-14
23	53	4.5709e-17
23	54	1.1354e-21
23	55	1.8144e-22
23	56	8.0672e-29
24	47	7.5388e-14
24	48	0.00041736
24	49	1.3842e-05
24	50	2.6581e-05
24	51	1.1833e-07
24	52	2.2148e-07
24	53	6.2404e-11
24	54	1.7956e-12
24	55	2.0492e-17
24	56	5.9149e-17
24	57	1.0752e-19
24	58	3.642e-16
25	51	2.4639e-05
25	52	1.5796e-06
25	53	4.8497e-06
25	54	1.144e-09
25	55	3.7187e-10
25	56	8.1084e-15
26	51	1.3543e-17
26	52	0.0078824
26	53	0.00036042
26	54	0.0032493
26	55	2.0885e-06
26	56	4.4087e-06
26	57	8.4527e-10
26	58	3.1793e-10
26	59	6.851e-14
26	60	4.3406e-16
26	61	9.4765e-21
26	62	2.4359e-23
27	54	2.0024e-20
27	55	0.0014186
27	56	1.1909e-05
27	57	9.4511e-07
27	58	1.2563e-09
27	59	3.7914e-09
27	60	6.6192e-12
27	61	2.6029e-13
27	62	3.0205e-16
28	54	5.9341e-29
28	55	7.894e-22
28	56	0.82994
28	57	0.013601
28	58	0.0048003
28	59	2.6408e-05
28	60	5.7297e-06
28	61	2.8052e-08
28	62	9.2318e-07
29	58	7.3767e-07
29	59	0.00036298
29	60	0.00045847
29	61	3.1052e-05
29	62	1.889e-07
29	63	7.5521e-08
29	64	5.3081e-09
29	65	6.7331e-09
29	66	3.0075e-11
30	59	6.8064e-24
30	60	0.018325
30	61	0.00045124
30	62	0.0014655
30	63	3.2143e-07
30	64	6.1644e-07
30	65	6.3743e-08
30	66	1.8959e-06
