6 12	1.53e-01
6 13	7.63e-07
7 14	1.61e-04
7 15	2.12e-07
8 16	4.90e-01
8 17	2.08e-05
8 18	2.42e-07
9 19	2.54e-09
10 20	7.93e-02
10 21	1.84e-05
10 22	4.11e-03
11 23	1.37e-03
12 24	8.56e-02
12 25	1.75e-03
12 26	2.87e-03
13 27	6.56e-03
14 28	2.66e-01
24 29	5.91e-03
14 30	1.00e-02
15 31	2.47e-03
16 32	9.90e-02
16 33	4.94e-04
16 34	3.73e-03
16 36	2.07e-06
17 35	6.16e-04
17 37	2.37e-05
18 36	1.54e-02
18 38	1.12e-03
18 40	6.06e-08
19 39	7.24e-05
19 41	3.44e-06
20 40	1.33e-02
20 42	2.26e-05
20 43	5.73e-08
20 44	8.28e-06
20 46	2.07e-10
20 48	1.86e-14
21 45	1.48e-07
22 46	1.18e-05
22 47	4.27e-07
22 48	2.73e-04
22 49	2.07e-05
22 50	6.86e-10
23 50	2.03e-09
23 51	6.88e-05
24 50	2.77e-04
24 52	6.27e-03
24 53	6.24e-04
24 54	7.47e-08
25 55	3.73e-03
26 54	2.28e-02
26 56	6.14e-01
26 57	1.49e-02
26 58	1.73e-08
27 59	3.01e-04
28 58	2.84e-02
28 60	1.38e-03
28 61	6.04e-05
28 62	4.87e-04
28 64	5.40e-16
29 63	2.82e-07
29 65	5.44e-08
30 64	8.69e-07
30 66	1.34e-06
30 67	6.85e-10
30 68	4.21e-10
30 70	5.51e-24
