2 4 	0.0027641556284
6 12 	0.0032515722605
6 13 	3.1188889746e-09
7 14 	8.68505303424e-07
7 15 	1.75148744785e-08
8 16 	0.140558435887
8 17 	1.38973415613e-09
8 18 	5.89752245423e-10
10 20 	0.00350454711281
10 21 	2.4871531132e-07
10 22 	1.08084807017e-05
11 23 	3.26281802267e-05
12 24 	0.00242621419634
12 25 	1.1396964699e-05
12 26 	3.96189160469e-05
13 27 	0.000210050322663
14 28 	0.198526844206
14 29 	0.000448133080294
14 30 	0.000284510146989
15 31 	0.000285097538316
16 32 	0.149822850157
16 33 	0.000348877116705
16 34 	0.00170281996269
16 36 	1.74969834197e-08
17 35 	0.000116408539194
17 37 	4.38775015592e-05
18 36 	0.0369663420925
18 38 	0.000693264763788
18 40 	6.40800032687e-10
19 39 	6.15899507691e-05
19 40 	1.98187723307e-08
19 41 	6.62103224586e-06
20 40 	0.0432309027724
20 42 	2.31340446999e-05
20 43 	2.75122950704e-08
20 44 	2.38211134194e-05
21 45 	3.36693210061e-07
22 46 	7.47311990524e-06
22 47 	2.25882677011e-07
22 48 	0.00082825513644
22 49 	3.91455196941e-05
22 50 	2.34257518994e-11
23 50 	1.77939398262e-10
23 51 	5.28675627351e-05
24 50 	0.000128050490586
24 52 	0.0137629194321
24 53 	0.00089779801381
24 54 	4.80271639363e-07
25 55 	0.00430398136854
26 54 	0.0369385888033
26 56 	0.667775865796
26 57 	0.0128088328214
26 58 	1.33479032531e-06
27 59 	0.000302572292515
28 58 	0.0365391175988
28 60 	0.0060287074053
28 61 	0.000151204375921
28 62 	0.000818843244301
29 63 	9.7058624582e-07
29 65 	6.34736571487e-07
30 64 	5.74607572443e-05
30 66 	7.93555848361e-06
30 67 	1.43628656395e-08
30 68 	2.35391274475e-09
