6	12	0.00076621
6	13	2.6346e-11
7	13	1.5856e-12
7	14	7.9591e-10
7	15	6.4583e-12
7	16	1.3254e-25
8	15	1.1046e-10
8	16	0.049963
8	17	2.436e-10
8	18	6.0015e-14
8	19	4.689e-21
9	17	2.8332e-18
9	18	1.0839e-11
9	19	1.7844e-12
9	20	5.3769e-17
10	19	1.4759e-13
10	20	0.00047219
10	21	1.9244e-08
10	22	1.8451e-05
10	23	1.8565e-15
11	21	1.9405e-12
11	22	1.7251e-09
11	23	2.6824e-06
11	24	1.7566e-10
12	23	1.0758e-07
12	24	0.00073959
12	25	3.558e-06
12	26	6.4349e-06
12	27	2.0392e-10
13	25	6.3677e-13
13	26	7.293e-07
13	27	7.4288e-05
13	28	2.2986e-08
14	27	7.5582e-08
14	28	0.19111
14	29	0.0001879
14	30	0.00027886
14	31	4.1618e-09
14	32	2.5469e-11
14	33	9.3206e-18
15	30	9.7712e-07
15	31	0.00014166
15	32	7.1265e-08
15	33	5.8975e-08
15	34	1.3941e-12
16	31	7.2779e-08
16	32	0.10258
16	33	0.00017275
16	34	0.0015118
16	35	8.5046e-08
16	36	2.7036e-08
16	37	1.0753e-14
17	35	8.5005e-05
17	36	3.1557e-07
17	37	2.7944e-07
17	38	5.8078e-12
18	35	1.5721e-08
18	36	0.018991
18	37	2.1712e-05
18	38	0.0010028
18	39	4.6841e-09
18	40	9.7262e-10
18	41	5.2642e-13
19	39	7.5933e-05
19	40	2.8072e-08
19	41	2.0834e-09
19	42	6.7083e-12
19	43	2.0299e-13
19	44	5.7521e-15
20	39	9.6097e-11
20	40	0.017293
20	41	4.7034e-06
20	42	3.2058e-05
20	43	5.7584e-08
20	44	3.9371e-08
20	45	9.5825e-11
20	46	3.1641e-11
20	47	7.2355e-14
20	48	2.8625e-16
20	49	7.6122e-21
21	43	2.4839e-07
21	44	6.3757e-09
21	45	4.024e-08
21	46	1.0264e-09
21	47	6.8998e-11
21	48	1.1728e-12
21	49	1.4465e-14
21	50	9.2297e-18
21	51	7.0642e-20
22	43	6.5871e-14
22	44	1.8749e-05
22	45	1.9565e-07
22	46	1.3203e-05
22	47	2.4761e-07
22	48	1.6472e-07
22	49	1.8726e-09
22	50	5.2978e-10
22	51	4.2974e-14
22	52	2.5029e-16
22	53	5.9788e-21
22	54	1.9155e-23
23	47	2.7066e-07
23	48	6.1134e-08
23	49	1.7476e-07
23	50	3.5895e-09
23	51	9.4317e-09
23	52	7.0411e-12
23	53	1.1925e-13
23	54	4.6296e-18
23	55	2.5636e-19
23	56	1.0814e-27
24	47	3.4897e-14
24	48	0.00036495
24	49	2.4583e-05
24	50	0.00024042
24	51	1.6498e-06
24	52	1.681e-05
24	53	4.0408e-09
24	54	2.0672e-10
24	55	1.9595e-13
24	56	1.5409e-12
24	57	1.032e-15
24	58	4.4584e-13
25	51	6.7432e-05
25	52	2.1922e-06
25	53	1.9723e-05
25	54	4.9614e-08
25	55	1.6409e-08
25	56	9.3788e-12
26	51	5.0206e-18
26	52	0.0079723
26	53	0.00070136
26	54	0.023053
26	55	5.3033e-05
26	56	0.00013416
26	57	2.2085e-08
26	58	4.4965e-08
26	59	7.0818e-09
26	60	3.4444e-07
26	61	7.0498e-10
26	62	3.0674e-08
27	54	7.048e-20
27	55	0.0039172
27	56	1.5754e-05
27	57	7.4953e-06
27	58	2.0683e-08
27	59	1.4841e-07
27	60	2.2548e-07
27	61	6.4511e-07
27	62	1.0765e-07
28	54	5.3973e-29
28	55	5.0393e-22
28	56	0.53483
28	57	0.010956
28	58	0.015801
28	59	2.922e-05
28	60	5.5932e-05
28	61	7.7438e-07
28	62	2.7494e-05
29	58	1.3623e-07
29	59	0.00038993
29	60	0.00015418
29	61	1.8286e-05
29	62	2.4671e-07
29	63	1.4478e-06
29	64	3.679e-07
29	65	1.0822e-06
29	66	2.6112e-08
30	59	6.9455e-25
30	60	0.0077231
30	61	0.00027265
30	62	0.0023943
30	63	7.3641e-07
30	64	3.0122e-06
30	65	4.444e-07
30	66	2.5018e-05
