Z	A	M
6	12	0.0060691
6	13	1.0138e-09
7	13	9.6975e-08
7	14	1.5171e-07
7	15	1.5914e-07
7	16	5.8703e-24
8	15	2.9272e-06
8	16	0.21346
8	17	3.0066e-09
8	18	3.0243e-13
8	19	7.8172e-23
9	17	1.1082e-11
9	18	3.0362e-10
9	19	7.7463e-10
9	20	1.2349e-18
10	19	1.7496e-09
10	20	0.0097021
10	21	2.8472e-08
10	22	8.9239e-10
10	23	4.4848e-17
11	21	2.4953e-08
11	22	3.6474e-08
11	23	1.14e-05
11	24	4.2701e-12
12	23	9.0436e-06
12	24	0.017383
12	25	9.066e-07
12	26	1.0136e-06
12	27	3.7165e-13
13	25	2.3728e-07
13	26	4.1225e-06
13	27	9.3693e-05
13	28	1.6196e-10
14	27	1.0607e-05
14	28	0.21215
14	29	4.9515e-05
14	30	4.4961e-06
14	31	1.1008e-12
14	32	9.2991e-17
14	33	7.3128e-24
15	30	2.7903e-05
15	31	0.00011274
15	32	4.4463e-11
15	33	2.3213e-11
15	34	1.0522e-17
16	31	1.0625e-05
16	32	0.14345
16	33	5.4743e-05
16	34	2.3184e-08
16	35	2.9683e-12
16	36	5.7346e-14
16	37	3.2613e-21
17	35	3.4394e-06
17	36	1.9135e-10
17	37	9.2767e-11
17	38	2.6969e-17
18	35	1.1409e-07
18	36	0.03541
18	37	4.8657e-06
18	38	1.084e-09
18	39	3.1591e-14
18	40	7.8923e-16
18	41	4.4701e-21
19	39	7.7754e-07
19	40	2.0267e-12
19	41	5.6622e-14
19	42	2.2201e-19
19	43	8.9832e-23
19	44	8.9509e-27
20	39	6.8644e-10
20	40	0.041952
20	41	6.1347e-07
20	42	1.7739e-10
20	43	1.5298e-13
20	44	1.9551e-15
20	45	3.5994e-19
20	46	4.9627e-21
20	47	4.2537e-25
20	48	7.1129e-28
20	49	4.1642e-29
21	43	6.7775e-11
21	44	1.5329e-12
21	45	4.9574e-11
21	46	1.1559e-17
21	47	2.3654e-20
21	48	1.3694e-23
21	49	7.09e-27
21	50	4.2492e-29
21	51	4.3342e-29
22	43	3.6724e-17
22	44	3.1946e-05
22	45	1.0107e-07
22	46	2.1196e-11
22	47	2.4526e-12
22	48	2.0214e-12
22	49	3.7904e-16
22	50	1.3982e-20
22	51	1.4621e-24
22	52	1.0204e-27
22	53	4.5041e-29
22	54	4.5899e-29
23	47	8.5227e-10
23	48	3.288e-08
23	49	2.8127e-08
23	50	1.7416e-17
23	51	1.5434e-17
23	52	3.5056e-21
23	53	8.5777e-25
23	54	1.5791e-28
23	55	1.0884e-26
23	56	4.7625e-29
24	47	3.7962e-15
24	48	0.00065537
24	49	1.2056e-05
24	50	5.1558e-10
24	51	5.4937e-11
24	52	1.1486e-11
24	53	2.7392e-16
24	54	3.5087e-21
24	55	4.1852e-25
24	56	2.9592e-27
24	57	4.8461e-29
24	58	4.9297e-29
25	51	2.6146e-08
25	52	1.4884e-06
25	53	4.072e-07
25	54	1.2544e-16
25	55	7.0298e-17
25	56	1.7212e-23
26	51	2.7781e-17
26	52	0.0092248
26	53	3.4059e-05
26	54	1.5052e-05
26	55	7.6555e-09
26	56	4.7092e-12
26	57	8.2279e-16
26	58	3.5212e-19
26	59	2.377e-25
26	60	1.9687e-27
26	61	5.184e-29
26	62	5.269e-29
27	54	2.599e-17
27	55	0.0001043
27	56	1.7231e-06
27	57	1.5023e-08
27	58	3.5297e-14
27	59	1.1895e-14
27	60	3.2308e-21
27	61	4.8576e-25
27	62	9.2022e-29
28	54	4.5847e-29
28	55	1.6913e-18
28	56	0.15934
28	57	0.00042596
28	58	8.9229e-06
28	59	1.1437e-07
28	60	1.5505e-10
28	61	2.9545e-14
28	62	4.0049e-17
29	58	2.0835e-07
29	59	1.6038e-06
29	60	6.2073e-08
29	61	1.721e-10
29	62	8.4281e-15
29	63	2.0792e-15
29	64	6.6616e-22
29	65	1.845e-23
29	66	9.5172e-29
30	59	1.2411e-22
30	60	3.0395e-06
30	61	2.5571e-09
30	62	1.4707e-10
30	63	1.6111e-12
30	64	3.4908e-15
30	65	1.6174e-18
30	66	4.4407e-20
