Z	A	M
6	12	0.00068401
6	13	1.3049e-10
7	13	7.1091e-13
7	14	4.3427e-09
7	15	7.5083e-12
7	16	4.1932e-24
8	15	9.7962e-11
8	16	0.076213
8	17	1.6246e-09
8	18	1.2611e-12
8	19	6.2873e-19
9	17	1.2741e-18
9	18	4.5951e-11
9	19	7.8127e-12
9	20	1.5564e-15
10	19	5.9715e-14
10	20	0.00054819
10	21	7.2586e-08
10	22	2.3392e-05
10	23	5.3732e-14
11	21	1.1986e-12
11	22	1.9874e-09
11	23	4.1535e-06
11	24	1.3365e-09
12	23	7.2975e-08
12	24	0.00069795
12	25	8.1509e-06
12	26	1.4e-05
12	27	2.9569e-09
13	25	2.8499e-13
13	26	6.3058e-07
13	27	9.9683e-05
13	28	7.4523e-08
14	27	7.5701e-08
14	28	0.1927
14	29	0.00026877
14	30	0.00049713
14	31	1.9526e-08
14	32	3.2345e-10
14	33	1.1545e-15
15	30	8.6599e-07
15	31	0.00017927
15	32	1.8159e-07
15	33	1.541e-07
15	34	1.4783e-11
16	31	7.2744e-08
16	32	0.10934
16	33	0.00018738
16	34	0.0016456
16	35	2.4442e-07
16	36	1.2221e-07
16	37	4.7499e-14
17	35	9.3794e-05
17	36	5.5913e-07
17	37	5.3659e-07
17	38	2.7547e-11
18	35	1.2904e-08
18	36	0.020906
18	37	2.2829e-05
18	38	0.001038
18	39	9.5608e-09
18	40	3.845e-09
18	41	3.0426e-12
19	39	8.8879e-05
19	40	4.6249e-08
19	41	4.0332e-09
19	42	3.6791e-11
19	43	1.7487e-12
19	44	7.6403e-14
20	39	7.9572e-11
20	40	0.019283
20	41	5.8167e-06
20	42	4.128e-05
20	43	9.1996e-08
20	44	8.0617e-08
20	45	2.6633e-10
20	46	1.6019e-10
20	47	5.8737e-13
20	48	4.4469e-15
20	49	2.8073e-20
21	43	1.4819e-07
21	44	8.1589e-09
21	45	5.9145e-08
21	46	2.4957e-09
21	47	2.6753e-10
21	48	8.6097e-12
21	49	1.7902e-13
21	50	3.5804e-17
21	51	2.2181e-19
22	43	3.9868e-14
22	44	1.7153e-05
22	45	2.4761e-07
22	46	1.5734e-05
22	47	2.8522e-07
22	48	1.8583e-07
22	49	2.6391e-09
22	50	1.101e-09
22	51	5.4134e-14
22	52	6.6026e-16
22	53	1.0755e-20
22	54	1.1266e-22
23	47	2.5053e-07
23	48	7.7131e-08
23	49	1.8134e-07
23	50	4.1002e-09
23	51	9.2156e-09
23	52	5.4881e-12
23	53	2.0615e-13
23	54	7.6229e-18
23	55	6.3991e-19
23	56	1.2166e-22
24	47	2.1121e-14
24	48	0.00038111
24	49	2.6291e-05
24	50	0.00024878
24	51	1.5204e-06
24	52	1.0907e-05
24	53	2.375e-09
24	54	1.4946e-10
24	55	1.8058e-12
24	56	1.4083e-11
24	57	2.768e-14
24	58	5.834e-13
25	51	7.2345e-05
25	52	2.4347e-06
25	53	1.8095e-05
25	54	3.3902e-08
25	55	1.0757e-08
25	56	2.8982e-11
26	51	5.3738e-18
26	52	0.0085663
26	53	0.00075875
26	54	0.02504
26	55	4.7639e-05
26	56	0.00011218
26	57	2.1973e-08
26	58	1.6372e-07
26	59	3.4699e-08
26	60	1.8861e-06
26	61	1.0588e-08
26	62	1.5925e-07
27	54	8.7189e-20
27	55	0.0042927
27	56	1.713e-05
27	57	7.3234e-06
27	58	2.2883e-08
27	59	4.2766e-07
27	60	5.0192e-07
27	61	2.0387e-06
27	62	2.4784e-07
28	54	5.396e-29
28	55	3.9483e-22
28	56	0.50049
28	57	0.0095151
28	58	0.013706
28	59	2.3334e-05
28	60	7.6465e-05
28	61	1.4483e-06
28	62	6.2264e-05
29	58	1.0147e-07
29	59	0.00030179
29	60	0.00011861
29	61	1.3659e-05
29	62	2.1338e-07
29	63	1.8755e-06
29	64	4.2482e-07
29	65	2.7556e-06
29	66	3.2676e-08
30	59	5.4066e-25
30	60	0.0058245
30	61	0.00020383
30	62	0.0018145
30	63	5.5912e-07
30	64	2.8433e-06
30	65	3.7764e-07
30	66	2.6343e-05
