Z	A	M
6	12	0.0024328
6	13	6.307e-09
7	13	1.298e-13
7	14	1.5439e-07
7	15	2.3609e-10
7	16	1.7645e-19
8	15	3.6246e-10
8	16	0.1062
8	17	6.5257e-08
8	18	2.2854e-10
8	19	8.0767e-15
9	17	1.6634e-20
9	18	2.2765e-10
9	19	6.8295e-11
9	20	6.9967e-13
10	19	5.4761e-13
10	20	0.0015363
10	21	4.0634e-07
10	22	5.8743e-05
10	23	2.9997e-09
11	21	6.8395e-12
11	22	5.9553e-09
11	23	1.1387e-05
11	24	1.4237e-07
12	23	3.6799e-07
12	24	0.0022407
12	25	1.7307e-05
12	26	2.6267e-05
12	27	8.9607e-08
13	25	3.6608e-13
13	26	2.5667e-06
13	27	0.00023911
13	28	1.3446e-07
14	27	7.3087e-08
14	28	0.24172
14	29	0.00044811
14	30	0.00076367
14	31	1.3623e-08
14	32	1.5863e-10
14	33	2.4993e-14
15	30	2.3637e-06
15	31	0.00031054
15	32	1.9312e-07
15	33	1.7109e-07
15	34	5.925e-12
16	31	6.8483e-08
16	32	0.14785
16	33	0.00033657
16	34	0.0026567
16	35	1.9595e-07
16	36	7.2258e-08
16	37	6.0733e-14
17	35	0.0001442
17	36	7.4019e-07
17	37	6.7285e-07
17	38	1.3141e-11
18	35	1.035e-08
18	36	0.02991
18	37	3.4443e-05
18	38	0.0015842
18	39	8.7682e-09
18	40	2.2989e-09
18	41	8.3977e-13
19	39	0.0001231
19	40	5.6504e-08
19	41	4.3168e-09
19	42	1.2837e-11
19	43	3.6345e-13
19	44	1.5444e-14
20	39	6.2824e-11
20	40	0.028689
20	41	8.064e-06
20	42	5.5524e-05
20	43	1.1103e-07
20	44	9.3477e-08
20	45	2.0101e-10
20	46	7.6124e-11
20	47	1.3478e-13
20	48	4.7678e-16
20	49	7.2484e-21
21	43	5.345e-09
21	44	1.1699e-08
21	45	8.2205e-08
21	46	2.3904e-09
21	47	1.6176e-10
21	48	2.4405e-12
21	49	2.7179e-14
21	50	6.9025e-18
21	51	3.9384e-20
22	43	3.5566e-18
22	44	1.8365e-05
22	45	3.5778e-07
22	46	2.2039e-05
22	47	4.1282e-07
22	48	2.997e-07
22	49	3.8892e-09
22	50	1.1842e-09
22	51	4.7498e-14
22	52	2.6537e-16
22	53	3.948e-21
22	54	1.1043e-22
23	47	2.2631e-07
23	48	9.9809e-08
23	49	2.5826e-07
23	50	7.0791e-09
23	51	1.615e-08
23	52	8.9275e-12
23	53	1.6347e-13
23	54	3.948e-18
23	55	9.0591e-19
23	56	5.1995e-24
24	47	4.4941e-16
24	48	0.0004477
24	49	3.1757e-05
24	50	0.0002635
24	51	1.8739e-06
24	52	1.3341e-05
24	53	3.6536e-09
24	54	2.8455e-10
24	55	5.2788e-12
24	56	1.165e-11
24	57	3.7598e-13
24	58	2.0064e-12
25	51	8.4223e-05
25	52	2.6732e-06
25	53	2.0066e-05
25	54	4.202e-08
25	55	1.5545e-08
25	56	2.2554e-11
26	51	5.8117e-18
26	52	0.0099194
26	53	0.00089275
26	54	0.029638
26	55	5.3358e-05
26	56	0.00015223
26	57	4.6601e-08
26	58	2.6479e-07
26	59	3.0208e-07
26	60	2.0503e-06
26	61	1.59e-07
26	62	3.1067e-07
27	54	2.8194e-19
27	55	0.0049238
27	56	1.5063e-05
27	57	8.1378e-06
27	58	2.7958e-08
27	59	4.3934e-07
27	60	7.4778e-07
27	61	1.9297e-06
27	62	3.6588e-07
28	54	4.8526e-29
28	55	1.7637e-23
28	56	0.27947
28	57	0.003016
28	58	0.0031463
28	59	2.6904e-06
28	60	0.0001139
28	61	2.9598e-06
28	62	7.9066e-05
29	58	2.1976e-12
29	59	1.0004e-08
29	60	1.226e-09
29	61	4.9921e-09
29	62	3.1225e-08
29	63	4.5818e-06
29	64	1.1079e-06
29	65	3.466e-06
29	66	5.2653e-08
30	59	7.6785e-28
30	60	3.4601e-08
30	61	1.1778e-09
30	62	1.159e-08
30	63	3.483e-10
30	64	9.2346e-06
30	65	1.2998e-06
30	66	5.9538e-05
