Z	A	M
6	12	0.0062218
6	13	1.7326e-07
7	13	3.6694e-13
7	14	2.6257e-06
7	15	2.2823e-09
7	16	3.5135e-19
8	15	2.1628e-09
8	16	0.237
8	17	1.3828e-06
8	18	2.1422e-09
8	19	1.0009e-13
9	17	3.4557e-20
9	18	4.144e-09
9	19	4.8739e-10
9	20	4.1521e-12
10	19	3.0964e-12
10	20	0.0082301
10	21	3.083e-06
10	22	0.00013748
10	23	1.1905e-07
11	21	4.0783e-11
11	22	3.4062e-08
11	23	8.0331e-05
11	24	1.2733e-06
12	23	7.2153e-07
12	24	0.0059522
12	25	0.00018275
12	26	0.00026043
12	27	6.9067e-07
13	25	1.2915e-12
13	26	1.0789e-05
13	27	0.00087361
13	28	1.5453e-06
14	27	1.2602e-07
14	28	0.24647
14	29	0.0015562
14	30	0.0026418
14	31	1.6847e-07
14	32	3.3235e-09
14	33	2.6075e-13
15	30	5.9763e-06
15	31	0.00074359
15	32	1.0513e-06
15	33	8.1755e-07
15	34	1.3864e-10
16	31	1.2207e-07
16	32	0.15197
16	33	0.00048487
16	34	0.0029468
16	35	1.2176e-06
16	36	6.6993e-07
16	37	3.1152e-13
17	35	0.00021083
17	36	2.2274e-06
17	37	2.0113e-06
17	38	1.3364e-10
18	35	8.608e-09
18	36	0.029918
18	37	2.7916e-05
18	38	0.0011357
18	39	2.8233e-08
18	40	1.6385e-08
18	41	9.8773e-12
19	39	9.81e-05
19	40	1.498e-07
19	41	1.2747e-08
19	42	1.3302e-10
19	43	6.1219e-12
19	44	2.4017e-13
20	39	4.5615e-11
20	40	0.027664
20	41	6.5039e-06
20	42	4.9012e-05
20	43	1.9677e-07
20	44	1.9715e-07
20	45	7.1268e-10
20	46	5.1605e-10
20	47	1.2814e-12
20	48	9.6704e-15
20	49	2.1114e-20
21	43	4.2277e-09
21	44	1.4847e-08
21	45	1.2919e-07
21	46	7.564e-09
21	47	8.1475e-10
21	48	2.2452e-11
21	49	4.2328e-13
21	50	3.0755e-17
21	51	2.198e-19
22	43	2.0691e-18
22	44	1.5752e-05
22	45	3.1943e-07
22	46	1.5531e-05
22	47	3.3479e-07
22	48	2.3767e-07
22	49	4.9877e-09
22	50	1.9728e-09
22	51	3.4649e-14
22	52	3.8148e-16
22	53	4.6979e-21
22	54	3.681e-22
23	47	1.9166e-07
23	48	8.3571e-08
23	49	1.9005e-07
23	50	6.8543e-09
23	51	1.1095e-08
23	52	4.8025e-12
23	53	1.8935e-13
23	54	4.8335e-18
23	55	6.0906e-18
23	56	9.3387e-23
24	47	1.8578e-16
24	48	0.00027705
24	49	2.3561e-05
24	50	0.00022899
24	51	1.1107e-06
24	52	5.0557e-06
24	53	1.3125e-09
24	54	2.598e-10
24	55	6.084e-11
24	56	1.8547e-10
24	57	4.0508e-12
24	58	1.7199e-11
25	51	6.0506e-05
25	52	1.593e-06
25	53	1.0829e-05
25	54	1.6187e-08
25	55	5.789e-09
25	56	2.607e-10
26	51	1.7695e-18
26	52	0.0045933
26	53	0.00051266
26	54	0.022987
26	55	3.2342e-05
26	56	8.3761e-05
26	57	1.0084e-06
26	58	5.2329e-06
26	59	4.2436e-06
26	60	3.8923e-05
26	61	2.2272e-06
26	62	7.4115e-06
27	54	1.86e-19
27	55	0.0026255
27	56	9.262e-06
27	57	5.1431e-06
27	58	5.6989e-08
27	59	6.3031e-06
27	60	9.3771e-06
27	61	2.7948e-05
27	62	4.5153e-06
28	54	4.5824e-29
28	55	5.6007e-24
28	56	0.089623
28	57	0.0012342
28	58	0.0019213
28	59	2.7958e-06
28	60	0.00013901
28	61	1.8528e-05
28	62	0.00027798
29	58	2.4036e-13
29	59	1.9831e-09
29	60	3.1044e-10
29	61	8.5748e-09
29	62	9.1028e-08
29	63	1.1572e-05
29	64	2.5617e-06
29	65	1.5796e-05
29	66	1.076e-07
30	59	7.4829e-28
30	60	1.7898e-10
30	61	1.6798e-11
30	62	8.2907e-10
30	63	4.5112e-10
30	64	1.3884e-05
30	65	1.8318e-06
30	66	7.1147e-05
