6	12	0.0168
6	13	8.44e-08
7	14	1.88e-05
7	15	2.41e-08
8	16	0.272
8	17	2.42e-06
8	18	2.73e-08
9	19	2.97e-10
10	20	0.0173
10	21	2.39e-06
10	22	0.000297
11	23	0.000202
12	24	0.0464
12	25	0.000312
12	26	0.000482
13	27	0.00237
14	28	0.344
14	29	0.00286
14	30	0.00655
15	31	0.00147
16	32	0.103
16	33	0.000679
16	34	0.00806
16	36	7.68e-07
17	35	0.000384
17	37	5.75e-05
18	36	0.0123
18	38	0.00342
18	40	1.48e-08
19	39	0.000175
19	41	9.65e-06
20	40	0.0075
20	42	7.3e-05
20	43	1.14e-07
20	44	4.06e-06
20	46	1.24e-10
20	48	6.99e-15
21	45	2.45e-07
22	46	3.34e-05
22	47	8.59e-07
22	48	9.3e-05
22	49	1.03e-05
22	50	1.72e-09
23	50	7.52e-09
23	51	6.01e-05
24	50	0.000401
24	52	0.00394
24	53	0.00092
24	54	4.06e-06
25	55	0.0113
26	54	0.1
26	56	0.354
26	57	0.0126
26	58	8.7e-06
27	59	0.00062
28	58	0.0616
28	60	0.00675
28	61	1.61e-05
28	62	0.000105
28	64	2.55e-11
29	63	2.29e-07
29	65	2.77e-08
30	64	6.38e-07
30	66	6.45e-07
30	67	4.24e-10
30	68	2.53e-10
30	70	1.25e-21
