6 12	2.09e-01
6 13	1.20e-08
7 14	1.98e-06
7 15	4.49e-07
8 16	4.83e-01
8 17	6.07e-08
8 18	2.82e-08
9 19	3.19e-09
10 20	5.73e-02
10 21	1.43e-07
10 22	3.24e-05
11 23	3.07e-04
12 24	1.16e-01
12 25	1.16e-05
12 26	1.64e-05
13 27	8.05e-04
14 28	3.53e-01
14 29	2.42e-04
14 30	9.96e-05
15 31	1.37e-04
16 32	1.36e-01
16 33	7.99e-05
16 34	1.96e-06
16 36	1.90e-10
17 35	6.01e-06
17 37	3.10e-06
18 36	2.37e-02
18 38	4.94e-07
18 40	6.71e-11
19 39	1.54e-06
19 41	3.43e-07
20 40	2.06e-02
20 42	7.36e-09
20 43	1.73e-09
20 44	1.15e-05
20 46	9.85e-12
20 48	3.39e-10
21 45	2.42e-08
22 46	1.15e-08
22 47	1.42e-08
22 48	3.57e-04
22 49	3.68e-06
22 50	5.87e-10
23 50	2.42e-10
23 51	3.02e-06
24 50	8.24e-07
24 52	7.63e-03
24 53	1.58e-04
24 54	3.11e-09
25 55	6.10e-05
26 54	6.23e-05
26 56	1.97e-01
26 57	6.31e-04
26 58	1.76e-07
27 59	1.17e-05
28 58	6.63e-05
28 60	1.88e-05
28 61	1.32e-07
28 62	1.06e-07
28 64	3.38e-09
29 63	1.34e-07
29 65	6.78e-09
30 64	2.71e-07
30 66	4.85e-09
30 67	1.89e-09
30 68	6.46e-09
30 70	8.01e-11

