6 12	2.08e-01
6 13	3.49e-07
7 14	4.26e-05
7 15	4.38e-08
8 16	5.03e-01
8 17	8.40e-06
8 18	1.21e-07
9 19	2.64e-07
10 20	1.09e-02
10 21	6.74e-06
10 22	8.07e-03
11 23	3.39e-04
12 24	4.92e-03
12 25	4.76e-04
12 26	3.95e-04
13 27	5.70e-04
14 28	5.10e-02
14 29	4.11e-04
14 30	5.63e-04
15 31	1.75e-04
16 32	2.90e-02
16 33	7.42e-05
16 34	4.27e-04
16 36	6.81e-07
17 35	6.21e-05
17 37	1.49e-05
18 36	5.77e-03
18 38	3.50e-04
18 40	3.29e-07
19 39	5.97e-05
19 41	4.67e-06
20 40	5.21e-03
20 42	1.92e-05
20 43	2.99e-07
20 44	5.02e-06
20 46	1.41e-07
20 48	8.53e-08
21 45	4.80e-07
22 46	8.98e-06
22 47	5.54e-07
22 48	1.01e-04
22 49	8.52e-06
22 50	5.95e-07
23 50	2.95e-08
23 51	4.92e-05
24 50	1.71e-04
24 52	4.36e-03
24 53	8.08e-04
24 54	1.24e-05
25 55	1.11e-02
26 54	9.53e-02
26 56	3.82e-01
26 57	1.23e-02
26 58	1.08e-04
27 59	4.88e-04
28 58	5.98e-02
28 60	4.00e-03
28 61	3.57e-05
28 62	1.63e-04
28 64	2.58e-06
29 63	7.21e-06
29 65	1.81e-06
30 64	1.77e-06
30 66	3.63e-06
30 67	4.86e-07
30 68	3.41e-07
30 70	2.73e-08
