Z	A	M
6	12	0.0027267
6	13	2.4256e-09
7	13	2.4622e-07
7	14	3.6333e-08
7	15	1.3965e-07
7	16	1.4563e-24
8	15	2.5559e-06
8	16	0.16163
8	17	6.6266e-10
8	18	5.7051e-14
8	19	1.5145e-23
9	17	7.4764e-11
9	18	5.7522e-11
9	19	1.2999e-10
9	20	1.8774e-19
10	19	2.9225e-10
10	20	0.0036621
10	21	8.7827e-09
10	22	2.0662e-10
10	23	9.3373e-18
11	21	6.9712e-09
11	22	1.1043e-08
11	23	4.092e-06
11	24	1.0988e-12
12	23	3.3278e-06
12	24	0.011081
12	25	8.3775e-07
12	26	3.511e-07
12	27	1.0159e-13
13	25	4.885e-07
13	26	1.5733e-06
13	27	5.2727e-05
13	28	6.421e-11
14	27	7.7296e-06
14	28	0.24621
14	29	4.2478e-05
14	30	2.3689e-06
14	31	4.2243e-13
14	32	4.1631e-17
14	33	1.6094e-24
15	30	2.0947e-05
15	31	8.3101e-05
15	32	2.4546e-11
15	33	1.6965e-11
15	34	5.8775e-18
16	31	7.8928e-06
16	32	0.15068
16	33	4.6969e-05
16	34	1.1967e-08
16	35	1.8431e-12
16	36	3.9315e-14
16	37	1.0538e-21
17	35	2.7354e-06
17	36	1.3078e-10
17	37	8.0946e-11
17	38	2.112e-17
18	35	9.0878e-08
18	36	0.032489
18	37	4.6468e-06
18	38	8.8538e-10
18	39	3.0908e-14
18	40	7.6011e-16
18	41	3.1889e-21
19	39	6.1759e-07
19	40	1.6716e-12
19	41	5.1623e-14
19	42	2.4776e-19
19	43	7.6684e-23
19	44	4.8904e-27
20	39	5.2047e-10
20	40	0.033075
20	41	5.1035e-07
20	42	1.357e-10
20	43	1.4312e-13
20	44	1.5362e-15
20	45	2.7622e-19
20	46	2.9149e-21
20	47	1.8889e-25
20	48	5.8972e-28
20	49	4.4094e-29
21	43	5.6204e-11
21	44	1.1789e-12
21	45	3.203e-11
21	46	1.0228e-17
21	47	1.8405e-20
21	48	7.9154e-24
21	49	5.7835e-27
21	50	4.4994e-29
21	51	4.5894e-29
22	43	2.7972e-17
22	44	2.1813e-05
22	45	6.4649e-08
22	46	1.8553e-11
22	47	2.632e-12
22	48	1.9856e-12
22	49	3.2836e-16
22	50	1.4178e-20
22	51	1.3454e-24
22	52	8.7641e-28
22	53	4.7694e-29
22	54	4.8614e-29
23	47	9.0729e-10
23	48	3.0788e-08
23	49	2.3293e-08
23	50	2.0461e-17
23	51	4.423e-17
23	52	5.7728e-21
23	53	1.2967e-24
23	54	1.7925e-28
23	55	8.9919e-27
23	56	5.047e-29
24	47	3.7871e-15
24	48	0.00057404
24	49	9.8896e-06
24	50	1.6139e-09
24	51	1.3769e-10
24	52	1.4943e-11
24	53	6.1406e-16
24	54	9.8898e-21
24	55	1.136e-24
24	56	2.6766e-27
24	57	5.1318e-29
24	58	5.2193e-29
25	51	6.3892e-08
25	52	1.8249e-06
25	53	8.7231e-07
25	54	2.7289e-16
25	55	1.274e-16
25	56	9.6449e-23
26	51	4.0962e-17
26	52	0.010974
26	53	7.279e-05
26	54	2.2356e-05
26	55	8.4886e-09
26	56	7.4265e-12
26	57	1.4149e-15
26	58	2.3625e-19
26	59	8.4537e-25
26	60	1.8226e-27
26	61	5.4893e-29
26	62	5.5792e-29
27	54	2.9994e-17
27	55	0.00011105
27	56	2.9683e-06
27	57	2.3221e-08
27	58	2.0662e-14
27	59	6.954e-15
27	60	2.4067e-21
27	61	3.4954e-25
27	62	1.0195e-28
28	54	4.855e-29
28	55	1.6733e-18
28	56	0.2456
28	57	0.00062048
28	58	1.5624e-05
28	59	2.6608e-07
28	60	1.7593e-10
28	61	3.3464e-14
28	62	3.4082e-17
29	58	1.2435e-07
29	59	3.6971e-06
29	60	7.7434e-08
29	61	1.7806e-10
29	62	8.4844e-15
29	63	1.2523e-15
29	64	4.4572e-22
29	65	1.5783e-23
29	66	1.4776e-28
30	59	4.1142e-23
30	60	3.3696e-06
30	61	2.6016e-09
30	62	1.2018e-10
30	63	9.2973e-13
30	64	2.3417e-15
30	65	1.484e-18
30	66	5.3546e-20
