Z	A	M
6	12	0.0020805
6	13	5.9273e-09
7	13	5.1417e-13
7	14	2.3365e-07
7	15	3.1132e-10
7	16	3.1558e-19
8	15	2.9504e-09
8	16	0.10032
8	17	7.0341e-08
8	18	1.3973e-10
8	19	4.3728e-15
9	17	3.9128e-20
9	18	2.7609e-10
9	19	2.1748e-11
9	20	1.0909e-13
10	19	9.0513e-12
10	20	0.0018563
10	21	9.6104e-08
10	22	6.7066e-06
10	23	4.6124e-10
11	21	3.5763e-11
11	22	5.6757e-09
11	23	5.8917e-06
11	24	2.3436e-08
12	23	1.0716e-06
12	24	0.0053807
12	25	4.5332e-06
12	26	6.2758e-06
12	27	5.9213e-09
13	25	2.5225e-12
13	26	2.9543e-06
13	27	0.00017669
13	28	1.1716e-08
14	27	6.3151e-07
14	28	0.27658
14	29	0.00025668
14	30	0.0001496
14	31	4.7418e-10
14	32	2.7075e-12
14	33	5.086e-16
15	30	3.9556e-06
15	31	0.00011467
15	32	2.6567e-08
15	33	1.9626e-08
15	34	5.3894e-14
16	31	1.8506e-07
16	32	0.15087
16	33	0.00019494
16	34	0.00059516
16	35	9.5661e-09
16	36	2.2654e-09
16	37	1.1354e-15
17	35	4.896e-05
17	36	1.3737e-07
17	37	1.0533e-07
17	38	1.1646e-13
18	35	2.7066e-08
18	36	0.028829
18	37	1.8143e-05
18	38	0.00033145
18	39	6.6418e-10
18	40	5.1184e-11
18	41	2.1323e-15
19	39	4.2614e-05
19	40	5.777e-09
19	41	5.7995e-10
19	42	1.1882e-13
19	43	2.1652e-15
19	44	3.0618e-17
20	39	1.6725e-10
20	40	0.026715
20	41	3.5932e-06
20	42	9.1022e-06
20	43	1.1565e-08
20	44	4.0422e-09
20	45	1.6936e-12
20	46	1.2398e-13
20	47	2.0169e-17
20	48	3.088e-20
20	49	4.449e-24
21	43	2.0446e-09
21	44	2.4335e-09
21	45	7.3118e-09
21	46	3.1909e-11
21	47	1.2465e-12
21	48	1.8698e-15
21	49	1.0948e-17
21	50	1.1819e-21
21	51	5.915e-24
22	43	9.7718e-18
22	44	1.6761e-05
22	45	1.6795e-07
22	46	3.7547e-06
22	47	3.4952e-08
22	48	1.2856e-08
22	49	5.5885e-11
22	50	6.4455e-12
22	51	2.1936e-17
22	52	9.8925e-21
22	53	6.4137e-24
22	54	1.0296e-24
23	47	9.0602e-08
23	48	5.0686e-08
23	49	5.8859e-08
23	50	1.6569e-10
23	51	7.3301e-10
23	52	8.6655e-14
23	53	1.1153e-16
23	54	4.3798e-20
23	55	4.3956e-20
23	56	2.5942e-27
24	47	1.4059e-15
24	48	0.00048251
24	49	1.7379e-05
24	50	6.325e-05
24	51	2.854e-07
24	52	1.0742e-06
24	53	2.7273e-10
24	54	1.4991e-11
24	55	8.8781e-13
24	56	6.318e-13
24	57	8.3094e-15
24	58	1.2824e-13
25	51	3.5342e-05
25	52	2.2049e-06
25	53	7.0053e-06
25	54	4.1093e-09
25	55	1.7202e-09
25	56	3.1975e-12
26	51	1.788e-17
26	52	0.01067
26	53	0.0004783
26	54	0.0068313
26	55	7.622e-06
26	56	1.7865e-05
26	57	4.0267e-08
26	58	1.756e-07
26	59	1.2187e-07
26	60	2.3171e-07
26	61	7.584e-09
26	62	1.1566e-08
27	54	2.8307e-19
27	55	0.0020625
27	56	7.2391e-06
27	57	1.1975e-06
27	58	1.293e-08
27	59	2.7428e-07
27	60	1.7247e-07
27	61	1.1151e-07
27	62	4.548e-08
28	54	4.8482e-29
28	55	3.3963e-23
28	56	0.28233
28	57	0.0014587
28	58	0.00065631
28	59	9.7659e-07
28	60	3.433e-05
28	61	7.2829e-07
28	62	9.1329e-06
29	58	3.5033e-12
29	59	4.3569e-09
29	60	1.453e-09
29	61	2.4765e-08
29	62	9.2902e-08
29	63	1.0062e-06
29	64	8.4248e-08
29	65	8.6073e-08
29	66	9.1613e-10
30	59	8.0563e-28
30	60	4.7959e-08
30	61	9.3742e-10
30	62	1.1771e-08
30	63	1.0185e-08
30	64	8.095e-06
30	65	7.3829e-07
30	66	1.1678e-05
