Z	A	M
6	12	0.00018307
6	13	2.2792e-12
7	13	1.0144e-11
7	14	7.4145e-11
7	15	3.721e-12
7	16	2.1515e-28
8	15	6.5747e-11
8	16	0.019406
8	17	6.4227e-12
8	18	7.199e-16
8	19	1.5894e-24
9	17	2.2203e-17
9	18	3.4331e-13
9	19	6.5775e-14
9	20	2.6946e-19
10	19	1.6935e-14
10	20	0.00010024
10	21	1.244e-09
10	22	2.3e-06
10	23	1.2195e-17
11	21	2.3725e-13
11	22	3.5963e-10
11	23	4.2014e-07
11	24	4.5153e-12
12	23	4.5608e-08
12	24	0.00024147
12	25	3.2731e-07
12	26	6.8827e-07
12	27	3.6907e-12
13	25	3.0175e-12
13	26	1.8547e-07
13	27	1.4696e-05
13	28	1.3765e-09
14	27	3.502e-08
14	28	0.10894
14	29	4.1787e-05
14	30	3.3763e-05
14	31	1.5678e-10
14	32	5.539e-13
14	33	2.2751e-21
15	30	5.015e-07
15	31	3.3283e-05
15	32	7.5919e-09
15	33	4.9268e-09
15	34	2.641e-14
16	31	1.2246e-07
16	32	0.065158
16	33	5.1154e-05
16	34	0.00028077
16	35	6.3421e-09
16	36	8.5766e-10
16	37	4.1878e-18
17	35	2.588e-05
17	36	4.7998e-08
17	37	3.5462e-08
17	38	1.0042e-13
18	35	2.814e-08
18	36	0.013478
18	37	7.8393e-06
18	38	0.00021619
18	39	6.4365e-10
18	40	4.243e-11
18	41	2.0865e-15
19	39	2.6397e-05
19	40	4.7262e-09
19	41	3.0262e-10
19	42	1.6284e-13
19	43	2.1043e-15
19	44	1.1824e-18
20	39	1.6603e-10
20	40	0.01312
20	41	1.8285e-06
20	42	7.2157e-06
20	43	1.0195e-08
20	44	3.0664e-09
20	45	3.8094e-12
20	46	4.5311e-13
20	47	3.4879e-16
20	48	3.9743e-19
20	49	6.6929e-25
21	43	4.1262e-07
21	44	2.0354e-09
21	45	6.2308e-09
21	46	4.9598e-11
21	47	1.9395e-12
21	48	8.4642e-15
21	49	5.4602e-17
21	50	1.9045e-21
21	51	6.2072e-25
22	43	1.1228e-13
22	44	2.3933e-05
22	45	1.1756e-07
22	46	3.1208e-06
22	47	3.9578e-08
22	48	1.5678e-08
22	49	1.2013e-10
22	50	1.478e-11
22	51	1.7679e-15
22	52	3.2978e-18
22	53	3.9148e-23
22	54	4.5453e-27
23	47	2.1153e-07
23	48	2.434e-08
23	49	5.6963e-08
23	50	3.0902e-10
23	51	9.7542e-10
23	52	9.3605e-13
23	53	4.5843e-15
23	54	1.4398e-19
23	55	1.3261e-21
23	56	6.4728e-29
24	47	6.0812e-14
24	48	0.00032951
24	49	1.504e-05
24	50	6.9197e-05
24	51	3.323e-07
24	52	1.8065e-06
24	53	5.1782e-10
24	54	2.2234e-11
24	55	6.7978e-16
24	56	6.4977e-16
24	57	6.0307e-19
24	58	2.0206e-15
25	51	3.5379e-05
25	52	1.4712e-06
25	53	6.8296e-06
25	54	6.8835e-09
25	55	2.0698e-09
25	56	8.5408e-14
26	51	7.493e-18
26	52	0.0065843
26	53	0.00041178
26	54	0.0072017
26	55	8.5016e-06
26	56	1.691e-05
26	57	3.0673e-09
26	58	1.6996e-09
26	59	2.5136e-12
26	60	1.3751e-13
26	61	6.6073e-18
26	62	7.2194e-17
27	54	3.4122e-20
27	55	0.0019591
27	56	1.3533e-05
27	57	1.9287e-06
27	58	3.5852e-09
27	59	1.2115e-08
27	60	1.3017e-10
27	61	8.4186e-11
27	62	2.8875e-13
28	54	5.937e-29
28	55	1.778e-21
28	56	0.80159
28	57	0.015619
28	58	0.012794
28	59	4.2014e-05
28	60	1.0436e-05
28	61	6.0564e-08
28	62	2.5598e-06
29	58	4.0366e-07
29	59	0.00057354
29	60	0.00043101
29	61	3.4052e-05
29	62	3.4733e-07
29	63	2.0875e-07
29	64	3.9046e-08
29	65	5.7497e-08
29	66	8.4414e-10
30	59	1.8477e-24
30	60	0.01714
30	61	0.00049356
30	62	0.0026696
30	63	6.1243e-07
30	64	8.5228e-07
30	65	1.1967e-07
30	66	4.9902e-06
