Z	A	M
6	12	0.00060669
6	13	1.9651e-12
7	13	2.101e-11
7	14	9.9003e-11
7	15	1.4954e-11
7	16	6.7492e-29
8	15	2.675e-10
8	16	0.028688
8	17	6.1462e-12
8	18	5.727e-16
8	19	5.9661e-25
9	17	6.6457e-17
9	18	3.2284e-13
9	19	4.4759e-14
9	20	1.3085e-19
10	19	1.5298e-14
10	20	8.9813e-05
10	21	9.9319e-10
10	22	9.225e-06
10	23	6.8135e-18
11	21	2.0649e-13
11	22	4.1347e-10
11	23	3.2153e-07
11	24	2.3714e-12
12	23	4.5026e-08
12	24	0.00017064
12	25	2.1485e-07
12	26	4.2086e-07
12	27	1.6275e-12
13	25	7.8138e-12
13	26	1.4514e-07
13	27	9.2062e-06
13	28	6.7788e-10
14	27	1.8892e-08
14	28	0.091445
14	29	2.9053e-05
14	30	1.4629e-05
14	31	6.1745e-11
14	32	2.0962e-13
14	33	4.3263e-22
15	30	4.9079e-07
15	31	1.9716e-05
15	32	4.0936e-09
15	33	2.5599e-09
15	34	7.3652e-15
16	31	1.9715e-07
16	32	0.069292
16	33	3.7677e-05
16	34	0.00012176
16	35	2.9014e-09
16	36	3.3503e-10
16	37	6.9775e-19
17	35	1.7728e-05
17	36	2.9402e-08
17	37	2.1253e-08
17	38	2.7466e-14
18	35	4.2095e-08
18	36	0.017593
18	37	6.9821e-06
18	38	0.00011105
18	39	3.7786e-10
18	40	1.5848e-11
18	41	3.3191e-16
19	39	2.2957e-05
19	40	3.098e-09
19	41	2.0798e-10
19	42	4.7175e-14
19	43	7.4801e-16
19	44	1.5833e-19
20	39	2.6203e-10
20	40	0.020125
20	41	2.3377e-06
20	42	5.0698e-06
20	43	7.0271e-09
20	44	1.2794e-09
20	45	9.0144e-13
20	46	7.2971e-14
20	47	3.3597e-17
20	48	3.0542e-20
20	49	2.3934e-26
21	43	2.8493e-07
21	44	1.651e-09
21	45	3.7471e-09
21	46	1.3578e-11
21	47	5.2932e-13
21	48	1.2423e-15
21	49	7.697e-18
21	50	1.001e-22
21	51	1.9561e-26
22	43	1.0664e-13
22	44	2.9442e-05
22	45	1.7115e-07
22	46	2.0691e-06
22	47	1.9305e-08
22	48	5.6632e-09
22	49	3.2929e-11
22	50	2.8503e-12
22	51	1.9432e-16
22	52	2.5065e-19
22	53	1.5846e-24
22	54	1.696e-28
23	47	1.4302e-07
23	48	2.9519e-08
23	49	4.7739e-08
23	50	9.2734e-11
23	51	3.1462e-10
23	52	1.5807e-13
23	53	5.276e-16
23	54	1.1499e-20
23	55	8.438e-23
23	56	6.1615e-29
24	47	6.2665e-14
24	48	0.00045692
24	49	1.522e-05
24	50	2.9586e-05
24	51	1.4735e-07
24	52	1.809e-07
24	53	7.9e-11
24	54	3.694e-12
24	55	8.6542e-17
24	56	5.0484e-17
24	57	3.6481e-20
24	58	1.318e-16
25	51	2.7347e-05
25	52	1.8601e-06
25	53	5.336e-06
25	54	1.193e-09
25	55	4.0953e-10
25	56	1.7312e-14
26	51	1.5589e-17
26	52	0.0088869
26	53	0.00039835
26	54	0.0037015
26	55	2.518e-06
26	56	5.1866e-06
26	57	1.2223e-09
26	58	7.5301e-10
26	59	1.385e-12
26	60	3.4821e-14
26	61	9.3095e-19
26	62	1.5335e-18
27	54	1.9433e-20
27	55	0.0016303
27	56	1.3134e-05
27	57	1.0564e-06
27	58	2.0549e-09
27	59	7.2257e-09
27	60	8.4566e-11
27	61	2.0124e-11
27	62	3.9234e-14
28	54	5.9362e-29
28	55	7.3262e-22
28	56	0.81103
28	57	0.012526
28	58	0.0046876
28	59	2.4927e-05
28	60	7.7792e-06
28	61	4.79e-08
28	62	1.6025e-06
29	58	6.0516e-07
29	59	0.00034084
29	60	0.00043124
29	61	2.8118e-05
29	62	1.9299e-07
29	63	1.3714e-07
29	64	1.8698e-08
29	65	2.2064e-08
29	66	1.9273e-10
30	59	5.4628e-24
30	60	0.01688
30	61	0.00040856
30	62	0.0013582
30	63	2.8903e-07
30	64	6.5422e-07
30	65	7.0385e-08
30	66	2.8577e-06
