6 12	9.84e-04
6 13	2.50e-09
7 14	3.94e-07
7 15	4.21e-10
8 16	3.47e-02
8 17	7.61e-08
8 18	5.10e-10
9 19	3.46e-11
10 20	8.98e-04
10 21	4.57e-08
10 22	6.14e-06
11 23	7.13e-06
12 24	6.02e-03
12 25	1.02e-05
12 26	1.24e-05
13 27	1.86e-04
14 28	2.06e-01
14 29	2.57e-04
14 30	4.18e-04
15 31	1.47e-04
16 32	9.44e-02
16 33	1.20e-04
16 34	8.79e-04
16 36	2.82e-08
17 35	5.44e-05
17 37	1.44e-05
18 36	1.73e-02
18 38	4.76e-04
18 40	7.30e-09
19 39	4.14e-05
19 41	2.64e-06
20 40	1.57e-02
20 42	1.04e-05
20 43	2.65e-08
20 44	1.18e-05
20 46	3.19e-09
20 48	3.97e-10
21 45	1.42e-07
22 46	6.67e-06
22 47	3.82e-07
22 48	3.73e-04
22 49	2.35e-05
22 50	2.55e-07
23 50	9.37e-09
23 51	8.73e-05
24 50	2.65e-04
24 52	9.58e-03
24 53	1.11e-03
24 54	1.05e-05
25 55	1.19e-02
26 54	8.52e-02
26 56	8.17e-01
26 57	2.11e-02
26 58	7.51e-05
27 59	6.37e-04
28 58	6.64e-02
28 60	5.92e-03
28 61	9.08e-05
28 62	5.47e-04
28 64	5.89e-07
29 63	3.04e-06
29 65	1.41e-06
30 64	6.99e-06
30 66	7.61e-06
30 67	1.39e-07
30 68	2.79e-07
30 70	4.23e-09
