6 12	1.50e-03
6 13	3.59e-09
7 14	5.94e-07
7 15	6.57e-10
8 16	5.52e-02
8 17	1.14e-07
8 18	8.15e-10
9 19	6.70e-11
10 20	1.54e-03
10 21	7.18e-08
10 22	9.72e-06
11 23	1.15e-05
12 24	9.08e-03
12 25	1.67e-05
12 26	1.98e-05
13 27	2.94e-04
14 28	2.48e-01
14 29	3.77e-04
14 30	6.19e-04
15 31	2.11e-04
16 32	1.14e-01
16 33	1.67e-04
16 34	1.21e-03
16 36	4.31e-08
17 35	7.83e-05
17 37	2.06e-05
18 36	2.03e-02
18 38	6.98e-04
18 40	1.16e-08
19 39	6.32e-05
19 41	4.04e-06
20 40	1.76e-02
20 42	1.69e-05
20 43	3.45e-08
20 44	1.22e-05
20 46	5.29e-09
20 48	6.14e-10
21 45	1.96e-07
22 46	1.01e-05
22 47	4.60e-07
22 48	3.80e-04
22 49	2.52e-05
22 50	2.70e-07
23 50	1.39e-08
23 51	9.53e-05
24 50	3.02e-04
24 52	9.87e-03
24 53	1.18e-03
24 54	1.06e-05
25 55	1.27e-02
26 54	9.54e-02
26 56	7.19e-01
26 57	1.86e-02
26 58	7.55e-05
27 59	5.66e-04
28 58	6.50e-02
28 60	5.11e-03
28 61	6.47e-05
28 62	3.99e-04
28 64	8.73e-07
29 63	4.27e-06
29 65	1.92e-06
30 64	7.06e-06
30 66	8.50e-06
30 67	2.03e-07
30 68	3.89e-07
30 70	6.41e-09
