Z	A	M
6	12	0.00041292
6	13	8.9883e-13
7	13	2.7033e-12
7	14	3.1042e-11
7	15	7.9925e-13
7	16	2.6293e-29
8	15	1.3463e-11
8	16	0.019653
8	17	1.5315e-12
8	18	4.3918e-16
8	19	3.0171e-25
9	17	4.823e-18
9	18	5.5968e-14
9	19	7.0023e-15
9	20	9.6558e-20
10	19	2.1582e-16
10	20	2.4785e-05
10	21	4.5038e-10
10	22	1.57e-05
10	23	4.9057e-18
11	21	1.1011e-14
11	22	9.834e-11
11	23	2.9491e-07
11	24	7.8795e-12
12	23	1.8862e-08
12	24	0.00012524
12	25	2.2308e-07
12	26	6.3574e-07
12	27	8.6861e-12
13	25	7.2626e-13
13	26	5.9303e-08
13	27	1.2521e-05
13	28	2.3402e-09
14	27	2.4954e-08
14	28	0.11048
14	29	5.4529e-05
14	30	6.9213e-05
14	31	6.871e-10
14	32	4.4555e-12
14	33	1.1274e-20
15	30	3.5536e-07
15	31	5.1554e-05
15	32	1.9217e-08
15	33	1.4711e-08
15	34	1.8568e-13
16	31	7.9761e-08
16	32	0.062223
16	33	7.0074e-05
16	34	0.00061119
16	35	2.5573e-08
16	36	5.6283e-09
16	37	2.1713e-17
17	35	4.0349e-05
17	36	1.0658e-07
17	37	9.3198e-08
17	38	4.6849e-13
18	35	1.8234e-08
18	36	0.012275
18	37	1.0974e-05
18	38	0.00046388
18	39	2.0422e-09
18	40	3.0474e-10
18	41	4.1994e-14
19	39	3.9439e-05
19	40	1.1964e-08
19	41	8.5417e-10
19	42	1.6539e-12
19	43	2.6777e-14
19	44	6.2854e-17
20	39	1.0535e-10
20	40	0.011668
20	41	2.4778e-06
20	42	1.5588e-05
20	43	2.7191e-08
20	44	1.3603e-08
20	45	3.8427e-11
20	46	1.1072e-11
20	47	2.4119e-14
20	48	7.3117e-17
20	49	5.0574e-23
21	43	3.881e-07
21	44	3.3355e-09
21	45	1.7783e-08
21	46	3.8372e-10
21	47	2.382e-11
21	48	3.8279e-13
21	49	3.6946e-15
21	50	1.2441e-19
21	51	3.4374e-23
22	43	7.6676e-14
22	44	2.0291e-05
22	45	1.3586e-07
22	46	6.6342e-06
22	47	1.2157e-07
22	48	6.7306e-08
22	49	7.5263e-10
22	50	1.9099e-10
22	51	2.5844e-14
22	52	1.2367e-16
22	53	5.0643e-22
22	54	6.2583e-26
23	47	2.7506e-07
23	48	3.4085e-08
23	49	1.0583e-07
23	50	1.503e-09
23	51	4.076e-09
23	52	4.8235e-12
23	53	7.5438e-14
23	54	2.1086e-18
23	55	5.4819e-21
23	56	6.1558e-29
24	47	3.8184e-14
24	48	0.00029169
24	49	1.899e-05
24	50	0.00015623
24	51	9.2762e-07
24	52	9.0833e-06
24	53	2.4546e-09
24	54	1.0719e-10
24	55	3.1738e-15
24	56	3.3267e-17
24	57	8.5774e-23
24	58	1.992e-23
25	51	5.1858e-05
25	52	1.6335e-06
25	53	1.2897e-05
25	54	2.9861e-08
25	55	9.5078e-09
25	56	2.6474e-13
26	51	3.9935e-18
26	52	0.0059879
26	53	0.00053001
26	54	0.015093
26	55	2.8486e-05
26	56	6.7597e-05
26	57	1.1368e-08
26	58	5.3103e-09
26	59	9.7948e-13
26	60	8.9417e-14
26	61	9.8109e-19
26	62	1.4421e-18
27	54	2.1511e-20
27	55	0.0028737
27	56	1.688e-05
27	57	4.7635e-06
27	58	1.1203e-08
27	59	3.038e-08
27	60	9.8754e-11
27	61	6.4089e-11
27	62	5.9564e-14
28	54	5.9366e-29
28	55	1.2988e-21
28	56	0.77595
28	57	0.019291
28	58	0.029394
28	59	6.1356e-05
28	60	2.0658e-05
28	61	6.8228e-08
28	62	6.9715e-06
29	58	2.8799e-07
29	59	0.00082743
29	60	0.00038424
29	61	3.844e-05
29	62	6.3335e-07
29	63	3.3207e-07
29	64	5.1212e-08
29	65	1.9348e-07
29	66	1.003e-09
30	59	7.8077e-25
30	60	0.015252
30	61	0.00055506
30	62	0.0048482
30	63	1.5554e-06
30	64	8.7382e-07
30	65	1.1719e-07
30	66	8.2376e-06
