6 12	1.57e-02
6 13	1.57e-09
7 14	2.37e-07
7 15	3.15e-07
8 16	9.45e-02
8 17	2.65e-09
8 18	2.04e-09
9 19	1.44e-09
10 20	1.10e-02
10 21	6.48e-08
10 22	7.34e-08
11 23	5.35e-05
12 24	2.84e-02
12 25	1.53e-06
12 26	2.16e-06
13 27	1.23e-04
14 28	1.77e-01
14 29	6.35e-05
14 30	3.37e-05
15 31	5.57e-05
16 32	7.65e-02
16 33	2.57e-05
16 34	1.63e-04
16 36	1.21e-11
17 35	1.17e-04
17 37	1.85e-06
18 36	1.44e-02
18 38	4.20e-05
18 40	3.44e-11
19 39	2.82e-04
19 41	1.95e-06
20 40	2.02e-02
20 42	2.35e-06
20 43	3.80e-05
20 44	3.57e-03
20 46	1.01e-19
20 48	6.12e-26
21 45	1.76e-06
22 46	1.44e-04
22 47	3.61e-04
22 48	8.83e-03
22 49	5.07e-05
22 50	2.07e-17
23 50	4.90e-12
23 51	1.22e-03
24 50	2.33e-04
24 52	1.77e-02
24 53	2.41e-04
24 54	4.79e-11
25 55	1.26e-03
26 54	1.38e-04
26 56	2.13e-01
26 57	9.35e-03
26 58	8.41e-11
27 59	3.13e-04
28 58	9.85e-04
28 60	6.29e-03
28 61	8.72e-04
28 62	2.27e-04
28 64	1.95e-13
29 63	9.86e-05
29 65	3.02e-05
30 64	6.94e-04
30 66	5.19e-05
30 67	1.94e-06
30 68	1.17e-06
30 70	5.93e-17
