Z	A	M
6	12	0.00058993
6	13	7.2094e-12
7	13	1.5338e-12
7	14	1.2811e-10
7	15	1.2735e-12
7	16	6.4276e-28
8	15	2.1029e-11
8	16	0.028402
8	17	1.9056e-11
8	18	1.2132e-14
8	19	1.0588e-22
9	17	2.7538e-18
9	18	8.2736e-13
9	19	2.3272e-13
9	20	1.0152e-17
10	19	1.5368e-15
10	20	7.7498e-05
10	21	4.6153e-09
10	22	3.69e-05
10	23	3.98e-16
11	21	4.8755e-14
11	22	2.3353e-10
11	23	5.9297e-07
11	24	6.1652e-11
12	23	1.4163e-08
12	24	0.00011821
12	25	7.5806e-07
12	26	1.617e-06
12	27	8.2764e-11
13	25	4.2589e-13
13	26	9.1554e-08
13	27	1.517e-05
13	28	8.0268e-09
14	27	2.1967e-08
14	28	0.11793
14	29	6.3891e-05
14	30	9.7289e-05
14	31	2.4655e-09
14	32	2.3237e-11
14	33	6.9936e-19
15	30	3.8e-07
15	31	5.3449e-05
15	32	3.3574e-08
15	33	2.7416e-08
15	34	1.3163e-12
16	31	7.1752e-08
16	32	0.068687
16	33	7.1047e-05
16	34	0.00067218
16	35	5.9353e-08
16	36	2.3079e-08
16	37	1.1023e-15
17	35	4.2841e-05
17	36	1.4799e-07
17	37	1.439e-07
17	38	3.9206e-12
18	35	1.5655e-08
18	36	0.013764
18	37	1.2257e-05
18	38	0.00053156
18	39	3.3789e-09
18	40	9.4723e-10
18	41	7.8938e-13
19	39	4.8748e-05
19	40	1.5477e-08
19	41	1.3378e-09
19	42	1.0754e-11
19	43	3.7618e-13
19	44	5.7055e-15
20	39	9.1977e-11
20	40	0.013101
20	41	3.2307e-06
20	42	2.1185e-05
20	43	3.6637e-08
20	44	2.2202e-08
20	45	6.8742e-11
20	46	3.5102e-11
20	47	1.9695e-13
20	48	1.6715e-15
20	49	7.9265e-21
21	43	2.9051e-07
21	44	3.6996e-09
21	45	2.1414e-08
21	46	5.6338e-10
21	47	6.0834e-11
21	48	2.4506e-12
21	49	6.1093e-14
21	50	1.4873e-17
21	51	3.3139e-20
22	43	5.9258e-14
22	44	1.8314e-05
22	45	1.6639e-07
22	46	8.6698e-06
22	47	1.5217e-07
22	48	8.3504e-08
22	49	7.9802e-10
22	50	2.9244e-10
22	51	3.5443e-14
22	52	4.8889e-16
22	53	9.7309e-21
22	54	6.7166e-24
23	47	2.557e-07
23	48	4.4675e-08
23	49	1.1555e-07
23	50	1.49e-09
23	51	4.2747e-09
23	52	2.71e-12
23	53	9.3275e-14
23	54	7.1203e-18
23	55	7.7533e-20
23	56	1.033e-27
24	47	2.9835e-14
24	48	0.00030701
24	49	2.0555e-05
24	50	0.0001693
24	51	9.6598e-07
24	52	7.3895e-06
24	53	1.8237e-09
24	54	7.4697e-11
24	55	5.7358e-15
24	56	1.9457e-14
24	57	1.1746e-18
24	58	1.8635e-15
25	51	5.6459e-05
25	52	1.8521e-06
25	53	1.3157e-05
25	54	2.5417e-08
25	55	8.1363e-09
25	56	9.1524e-13
26	51	4.3182e-18
26	52	0.0065715
26	53	0.00058674
26	54	0.017094
26	55	2.9532e-05
26	56	7.015e-05
26	57	1.2859e-08
26	58	2.6321e-08
26	59	2.9856e-10
26	60	1.6671e-08
26	61	2.106e-12
26	62	3.3459e-10
27	54	1.8419e-20
27	55	0.0032927
27	56	1.8645e-05
27	57	5.1855e-06
27	58	1.3337e-08
27	59	9.1167e-08
27	60	2.9003e-08
27	61	1.8317e-07
27	62	1.9205e-09
28	54	5.9359e-29
28	55	5.72e-22
28	56	0.75393
28	57	0.018054
28	58	0.027607
28	59	5.65e-05
28	60	2.8967e-05
28	61	2.662e-07
28	62	1.3608e-05
29	58	2.5655e-07
29	59	0.00075623
29	60	0.00035522
29	61	3.4713e-05
29	62	6.3555e-07
29	63	3.4461e-07
29	64	1.0365e-07
29	65	4.5094e-07
29	66	1.0912e-08
30	59	7.2039e-25
30	60	0.013869
30	61	0.00050124
30	62	0.0044324
30	63	1.4224e-06
30	64	6.4102e-07
30	65	6.5274e-08
30	66	6.8269e-06
