6	12	0.00315
6	13	1.91e-09
7	14	4.71e-07
7	15	2.98e-09
8	16	0.0964
8	17	9.32e-08
8	18	1.21e-09
9	19	1.48e-11
10	20	0.00369
10	21	4.47e-08
10	22	2.3e-06
11	23	1.96e-05
12	24	0.0269
12	25	1.06e-05
12	26	7.36e-06
13	27	0.000268
14	28	0.294
14	29	0.00043
14	30	0.000144
15	31	0.000105
16	32	0.112
16	33	0.000104
16	34	0.00026
16	36	1.64e-09
17	35	2.64e-05
17	37	9.14e-06
18	36	0.0192
18	38	0.000119
18	40	9.87e-12
19	39	1.89e-05
19	41	1.42e-06
20	40	0.0166
20	42	2.08e-06
20	43	6.22e-09
20	44	1.18e-05
20	46	5.88e-13
20	48	4.85e-15
21	45	7.69e-08
22	46	1.37e-06
22	47	9.3e-08
22	48	0.000373
22	49	1.27e-05
22	50	2.47e-07
23	50	2.3e-09
23	51	3.99e-05
24	50	0.000111
24	52	0.00944
24	53	0.000761
24	54	1.05e-05
25	55	0.00873
26	54	0.0687
26	56	0.666
26	57	0.0141
26	58	7.72e-05
27	59	0.00044
28	58	0.0509
28	60	0.00539
28	61	4.62e-05
28	62	0.000154
28	64	3.65e-08
29	63	3.27e-06
29	65	1.26e-07
30	64	1.73e-05
30	66	6.29e-07
30	67	2.47e-10
30	68	1.71e-10
30	70	2.1e-15
