Z	A	M
6	12	0.006577
6	13	7.4783e-08
7	13	7.8432e-13
7	14	2.4529e-06
7	15	1.9342e-09
7	16	3.5573e-19
8	15	6.8149e-09
8	16	0.24034
8	17	1.0953e-06
8	18	1.4927e-09
8	19	6.0533e-14
9	17	6.1355e-20
9	18	5.2821e-09
9	19	2.4089e-10
9	20	1.2908e-12
10	19	1.6435e-11
10	20	0.0093696
10	21	1.4016e-06
10	22	6.1859e-05
10	23	2.9554e-08
11	21	9.1999e-11
11	22	4.1209e-08
11	23	5.3228e-05
11	24	4.1336e-07
12	23	1.5954e-06
12	24	0.0091955
12	25	8.6859e-05
12	26	0.00012314
12	27	1.4914e-07
13	25	3.5102e-12
13	26	1.5059e-05
13	27	0.00081621
13	28	4.2396e-07
14	27	3.2192e-07
14	28	0.23755
14	29	0.00088173
14	30	0.0012179
14	31	2.7326e-08
14	32	3.6105e-10
14	33	4.4436e-14
15	30	9.559e-06
15	31	0.00044683
15	32	2.6793e-07
15	33	2.3045e-07
15	34	1.3044e-11
16	31	1.7356e-07
16	32	0.15118
16	33	0.00038018
16	34	0.00133
16	35	1.9338e-07
16	36	6.8513e-08
16	37	5.314e-14
17	35	0.00012253
17	36	7.7134e-07
17	37	6.7779e-07
17	38	8.2544e-12
18	35	1.8285e-08
18	36	0.03218
18	37	2.1306e-05
18	38	0.00052303
18	39	6.2172e-09
18	40	1.4101e-09
18	41	2.7053e-13
19	39	5.8807e-05
19	40	4.3289e-08
19	41	3.1964e-09
19	42	5.3826e-12
19	43	1.3974e-13
19	44	3.7976e-15
20	39	9.9966e-11
20	40	0.032116
20	41	4.7615e-06
20	42	2.293e-05
20	43	8.5592e-08
20	44	4.9467e-08
20	45	8.9744e-11
20	46	2.7008e-11
20	47	2.166e-14
20	48	5.5502e-17
20	49	2.7545e-22
21	43	2.8914e-09
21	44	1.0649e-08
21	45	5.192e-08
21	46	1.2619e-09
21	47	6.1029e-11
21	48	5.3818e-13
21	49	4.3161e-15
21	50	2.3103e-19
21	51	1.6027e-21
22	43	4.6485e-18
22	44	1.9905e-05
22	45	2.3857e-07
22	46	7.0175e-06
22	47	1.4153e-07
22	48	1.0722e-07
22	49	1.907e-09
22	50	3.7796e-10
22	51	3.4043e-15
22	52	8.4186e-18
22	53	4.7147e-22
22	54	3.4063e-23
23	47	1.3564e-07
23	48	6.7476e-08
23	49	1.2869e-07
23	50	3.2634e-09
23	51	6.1583e-09
23	52	1.7896e-12
23	53	1.5794e-14
23	54	1.0271e-18
23	55	1.3787e-18
23	56	1.5385e-23
24	47	4.1339e-16
24	48	0.00036031
24	49	2.099e-05
24	50	0.00010212
24	51	4.3411e-07
24	52	8.8139e-07
24	53	6.3075e-10
24	54	1.4034e-10
24	55	3.0259e-11
24	56	4.2694e-11
24	57	1.0962e-12
24	58	4.2495e-12
25	51	4.3292e-05
25	52	1.4702e-06
25	53	6.1312e-06
25	54	4.3615e-09
25	55	1.6924e-09
25	56	9.2983e-11
26	51	3.6018e-18
26	52	0.0056026
26	53	0.00043063
26	54	0.010929
26	55	6.7569e-06
26	56	2.3424e-05
26	57	6.7047e-07
26	58	3.8288e-06
26	59	3.1355e-06
26	60	1.3076e-05
26	61	7.9645e-07
26	62	1.4697e-06
27	54	2.0589e-19
27	55	0.0019381
27	56	5.5476e-06
27	57	1.3668e-06
27	58	1.0229e-07
27	59	4.6849e-06
27	60	5.8269e-06
27	61	6.7131e-06
27	62	1.5594e-06
28	54	4.5834e-29
28	55	9.0066e-24
28	56	0.10339
28	57	0.00097724
28	58	0.00092518
28	59	2.3581e-06
28	60	9.4791e-05
28	61	1.2493e-05
28	62	9.7123e-05
29	58	2.6605e-13
29	59	1.4446e-09
29	60	3.4313e-10
29	61	3.2645e-08
29	62	2.5639e-07
29	63	9.72e-06
29	64	1.6184e-06
29	65	3.2102e-06
29	66	2.049e-08
30	59	7.2105e-28
30	60	1.8149e-10
30	61	1.2251e-11
30	62	2.2742e-09
30	63	3.4047e-09
30	64	2.194e-05
30	65	2.443e-06
30	66	4.9978e-05
