Z	A	M
6	12	0.049527
6	13	1.7773e-06
7	13	3.8047e-11
7	14	0.00016617
7	15	1.3835e-07
7	16	2.5764e-16
8	15	1.3046e-08
8	16	0.2938
8	17	0.00012195
8	18	1.4894e-07
8	19	1.1427e-11
9	17	2.2899e-19
9	18	1.4214e-07
9	19	5.2188e-09
9	20	5.5042e-11
10	19	9.6297e-12
10	20	0.0055213
10	21	2.2053e-05
10	22	0.0024039
10	23	3.1242e-06
11	21	4.0535e-10
11	22	2.8562e-08
11	23	0.00066154
11	24	2.3095e-05
12	23	3.5651e-07
12	24	0.003864
12	25	0.00081396
12	26	0.0004092
12	27	2.6556e-06
13	25	4.5142e-12
13	26	5.8106e-06
13	27	0.00058202
13	28	2.0038e-06
14	27	1.0588e-07
14	28	0.21197
14	29	0.00098725
14	30	0.0020683
14	31	7.3311e-08
14	32	1.3361e-09
14	33	5.9866e-13
15	30	2.2502e-06
15	31	0.00060136
15	32	7.4e-07
15	33	6.8922e-07
15	34	3.2416e-11
16	31	1.1203e-07
16	32	0.12642
16	33	0.00041625
16	34	0.0024491
16	35	5.2986e-07
16	36	3.9511e-07
16	37	3.0598e-14
17	35	0.00012095
17	36	1.6559e-06
17	37	1.6449e-06
17	38	1.6679e-11
18	35	4.2482e-09
18	36	0.023838
18	37	2.1212e-05
18	38	0.00076285
18	39	1.2204e-08
18	40	1.0765e-08
18	41	1.0115e-12
19	39	6.7742e-05
19	40	8.2165e-08
19	41	9.2316e-09
19	42	3.5955e-11
19	43	1.2567e-12
19	44	1.4005e-14
20	39	1.9242e-11
20	40	0.021076
20	41	4.6636e-06
20	42	3.1731e-05
20	43	1.6933e-07
20	44	1.8843e-07
20	45	6.0009e-10
20	46	4.7566e-10
20	47	7.6285e-13
20	48	5.8276e-15
20	49	2.7322e-22
21	43	2.6178e-09
21	44	1.1509e-08
21	45	1.2412e-07
21	46	7.5141e-09
21	47	7.453e-10
21	48	1.6437e-11
21	49	2.6347e-13
21	50	9.4324e-19
21	51	1.81e-21
22	43	6.9268e-18
22	44	1.1186e-05
22	45	2.7387e-07
22	46	9.95e-06
22	47	2.449e-07
22	48	2.011e-07
22	49	5.5445e-09
22	50	2.2032e-09
22	51	1.6382e-14
22	52	5.7586e-17
22	53	8.571e-23
22	54	6.892e-24
23	47	1.3434e-07
23	48	4.742e-08
23	49	1.386e-07
23	50	7.4075e-09
23	51	1.0019e-08
23	52	3.8936e-12
23	53	1.761e-13
23	54	3.0803e-19
23	55	4.3247e-19
23	56	2.2032e-24
24	47	4.1281e-17
24	48	0.00012085
24	49	1.398e-05
24	50	0.00018472
24	51	7.8406e-07
24	52	3.6125e-06
24	53	9.9762e-10
24	54	3.3345e-10
24	55	6.0022e-11
24	56	3.8019e-11
24	57	3.7628e-12
24	58	2.4617e-12
25	51	3.7055e-05
25	52	8.4886e-07
25	53	7.3304e-06
25	54	1.1407e-08
25	55	3.8584e-09
25	56	4.9936e-11
26	51	2.5776e-19
26	52	0.0016643
26	53	0.00026462
26	54	0.017562
26	55	3.1502e-05
26	56	0.00026215
26	57	4.9957e-05
26	58	5.8106e-05
26	59	2.651e-05
26	60	2.7492e-05
26	61	3.8465e-06
26	62	2.8907e-06
27	54	5.5225e-20
27	55	0.0013952
27	56	6.049e-06
27	57	4.9995e-06
27	58	7.7422e-08
27	59	5.5839e-06
27	60	3.3032e-06
27	61	6.8815e-06
27	62	1.134e-06
28	54	4.3139e-29
28	55	7.3508e-25
28	56	0.026922
28	57	0.00057784
28	58	0.0013936
28	59	2.6804e-06
28	60	0.00010942
28	61	7.4458e-06
28	62	0.00022882
29	58	2.8997e-12
29	59	7.1454e-09
29	60	1.6098e-09
29	61	4.1858e-09
29	62	3.5332e-08
29	63	7.2289e-06
29	64	6.5855e-07
29	65	1.0773e-05
29	66	1.203e-08
30	59	1.0907e-27
30	60	7.6321e-08
30	61	2.4786e-09
30	62	2.1003e-08
30	63	3.251e-10
30	64	1.4577e-05
30	65	1.5232e-06
30	66	7.355e-05
