Z	A	M
6	12	0.00077603
6	13	5.3884e-12
7	13	1.7584e-11
7	14	3.682e-10
7	15	3.8938e-11
7	16	5.9072e-27
8	15	6.9736e-10
8	16	0.048221
8	17	4.6488e-11
8	18	3.1515e-15
8	19	9.1271e-24
9	17	5.6754e-17
9	18	2.478e-12
9	19	5.4824e-13
9	20	2.9422e-19
10	19	9.3386e-13
10	20	0.00049606
10	21	3.1391e-09
10	22	4.6126e-06
10	23	1.4508e-17
11	21	5.4611e-12
11	22	1.5849e-09
11	23	1.3427e-06
11	24	5.9222e-12
12	23	3.0185e-07
12	24	0.0015443
12	25	8.3722e-07
12	26	1.39e-06
12	27	3.1791e-12
13	25	8.2456e-12
13	26	8.0907e-07
13	27	5.0575e-05
13	28	1.8178e-09
14	27	1.872e-07
14	28	0.18733
14	29	0.00010226
14	30	5.1794e-05
14	31	1.1471e-10
14	32	4.1011e-13
14	33	2.2128e-21
15	30	1.4342e-06
15	31	5.2832e-05
15	32	1.0308e-08
15	33	6.3719e-09
15	34	7.1201e-15
16	31	1.8043e-07
16	32	0.10883
16	33	9.4433e-05
16	34	0.00031693
16	35	4.3242e-09
16	36	6.5212e-10
16	37	2.8261e-18
17	35	3.0869e-05
17	36	6.0352e-08
17	37	4.2254e-08
17	38	2.8869e-14
18	35	3.5522e-08
18	36	0.021911
18	37	1.1285e-05
18	38	0.00020841
18	39	4.052e-10
18	40	2.1143e-11
18	41	1.5295e-16
19	39	2.9988e-05
19	40	3.6123e-09
19	41	2.8605e-10
19	42	5.0781e-14
19	43	6.4178e-16
19	44	5.6138e-20
20	39	2.2162e-10
20	40	0.021017
20	41	2.4488e-06
20	42	6.0072e-06
20	43	6.7495e-09
20	44	1.6959e-09
20	45	7.2701e-13
20	46	4.0858e-14
20	47	8.4879e-18
20	48	8.2476e-21
20	49	5.382e-26
21	43	1.9665e-07
21	44	1.5878e-09
21	45	4.0653e-09
21	46	1.3146e-11
21	47	5.4682e-13
21	48	6.7736e-16
21	49	3.7205e-18
21	50	8.9051e-23
21	51	5.2225e-26
22	43	9.9131e-14
22	44	2.3164e-05
22	45	1.3387e-07
22	46	2.5619e-06
22	47	2.2626e-08
22	48	7.0883e-09
22	49	2.6131e-11
22	50	2.746e-12
22	51	2.2564e-17
22	52	1.293e-20
22	53	3.921e-25
22	54	1.457e-28
23	47	1.27e-07
23	48	3.4386e-08
23	49	4.8467e-08
23	50	9.177e-11
23	51	3.8218e-10
23	52	6.1031e-14
23	53	7.8872e-17
23	54	1.0986e-21
23	55	8.459e-21
23	56	5.6183e-29
24	47	6.014e-14
24	48	0.00044724
24	49	1.5415e-05
24	50	4.8031e-05
24	51	2.1117e-07
24	52	7.2813e-07
24	53	1.8181e-10
24	54	6.8439e-12
24	55	3.9061e-16
24	56	1.1531e-15
24	57	5.7371e-18
24	58	2.3577e-14
25	51	3.0799e-05
25	52	1.8887e-06
25	53	6.1194e-06
25	54	2.9336e-09
25	55	1.0658e-09
25	56	7.4999e-14
26	51	1.6083e-17
26	52	0.0094687
26	53	0.00042722
26	54	0.0052645
26	55	5.2322e-06
26	56	1.0838e-05
26	57	2.998e-09
26	58	8.4594e-09
26	59	2.8616e-10
26	60	9.6326e-10
26	61	3.1249e-13
26	62	8.84e-12
27	54	7.9289e-20
27	55	0.0018078
27	56	8.7811e-06
27	57	1.0487e-06
27	58	4.066e-09
27	59	4.3936e-08
27	60	1.1806e-08
27	61	9.7439e-09
27	62	4.3766e-10
28	54	5.3974e-29
28	55	5.8224e-22
28	56	0.56617
28	57	0.0072981
28	58	0.0022848
28	59	1.1273e-05
28	60	1.506e-05
28	61	1.92e-07
28	62	3.4759e-06
29	58	3.5449e-07
29	59	0.00015722
29	60	0.00017698
29	61	1.4045e-05
29	62	8.0633e-08
29	63	3.1745e-07
29	64	3.1201e-08
29	65	3.2717e-08
29	66	5.6974e-10
30	59	6.5425e-24
30	60	0.0088904
30	61	0.00021077
30	62	0.00063492
30	63	1.431e-07
30	64	2.4833e-06
30	65	2.6182e-07
30	66	5.8987e-06
