Z	A	M
6	12	0.0020627
6	13	2.0765e-08
7	13	5.8556e-13
7	14	3.0707e-07
7	15	2.6471e-10
7	16	1.6686e-19
8	15	1.3382e-09
8	16	0.10452
8	17	1.1132e-07
8	18	1.8281e-10
8	19	8.3756e-15
9	17	7.7441e-20
9	18	5.0259e-10
9	19	3.7135e-11
9	20	2.7275e-13
10	19	3.4217e-12
10	20	0.0018574
10	21	2.1004e-07
10	22	8.7558e-06
10	23	3.8123e-09
11	21	2.2545e-11
11	22	7.2825e-09
11	23	9.6855e-06
11	24	7.2181e-08
12	23	7.0756e-07
12	24	0.0034576
12	25	1.1431e-05
12	26	1.7853e-05
12	27	2.4036e-08
13	25	1.3061e-12
13	26	3.2257e-06
13	27	0.00021545
13	28	5.75e-08
14	27	1.5833e-07
14	28	0.23708
14	29	0.00031163
14	30	0.00033689
14	31	3.4136e-09
14	32	5.7323e-11
14	33	9.0214e-15
15	30	3.302e-06
15	31	0.00018804
15	32	6.4145e-08
15	33	5.1666e-08
15	34	2.1443e-12
16	31	1.1362e-07
16	32	0.15002
16	33	0.00025406
16	34	0.0012425
16	35	3.8453e-08
16	36	1.0298e-08
16	37	1.7346e-14
17	35	8.5465e-05
17	36	2.9992e-07
17	37	2.4884e-07
17	38	1.3652e-12
18	35	2.0832e-08
18	36	0.03235
18	37	2.5461e-05
18	38	0.00073046
18	39	2.2815e-09
18	40	2.6784e-10
18	41	3.932e-14
19	39	7.716e-05
19	40	1.7174e-08
19	41	1.4284e-09
19	42	8.9392e-13
19	43	2.2018e-14
19	44	6.7073e-16
20	39	1.2786e-10
20	40	0.032944
20	41	5.9415e-06
20	42	2.4521e-05
20	43	3.9789e-08
20	44	1.8847e-08
20	45	1.7566e-11
20	46	2.6503e-12
20	47	1.445e-15
20	48	2.3857e-18
20	49	2.0221e-22
21	43	3.8342e-09
21	44	6.7387e-09
21	45	2.5844e-08
21	46	2.705e-10
21	47	1.132e-11
21	48	4.4815e-14
21	49	3.589e-16
21	50	1.2592e-19
21	51	7.7307e-22
22	43	7.2556e-18
22	44	2.2265e-05
22	45	3.1196e-07
22	46	1.005e-05
22	47	1.3338e-07
22	48	7.2398e-08
22	49	6.3115e-10
22	50	9.4583e-11
22	51	2.0875e-15
22	52	3.1705e-18
22	53	2.2332e-22
22	54	2.2507e-23
23	47	1.5361e-07
23	48	7.2142e-08
23	49	1.2985e-07
23	50	1.4124e-09
23	51	4.6071e-09
23	52	1.7517e-12
23	53	8.4363e-15
23	54	3.3417e-19
23	55	2.973e-19
23	56	2.0941e-24
24	47	9.2216e-16
24	48	0.00053243
24	49	2.624e-05
24	50	0.00012142
24	51	7.1665e-07
24	52	2.9489e-06
24	53	1.0539e-09
24	54	8.3926e-11
24	55	4.2636e-12
24	56	5.4383e-12
24	57	1.9213e-13
24	58	7.9753e-13
25	51	5.8445e-05
25	52	2.5136e-06
25	53	1.1222e-05
25	54	1.158e-08
25	55	4.3657e-09
25	56	1.1389e-11
26	51	1.135e-17
26	52	0.011289
26	53	0.00070599
26	54	0.014248
26	55	1.7325e-05
26	56	4.2701e-05
26	57	7.6096e-08
26	58	3.4024e-07
26	59	3.5041e-07
26	60	1.2033e-06
26	61	1.0026e-07
26	62	1.3647e-07
27	54	3.1746e-19
27	55	0.0034278
27	56	9.9336e-06
27	57	2.8093e-06
27	58	1.5463e-08
27	59	3.3075e-07
27	60	4.5909e-07
27	61	5.3933e-07
27	62	2.253e-07
28	54	4.8555e-29
28	55	2.8166e-23
28	56	0.29762
28	57	0.002201
28	58	0.0014798
28	59	1.2471e-06
28	60	6.0904e-05
28	61	1.6191e-06
28	62	2.6103e-05
29	58	2.2735e-12
29	59	6.3619e-09
29	60	8.4115e-10
29	61	1.1472e-08
29	62	6.2531e-08
29	63	2.628e-06
29	64	4.4605e-07
29	65	6.1411e-07
29	66	9.9478e-09
30	59	7.6349e-28
30	60	2.7571e-08
30	61	6.5585e-10
30	62	5.1597e-09
30	63	1.7505e-09
30	64	1.0212e-05
30	65	1.2674e-06
30	66	3.3223e-05
