Z	A	M
6	12	0.094868
6	13	4.7453e-09
7	13	1.6992e-07
7	14	2.7155e-06
7	15	1.4891e-07
7	16	1.1466e-21
8	15	2.7418e-06
8	16	0.31957
8	17	1.617e-08
8	18	5.8027e-12
8	19	6.5503e-22
9	17	1.682e-13
9	18	3.301e-09
9	19	7.2656e-09
9	20	2.0339e-17
10	19	1.6156e-08
10	20	0.0027863
10	21	1.043e-07
10	22	5.0928e-09
10	23	2.7988e-16
11	21	1.8631e-07
11	22	8.9438e-08
11	23	1.1377e-05
11	24	1.6568e-11
12	23	4.2217e-06
12	24	0.007128
12	25	1.5933e-07
12	26	4.0253e-07
12	27	3.9004e-13
13	25	4.5839e-08
13	26	4.3135e-07
13	27	1.7357e-05
13	28	1.5556e-11
14	27	2.4943e-06
14	28	0.1903
14	29	3.4167e-05
14	30	1.0172e-06
14	31	8.4746e-14
14	32	1.3217e-17
14	33	6.9275e-24
15	30	1.4806e-05
15	31	5.8779e-05
15	32	8.8138e-12
15	33	6.9206e-12
15	34	2.2017e-19
16	31	5.6436e-06
16	32	0.10833
16	33	2.9282e-05
16	34	3.111e-09
16	35	2.3234e-13
16	36	3.709e-15
16	37	6.4601e-22
17	35	1.3358e-06
17	36	3.7671e-11
17	37	3.8013e-11
17	38	6.4942e-19
18	35	4.8074e-08
18	36	0.020855
18	37	2.2804e-06
18	38	2.0826e-10
18	39	2.9171e-15
18	40	7.3032e-17
18	41	6.8619e-23
19	39	2.3047e-07
19	40	3.0432e-13
19	41	2.0212e-14
19	42	1.2373e-20
19	43	1.7774e-24
19	44	2.015e-28
20	39	2.1896e-10
20	40	0.018587
20	41	1.5141e-07
20	42	2.7057e-11
20	43	1.7447e-14
20	44	2.4312e-16
20	45	2.2558e-20
20	46	1.7069e-24
20	47	4.2635e-29
20	48	4.4412e-28
20	49	3.9195e-29
21	43	1.589e-11
21	44	4.4695e-13
21	45	1.1862e-11
21	46	4.3191e-19
21	47	1.5153e-22
21	48	1.1153e-27
21	49	2.0512e-28
21	50	3.9995e-29
21	51	4.0795e-29
22	43	2.2634e-17
22	44	9.7755e-06
22	45	2.5299e-08
22	46	4.6888e-12
22	47	4.5965e-13
22	48	8.0016e-13
22	49	1.89e-16
22	50	9.5331e-24
22	51	8.9115e-29
22	52	5.4939e-28
22	53	4.2394e-29
22	54	4.3131e-29
23	47	1.5966e-10
23	48	1.1958e-08
23	49	9.4825e-09
23	50	2.6088e-18
23	51	2.1494e-18
23	52	6.3118e-25
23	53	1.1753e-27
23	54	1.005e-28
23	55	6.8723e-27
23	56	4.4794e-29
24	47	7.551e-16
24	48	0.00019722
24	49	4.0377e-06
24	50	1.5924e-10
24	51	8.5229e-12
24	52	3.4647e-12
24	53	7.3533e-17
24	54	7.0555e-23
24	55	1.7478e-26
24	56	2.0163e-27
24	57	4.5598e-29
24	58	4.6407e-29
25	51	4.0502e-09
25	52	4.0066e-07
25	53	1.1495e-07
25	54	3.3695e-17
25	55	2.7904e-17
25	56	9.8946e-25
26	51	4.3825e-18
26	52	0.0024145
26	53	9.6225e-06
26	54	5.9339e-06
26	55	2.5974e-09
26	56	9.6498e-13
26	57	2.3679e-16
26	58	2.7446e-20
26	59	2.829e-26
26	60	1.2203e-27
26	61	4.8794e-29
26	62	4.9594e-29
27	54	1.5962e-17
27	55	3.5042e-05
27	56	4.022e-07
27	57	4.2198e-09
27	58	1.5494e-15
27	59	1.1279e-15
27	60	6.628e-22
27	61	1.6769e-25
27	62	7.6054e-29
28	54	4.3112e-29
28	55	5.6323e-19
28	56	0.034479
28	57	0.00011554
28	58	8.7027e-06
28	59	8.8439e-08
28	60	1.0845e-10
28	61	3.3862e-14
28	62	2.4953e-16
29	58	2.2188e-08
29	59	1.3041e-06
29	60	3.6589e-08
29	61	2.194e-10
29	62	5.387e-14
29	63	4.5014e-14
29	64	2.6346e-22
29	65	6.3089e-22
29	66	7.5388e-29
30	59	9.0233e-23
30	60	1.9578e-06
30	61	3.4586e-09
30	62	1.1969e-09
30	63	3.909e-11
30	64	6.8896e-12
30	65	4.1207e-14
30	66	8.6517e-18
