Z	A	M
6	12	0.0024091
6	13	6.2732e-09
7	13	1.3002e-13
7	14	1.541e-07
7	15	2.3367e-10
7	16	1.7617e-19
8	15	3.2756e-10
8	16	0.10367
8	17	6.5122e-08
8	18	2.2787e-10
8	19	8.0292e-15
9	17	1.9216e-20
9	18	2.2758e-10
9	19	6.8083e-11
9	20	6.9578e-13
10	19	5.5114e-13
10	20	0.0015287
10	21	4.0451e-07
10	22	5.8736e-05
10	23	2.9792e-09
11	21	6.8361e-12
11	22	5.4508e-09
11	23	1.0717e-05
11	24	1.4171e-07
12	23	3.1244e-07
12	24	0.0026724
12	25	1.7365e-05
12	26	2.5607e-05
12	27	8.9458e-08
13	25	3.6776e-13
13	26	2.5812e-06
13	27	0.00026822
13	28	1.3628e-07
14	27	2.0817e-07
14	28	0.27804
14	29	0.00048476
14	30	0.00084014
14	31	1.336e-08
14	32	1.6085e-10
14	33	2.5449e-14
15	30	2.4004e-06
15	31	0.00032598
15	32	1.995e-07
15	33	1.7979e-07
15	34	5.8148e-12
16	31	5.7585e-08
16	32	0.14236
16	33	0.00035453
16	34	0.0028323
16	35	1.8656e-07
16	36	7.2651e-08
16	37	6.0242e-14
17	35	0.0001442
17	36	7.5326e-07
17	37	6.7963e-07
17	38	1.2799e-11
18	35	7.9676e-09
18	36	0.024814
18	37	3.3999e-05
18	38	0.0016143
18	39	8.1911e-09
18	40	2.1728e-09
18	41	8.0697e-13
19	39	0.00011274
19	40	5.3257e-08
19	41	4.2225e-09
19	42	1.1832e-11
19	43	3.4696e-13
19	44	1.5242e-14
20	39	5.0594e-11
20	40	0.021636
20	41	6.944e-06
20	42	4.9931e-05
20	43	1.0134e-07
20	44	9.5062e-08
20	45	1.8584e-10
20	46	6.9356e-11
20	47	1.1837e-13
20	48	4.1495e-16
20	49	7.0601e-21
21	43	4.2727e-09
21	44	1.0372e-08
21	45	7.7174e-08
21	46	2.2383e-09
21	47	1.5427e-10
21	48	2.1726e-12
21	49	2.4403e-14
21	50	6.5664e-18
21	51	3.7777e-20
22	43	3.0229e-18
22	44	1.3226e-05
22	45	2.404e-07
22	46	1.9851e-05
22	47	3.9757e-07
22	48	3.1711e-07
22	49	3.8053e-09
22	50	1.1844e-09
22	51	4.3176e-14
22	52	2.3929e-16
22	53	3.7206e-21
22	54	1.0692e-22
23	47	2.1071e-07
23	48	8.7843e-08
23	49	2.4482e-07
23	50	7.0877e-09
23	51	1.7533e-08
23	52	8.1811e-12
23	53	1.4554e-13
23	54	3.6299e-18
23	55	8.9974e-19
23	56	7.1788e-26
24	47	4.1196e-16
24	48	0.00038716
24	49	2.725e-05
24	50	0.00031127
24	51	2.3389e-06
24	52	2.4428e-05
24	53	5.3737e-09
24	54	3.2472e-10
24	55	5.2768e-12
24	56	1.1602e-11
24	57	3.7534e-13
24	58	1.9982e-12
25	51	7.5603e-05
25	52	2.6051e-06
25	53	2.5283e-05
25	54	6.6145e-08
25	55	2.2471e-08
25	56	2.2447e-11
26	51	5.5419e-18
26	52	0.0090309
26	53	0.00079391
26	54	0.029482
26	55	7.8047e-05
26	56	0.00020866
26	57	5.2226e-08
26	58	2.731e-07
26	59	3.0233e-07
26	60	2.0441e-06
26	61	1.588e-07
26	62	3.0912e-07
27	54	3.0827e-19
27	55	0.0044348
27	56	1.4959e-05
27	57	1.0135e-05
27	58	3.2062e-08
27	59	4.6381e-07
27	60	7.4767e-07
27	61	1.9131e-06
27	62	3.6444e-07
28	54	4.8523e-29
28	55	1.934e-23
28	56	0.26457
28	57	0.0027832
28	58	0.0029262
28	59	2.8884e-06
28	60	0.00011531
28	61	2.9796e-06
28	62	7.8967e-05
29	58	2.1704e-12
29	59	9.6378e-09
29	60	1.1949e-09
29	61	4.9611e-09
29	62	3.2164e-08
29	63	4.5577e-06
29	64	1.1011e-06
29	65	3.3983e-06
29	66	5.1409e-08
30	59	7.6993e-28
30	60	3.5705e-08
30	61	1.2129e-09
30	62	1.1869e-08
30	63	3.6283e-10
30	64	9.5426e-06
30	65	1.3122e-06
30	66	5.9021e-05
