Z	A	M
6	12	0.0020392
6	13	2.0718e-08
7	13	5.8593e-13
7	14	3.0686e-07
7	15	2.6089e-10
7	16	1.6663e-19
8	15	1.2738e-09
8	16	0.10212
8	17	1.1114e-07
8	18	1.825e-10
8	19	8.3652e-15
9	17	6.3391e-20
9	18	5.0194e-10
9	19	3.7011e-11
9	20	2.7216e-13
10	19	3.4367e-12
10	20	0.0018495
10	21	2.0892e-07
10	22	8.7537e-06
10	23	3.8049e-09
11	21	2.2546e-11
11	22	6.5923e-09
11	23	9.1936e-06
11	24	7.1989e-08
12	23	6.366e-07
12	24	0.0040154
12	25	1.1512e-05
12	26	1.7534e-05
12	27	2.3918e-08
13	25	1.3111e-12
13	26	3.2276e-06
13	27	0.00023464
13	28	5.8302e-08
14	27	3.4589e-07
14	28	0.2772
14	29	0.00033807
14	30	0.00036769
14	31	3.4316e-09
14	32	5.8645e-11
14	33	9.0527e-15
15	30	3.3508e-06
15	31	0.00019578
15	32	6.9082e-08
15	33	5.6926e-08
15	34	2.1389e-12
16	31	9.635e-08
16	32	0.14862
16	33	0.00026316
16	34	0.0013228
16	35	3.7214e-08
16	36	1.1344e-08
16	37	1.7279e-14
17	35	8.4612e-05
17	36	3.1385e-07
17	37	2.5875e-07
17	38	1.3405e-12
18	35	1.546e-08
18	36	0.027424
18	37	2.4886e-05
18	38	0.00074497
18	39	2.1134e-09
18	40	2.6797e-10
18	41	3.8572e-14
19	39	7.0967e-05
19	40	1.5977e-08
19	41	1.4377e-09
19	42	8.4831e-13
19	43	2.2098e-14
19	44	6.6402e-16
20	39	9.6898e-11
20	40	0.024728
20	41	5.0701e-06
20	42	2.2202e-05
20	43	3.6232e-08
20	44	1.9627e-08
20	45	1.6842e-11
20	46	2.5679e-12
20	47	1.3077e-15
20	48	2.3004e-18
20	49	1.9878e-22
21	43	3.1794e-09
21	44	5.9748e-09
21	45	2.424e-08
21	46	2.6209e-10
21	47	1.1839e-11
21	48	4.3896e-14
21	49	3.7175e-16
21	50	1.2294e-19
21	51	7.5525e-22
22	43	5.7391e-18
22	44	1.5305e-05
22	45	2.0965e-07
22	46	9.1321e-06
22	47	1.2859e-07
22	48	7.5805e-08
22	49	6.261e-10
22	50	1.024e-10
22	51	1.912e-15
22	52	2.8552e-18
22	53	2.2054e-22
22	54	2.2537e-23
23	47	1.416e-07
23	48	6.2745e-08
23	49	1.173e-07
23	50	1.4225e-09
23	51	4.9784e-09
23	52	1.6316e-12
23	53	7.5951e-15
23	54	3.2644e-19
23	55	2.9542e-19
23	56	1.1723e-23
24	47	8.0716e-16
24	48	0.00044338
24	49	2.2133e-05
24	50	0.00014005
24	51	8.0919e-07
24	52	4.9816e-06
24	53	1.351e-09
24	54	9.3737e-11
24	55	4.2607e-12
24	56	5.418e-12
24	57	1.914e-13
24	58	7.9314e-13
25	51	5.3045e-05
25	52	2.3091e-06
25	53	1.1658e-05
25	54	1.6295e-08
25	55	5.7594e-09
25	56	1.136e-11
26	51	1.0552e-17
26	52	0.010016
26	53	0.00062151
26	54	0.01434
26	55	2.3246e-05
26	56	5.4675e-05
26	57	7.745e-08
26	58	3.4331e-07
26	59	3.5077e-07
26	60	1.2007e-06
26	61	1.0001e-07
26	62	1.3578e-07
27	54	2.7334e-19
27	55	0.0030735
27	56	9.6585e-06
27	57	3.269e-06
27	58	1.627e-08
27	59	3.4113e-07
27	60	4.5877e-07
27	61	5.3638e-07
27	62	2.2435e-07
28	54	4.8522e-29
28	55	2.2815e-23
28	56	0.27573
28	57	0.001999
28	58	0.0013842
28	59	1.281e-06
28	60	6.1325e-05
28	61	1.6212e-06
28	62	2.6147e-05
29	58	2.2336e-12
29	59	6.0652e-09
29	60	8.4424e-10
29	61	1.1556e-08
29	62	6.3685e-08
29	63	2.5961e-06
29	64	4.4031e-07
29	65	6.0686e-07
29	66	9.755e-09
30	59	7.6953e-28
30	60	2.8777e-08
30	61	6.8451e-10
30	62	5.3576e-09
30	63	1.8231e-09
30	64	1.0405e-05
30	65	1.2691e-06
30	66	3.2789e-05
