6	12	0.03420605	0.0682877867	0.112539650007	0.15827623101	0.2074285032	0.17968210028	1.5220565	1.5216515	0.7285253	6.89	4.54	4.32	4.33	4.28	4.21	4.13	4.01	3.85	3.74	3.73	3.71	3.61	3.49
6	13	4.890476e-07	1.8445677e-06	2.21166307e-06	4.630033615e-06	0.0001865532	3.162717551e-06	0.03082912	0.03030201	3.3342356e-06	2.33e-07	4.19e-07	7.44e-07	8.86e-07	8.48e-07	5.78e-07	3.59e-07	4.31e-07	2.3e-07	1.6e-07	1.64e-07	1.51e-07	1.38e-07	9.36e-08
7	14	8.557076e-07	1.23535609e-06	3.255644315e-06	1.568244561e-05	0.010217135	7.320630523e-06	0.10549	0.2064987	6.061093e-06	7.84e-05	5.04e-05	4.31e-05	4.15e-05	3.78e-05	3.46e-05	3.23e-05	3.1e-05	2.92e-05	2.75e-05	2.42e-05	1.95e-05	1.41e-05	1.1e-05
7	15	1.1239948e-06	3.977167188e-06	1.486876823e-05	3.898766903e-05	0.00016879289	5.373971459e-05	5.4543653e-05	7.7927535e-05	3.76824151e-05	7.27e-07	7.03e-06	6.69e-06	6.69e-06	6.57e-06	6.45e-06	6.41e-06	6.43e-06	6.51e-06	6.76e-06	6.99e-06	7.19e-06	7.03e-06	6.65e-06
8	16	0.03398866	0.169635128577	0.539898586005	1.17384890822	1.9119764017	3.18868831013	6.811954	5.8698892	14.959081	49.2	45.8	44.4	46.8	46.6	45.9	45.2	43.9	42.7	41.1	39.8	38.1	35.9	33.4
8	17	2.972281e-07	1.11144903e-06	4.072878428e-06	9.737488556e-06	1.7367013e-05	1.657640534e-05	0.0005762384	0.000172801	1.418537e-05	4.27e-06	9.85e-07	7.76e-07	7.47e-07	6.6e-07	5.93e-07	5.38e-07	5.09e-07	4.73e-07	4.45e-07	4.13e-07	3.74e-07	3.26e-07	2.86e-07
8	18	1.0126712e-08	8.0473004e-08	1.70184979e-07	2.31822544e-07	5.10209363e-07	2.416782687e-07	1.3372886e-06	3.37474e-06	1.380329e-06	2.81e-06	9.94e-07	8.5e-07	8.15e-07	7.94e-07	7.84e-07	7.63e-07	8.1e-07	7.99e-07	8.23e-07	8.35e-07	8.5e-07	8.89e-07	8.47e-07
9	19	9.692011e-07	8.940259552e-08	9.783777714e-06	1.528885616e-05	9.70513271e-06	2.136158916e-05	1.8338429e-05	1.858206874e-05	2.46108426e-06	1.63e-08	1.41e-08	1.28e-08	1.23e-08	1.23e-08	1.42e-08	1.61e-08	1.69e-08	1.93e-08	2.03e-08	2.4e-08	2.63e-08	2.76e-08	2.58e-08
10	20	0.011692103	0.0026959290018	0.154649680069	0.244304431172	0.195855033237	0.5714927765	0.6559452	0.8641644303	0.982772	4.99	4.04	3.89	4.22	4.2	4.1	3.98	4.06	3.86	3.9	3.84	3.88	3.92	3.73
10	21	4.923378e-06	4.582679494e-07	6.481654055e-05	7.222386908e-05	2.47284731e-05	0.0001462995259	0.00455684	0.00021853517	8.951956e-05	0.000504	6.53e-05	0.00021	0.000249	0.000299	0.000251	0.000182	0.000214	0.000142	0.000165	0.000145	0.000152	0.000168	0.000124
10	22	3.179612e-06	1.55518551e-07	1.366355879e-05	1.166629664e-05	5.97697771e-06	4.06496341e-05	0.011603778	6.904411e-05	5.736708e-05	0.000186	2.01e-05	1.85e-05	1.97e-05	2.19e-05	2.27e-05	2.26e-05	2.37e-05	2.28e-05	2.46e-05	2.39e-05	2.41e-05	2.32e-05	2.02e-05
11	23	0.00012689001	1.998053591e-06	0.0012774326	0.001210669011	0.000433614076	0.0016691900185	0.0010618628	0.001286724811	0.0004218411862	0.00913	0.00314	0.00295	0.00302	0.00296	0.00288	0.00282	0.00276	0.00269	0.00266	0.00268	0.00274	0.00281	0.00278
12	24	0.001996202	0.002327297	0.03626908	0.0681900700014	0.145026200062	0.156540308635	0.120315029	0.327739012255	0.3753618	1.53	3.02	3.49	3.67	3.97	4.24	4.38	4.41	4.4	4.31	4.5	4.55	4.42	4.38
12	25	2.270702e-05	9.475149469e-06	0.0003995606	0.0005469612046	0.000742197872	0.0009576654835	0.012527156	0.00207269322	0.0008721584	0.00378	0.00108	0.00307	0.00223	0.00336	0.00415	0.0047	0.00427	0.00457	0.00455	0.00404	0.00376	0.00339	0.00356
12	26	2.387602e-05	5.058068005e-06	0.0005387833	0.0007894413049	0.000878781524	0.0010730696438	0.013507811	0.0023288610578	0.00039662595	0.00371	0.00174	0.00169	0.00173	0.00179	0.00192	0.00206	0.00192	0.00205	0.00191	0.00194	0.00186	0.00172	0.00173
13	27	6.648887e-05	0.00013029129	0.0010118903	0.001587665	0.004716801002	0.0033216310005	0.00229991955	0.0080162158998	0.003998980484	0.0337	0.0177	0.0166	0.0159	0.0167	0.0172	0.0177	0.0163	0.0166	0.0155	0.015	0.0142	0.0129	0.0134
14	28	0.013072193	0.06884483	0.0358404527008	0.0692242480045	0.140429980007	0.0893133700094	0.0650606868	0.17671185214	0.75386686543	0.315	7.97	12.2	13.6	16.5	19.2	21.4	23.1	24.5	25.2	25.7	25.7	25.1	24.2
14	29	2.0723223e-05	0.0001854504592	0.000209733239	0.0003421745302	0.0010467285	0.0005187548004	0.000390388923	0.0012175042979	0.0025358361715	0.00196	0.0232	0.0225	0.0222	0.0214	0.0207	0.0205	0.0194	0.0194	0.0181	0.0178	0.0168	0.0152	0.0149
14	30	1.7868268e-05	8.91201974e-05	0.000223705371	0.000277027631	0.001081300301	0.000382482303	0.000279124254	0.001177804985	0.000695280648209	0.00652	0.00274	0.00147	0.00133	0.00123	0.00123	0.00136	0.0012	0.00145	0.00135	0.00143	0.00137	0.00117	0.00135
15	31	2.691987e-05	0.000263348501	9.623104505e-05	0.0001468425023	0.0004711514	0.0001901685014	0.000137950748	0.0004680829751	0.000780605308566	0.00271	0.0029	0.00216	0.00189	0.00164	0.00145	0.00136	0.00119	0.00123	0.00108	0.00117	0.00112	0.000953	0.00107
