1	1	0.0	-0.0087318	-0.014434	-0.017564	-0.025943	-0.031063	-0.039669	-0.065412	-0.095615	-0.16557	-0.11106	-0.090245	-0.19873	-0.3248	-0.35034	-0.44553	0.0
1	2	0.0	1.3043e-18	2.5551e-18	4.0549e-18	5.7414e-18	6.5728e-18	7.5394e-18	1.0016e-17	1.1287e-17	1.4936e-17	1.7394e-17	1.9481e-17	2.0211e-17	1.9783e-17	2.2763e-17	2.4202e-17	0.0
2	3	0.0	0.00013487	0.00021324	0.00029547	0.00032692	0.0003252	0.00031964	0.00029353	0.00026844	0.00024552	0.00023606	0.00019269	7.1511e-06	1.98e-06	2.1476e-06	1.7999e-06	0.0
2	4	0.0	0.0085845	0.014188	0.016941	0.022417	0.025209	0.031098	0.049321	0.072426	0.12304	0.082296	0.069045	0.15801	0.27192	0.30563	0.4048	0.0
3	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	7	0.0	-6.5438e-10	-1.2199e-09	-1.941e-09	-2.8341e-09	-3.2856e-09	-3.6018e-09	-4.2462e-09	-5.0905e-09	-8.4341e-09	-7.159e-09	2.73e-08	-8.5368e-09	-1.5116e-08	-1.6685e-08	-1.8663e-08	0.0
4	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	12	0.0	-7.8922e-05	-0.00020301	-8.6206e-05	0.0024703	0.0046137	0.0071023	0.013935	0.020251	0.036874	0.025123	0.017547	0.002076	-0.00090164	0.00031957	-0.0016482	0.0
6	13	0.0	9.4678e-06	1.4406e-05	1.9668e-05	2.4019e-05	2.5134e-05	2.6374e-05	2.8203e-05	3.0627e-05	3.9072e-05	5.7473e-05	0.00066571	0.00074226	0.00065899	0.00060627	0.00065377	0.0
